instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Noise
15641,2012-10-18,4,1,10,21,0,4,1,2,0.54,0.5152,0.77,0.194,38,245,283,0
8215,2011-12-13,4,0,12,22,0,2,1,1,0.3,0.303,0.52,0.1642,5,102,107,0
8235,2011-12-14,4,0,12,18,0,3,1,2,0.36,0.3485,0.62,0.1642,11,379,390,0
11728,2012-05-08,2,1,5,20,0,2,1,2,0.64,0.6061,0.69,0.2836,40,262,302,0
14555,2012-09-03,3,1,9,15,1,1,0,1,0.74,0.697,0.7,0.2239,168,281,449,0
18188,2011-01-01,4,2,8,26,2,7,0,4,1.09,0.47,0.66,0.19,223,712,29,1
12145,2012-05-26,2,1,5,5,0,6,0,1,0.62,0.5758,0.83,0.2537,0,10,10,0
14840,2012-09-15,3,1,9,12,0,6,0,1,0.66,0.6212,0.36,0.3582,287,419,706,0
8135,2011-12-10,4,0,12,14,0,6,0,1,0.34,0.303,0.31,0.3284,51,242,293,0
6045,2011-09-14,3,0,9,10,0,3,1,1,0.7,0.6515,0.7,0.1343,27,115,142,0
2610,2011-04-23,2,0,4,15,0,6,0,1,0.6,0.5909,0.73,0.3881,171,226,397,0
15824,2011-01-01,5,1,8,11,0,5,2,4,0.23,0.35,1.08,0.22,341,966,536,1
10820,2011-01-01,1,1,15,20,2,6,2,2,0.5,0.77,1.04,0.33,414,384,627,1
8061,2011-12-07,4,0,12,12,0,3,1,3,0.44,0.4394,1,0.1343,4,29,33,0
16351,2011-01-01,0,1,0,6,1,3,1,5,0.8,0.09,0.88,0.8,405,833,517,1
13378,2012-07-16,3,1,7,14,0,1,1,1,0.88,0.8182,0.42,0.1045,53,159,212,0
4125,2011-01-01,4,1,2,27,0,3,2,2,0.26,0.96,0.58,1.02,334,1012,251,1
9229,2012-01-25,1,1,1,10,0,3,1,2,0.26,0.2273,0.7,0.3284,30,111,141,0
6890,2011-10-19,4,0,10,16,0,3,1,3,0.56,0.5303,0.94,0.1642,21,180,201,0
6342,2011-09-26,4,0,9,19,0,1,1,1,0.66,0.6061,0.82,0.0896,36,347,383,0
6948,2011-10-22,4,0,10,2,0,6,0,1,0.4,0.4091,0.62,0.2537,6,25,31,0
11778,2012-05-10,2,1,5,22,0,4,1,1,0.5,0.4848,0.42,0.1045,36,196,232,0
909,2011-02-10,1,0,2,9,0,4,1,1,0.12,0.1061,0.42,0.3582,1,121,122,0
1327,2011-01-01,1,2,0,8,2,0,2,3,0.54,0.03,0.38,0.78,256,279,102,1
9933,2012-02-23,1,1,2,21,0,4,1,1,0.44,0.4394,0.51,0.2239,17,205,222,0
13853,2011-01-01,4,1,15,24,0,1,1,1,0.55,1.07,0.56,0.47,36,1061,88,1
16977,2012-12-15,4,1,12,3,0,6,0,2,0.24,0.2879,0.81,0,5,18,23,0
10024,2012-02-27,1,1,2,16,0,1,1,1,0.54,0.5152,0.26,0.4478,20,266,286,0
15077,2012-09-25,4,1,9,9,0,2,1,1,0.54,0.5152,0.56,0.2537,28,381,409,0
10132,2011-01-01,2,0,7,18,0,7,1,3,0.55,0.08,0.89,0.22,109,274,513,1
18937,2011-01-01,0,0,3,5,0,7,2,0,0.81,0.9,0.29,0.82,167,21,797,1
6359,2011-09-27,4,0,9,12,0,2,1,2,0.66,0.5909,0.89,0.1343,33,129,162,0
5943,2011-09-10,3,0,9,3,0,6,0,1,0.58,0.5455,1,0.1343,8,29,37,0
14141,2011-01-01,1,1,10,1,1,4,0,0,0.93,1.06,0.87,0.89,345,846,50,1
16185,2012-11-12,4,1,11,2,1,1,0,1,0.4,0.4091,0.76,0.1343,6,14,20,0
9999,2012-02-26,1,1,2,15,0,0,0,1,0.36,0.3485,0.29,0,72,281,353,0
13865,2012-08-05,3,1,8,21,0,0,0,1,0.72,0.697,0.79,0.1045,51,157,208,0
9643,2012-02-11,1,1,2,17,0,6,0,3,0.22,0.1818,0.69,0.4627,13,131,144,0
7844,2011-11-28,4,0,11,11,0,1,1,2,0.52,0.5,0.68,0.1045,11,107,118,0
16306,2012-11-17,4,1,11,3,0,6,0,1,0.26,0.2576,0.65,0.194,2,19,21,0
17204,2012-12-24,1,1,12,15,0,1,1,3,0.24,0.2273,0.87,0.2239,6,27,33,0
13837,2011-01-01,4,2,8,19,1,5,1,2,0.45,1.05,0.58,1.0,205,894,1096,1
4497,2011-07-11,3,0,7,6,0,1,1,1,0.68,0.6364,0.74,0.194,19,102,121,0
9501,2011-01-01,3,1,6,28,2,4,2,5,1.11,0.26,0.94,0.21,126,288,381,1
13945,2012-08-09,3,1,8,5,0,4,1,2,0.66,0.5909,0.94,0,4,37,41,0
11994,2012-05-19,2,1,5,22,0,6,0,1,0.64,0.6212,0.47,0,104,234,338,0
10638,2011-01-01,1,2,0,16,0,4,1,0,1.14,0.26,0.21,0.09,139,101,505,1
10102,2012-03-01,1,1,3,23,0,4,1,1,0.36,0.3485,0.5,0.2239,9,76,85,0
1671,2011-01-01,1,1,11,16,1,5,0,3,0.48,0.37,0.8,0.92,170,747,209,1
9629,2012-02-11,1,1,2,3,0,6,0,3,0.24,0.2273,0.87,0.2239,0,9,9,0
9095,2011-01-01,1,2,4,8,0,1,2,2,0.3,0.58,0.33,0.1,35,6,1083,1
7644,2011-11-20,4,0,11,2,0,0,0,1,0.4,0.4091,0.62,0.2836,12,44,56,0
3789,2011-01-01,4,0,4,19,0,7,1,5,0.25,0.5,0.81,0.85,231,508,864,1
16069,2011-01-01,5,0,6,4,0,4,0,3,1.18,0.99,0.37,0.19,154,506,107,1
7795,2011-11-26,4,0,11,9,0,6,0,1,0.34,0.3485,0.76,0.0896,16,67,83,0
2209,2011-04-06,2,0,4,21,0,3,1,1,0.46,0.4545,0.41,0.2836,18,84,102,0
15647,2012-10-19,4,1,10,3,0,5,1,2,0.56,0.5303,0.83,0,0,5,5,0
5167,2011-08-08,3,0,8,4,0,1,1,1,0.66,0.5909,0.89,0.1045,2,8,10,0
12893,2011-01-01,1,2,9,12,0,8,1,1,0.36,0.85,0.71,0.59,337,122,1142,1
14793,2011-01-01,0,0,15,11,0,4,0,5,1.05,0.25,0.81,0.05,203,1002,289,1
7465,2011-11-12,4,0,11,15,0,6,0,1,0.52,0.5,0.29,0.2836,165,221,386,0
18097,2011-01-01,3,1,3,5,1,6,0,0,0.66,0.52,1.12,0.61,399,41,832,1
6767,2011-10-14,4,0,10,12,0,5,1,3,0.52,0.5,0.88,0.1642,13,62,75,0
9612,2012-02-10,1,1,2,10,0,5,1,2,0.26,0.2727,0.48,0.1343,5,119,124,0
20475,2011-01-01,0,2,9,17,2,5,0,1,0.23,1.02,0.5,0.99,172,555,651,1
11606,2012-05-03,2,1,5,18,0,4,1,1,0.72,0.6667,0.58,0.1343,64,642,706,0
17957,2011-01-01,4,0,12,1,0,0,2,5,1.1,1.15,0.57,0.08,134,1030,1062,1
16518,2012-11-25,4,1,11,23,0,0,0,1,0.22,0.2576,0.69,0.0896,1,40,41,0
13020,2012-07-01,3,1,7,16,0,0,0,1,0.92,0.8333,0.33,0.2985,85,228,313,0
16704,2012-12-03,4,1,12,18,0,1,1,1,0.5,0.4848,0.68,0.0896,26,666,692,0
8005,2011-12-05,4,0,12,4,0,1,1,1,0.3,0.3182,0.87,0.1045,0,7,7,0
3569,2011-06-02,2,0,6,14,0,4,1,1,0.78,0.6667,0.24,0.3284,43,142,185,0
11691,2012-05-07,2,1,5,7,0,1,1,2,0.48,0.4697,0.82,0.1045,18,367,385,0
2800,2011-01-01,1,2,8,27,0,8,0,0,0.58,0.19,1.1,0.2,18,785,977,1
12545,2012-06-11,2,1,6,21,0,1,1,2,0.72,0.6667,0.58,0.194,32,218,250,0
7235,2011-01-01,3,0,12,14,2,8,1,0,0.07,0.21,0.59,0.43,311,280,172,1
12619,2012-06-14,2,1,6,23,0,4,1,2,0.62,0.6061,0.69,0.1642,36,136,172,0
9303,2012-01-28,1,1,1,12,0,6,0,1,0.3,0.2879,0.61,0.2836,70,244,314,0
11500,2012-04-29,2,1,4,8,0,0,0,1,0.38,0.3939,0.76,0.1343,26,81,107,0
12819,2012-06-23,3,1,6,7,0,6,0,1,0.64,0.5758,0.83,0.1642,19,59,78,0
10732,2011-01-01,2,1,8,25,0,7,2,0,0.71,0.9,0.51,0.91,361,931,945,1
13086,2012-07-04,3,1,7,10,1,3,0,1,0.8,0.7273,0.46,0,143,304,447,0
6255,2011-09-23,4,0,9,4,0,5,1,3,0.6,0.5,1,0,6,7,13,0
14616,2012-09-06,3,1,9,4,0,4,1,2,0.7,0.6667,0.84,0.0896,0,8,8,0
17212,2012-12-24,1,1,12,23,0,1,1,3,0.24,0.2879,0.93,0,1,10,11,0
14782,2011-01-01,5,2,6,11,2,8,2,2,0.71,0.7,0.45,0.73,308,183,67,1
5471,2011-08-20,3,0,8,20,0,6,0,1,0.74,0.6818,0.62,0.2239,78,170,248,0
2269,2011-04-09,2,0,4,9,0,6,0,2,0.34,0.3485,0.87,0.1045,27,71,98,0
8090,2011-01-01,4,2,1,24,1,8,1,4,0.49,1.14,0.78,0.86,250,841,785,1
12242,2012-05-30,2,1,5,6,0,3,1,2,0.6,0.5758,0.78,0.1045,5,139,144,0
8666,2012-01-01,1,1,1,20,0,0,0,2,0.44,0.4394,0.62,0.2985,25,58,83,0
12680,2012-06-17,2,1,6,12,0,0,0,1,0.62,0.6212,0.57,0,260,355,615,0
9930,2012-02-23,1,1,2,18,0,4,1,1,0.54,0.5152,0.37,0.1343,36,486,522,0
1527,2011-03-08,1,0,3,23,0,2,1,1,0.28,0.2727,0.61,0.194,3,38,41,0
8529,2011-12-27,1,0,12,2,0,2,1,1,0.26,0.2727,0.7,0.1343,2,2,4,0
16004,2012-11-04,4,1,11,12,0,0,0,1,0.38,0.3939,0.46,0.2239,150,354,504,0
7381,2011-11-09,4,0,11,3,0,3,1,1,0.32,0.3485,0.93,0,0,4,4,0
9065,2012-01-18,1,1,1,14,0,3,1,1,0.3,0.2727,0.33,0.3881,7,98,105,0
1938,2011-03-26,2,0,3,12,0,6,0,1,0.3,0.2879,0.36,0.194,98,129,227,0
7110,2011-10-28,4,0,10,20,0,5,1,3,0.34,0.3182,0.61,0.2239,12,131,143,0
9888,2011-01-01,2,1,6,12,0,8,0,1,0.64,0.19,0.4,0.83,233,739,384,1
18181,2011-01-01,3,2,3,24,2,3,0,1,0.02,0.12,0.29,0.74,276,697,212,1
7207,2011-11-01,4,0,11,21,0,2,1,1,0.36,0.3788,0.81,0,13,114,127,0
12771,2012-06-21,3,1,6,7,0,4,1,2,0.7,0.6667,0.84,0.0896,26,437,463,0
722,2011-02-02,1,0,2,10,0,3,1,2,0.22,0.2727,1,0,2,59,61,0
9684,2012-02-13,1,1,2,10,0,1,1,1,0.14,0.1515,0.5,0.1343,1,70,71,0
14222,2012-08-20,3,1,8,18,0,1,1,2,0.62,0.5909,0.78,0.2537,89,726,815,0
13974,2011-01-01,3,2,6,2,2,4,1,5,0.02,0.12,1.1,0.19,11,882,726,1
15207,2011-01-01,4,1,2,12,1,3,1,4,1.11,0.32,0.81,0.88,425,703,1116,1
8255,2011-12-15,4,0,12,14,0,4,1,2,0.52,0.5,0.52,0.3284,8,124,132,0
13045,2011-01-01,0,0,2,2,2,8,1,3,0.92,1.11,0.64,0.2,362,992,429,1
13411,2012-07-17,3,1,7,23,0,2,1,1,0.78,0.7424,0.59,0.194,22,139,161,0
6824,2011-01-01,5,0,13,15,1,5,0,1,0.74,0.45,1.19,0.98,148,137,1101,1
16484,2011-01-01,2,2,0,8,1,8,2,2,0.23,0.12,0.3,0.83,259,277,233,1
4143,2011-06-26,3,0,6,12,0,0,0,1,0.74,0.6515,0.4,0.1642,175,268,443,0
3694,2011-06-07,2,0,6,19,0,2,1,1,0.76,0.6818,0.48,0.2537,69,355,424,0
14407,2012-08-28,3,1,8,11,0,2,1,1,0.78,0.7273,0.55,0.2537,47,171,218,0
1703,2011-01-01,4,1,5,7,2,2,1,0,0.89,1.15,1.16,0.32,246,91,191,1
8668,2011-01-01,0,0,10,5,0,4,0,5,0.68,0.25,0.34,0.54,338,404,1139,1
3432,2011-05-27,2,0,5,21,0,5,1,1,0.6,0.5606,0.83,0.1045,37,114,151,0
6903,2011-10-20,4,0,10,5,0,4,1,1,0.48,0.4697,0.82,0.3582,2,24,26,0
11202,2012-04-16,2,1,4,22,1,1,0,1,0.68,0.6364,0.51,0.2537,35,179,214,0
18194,2011-01-01,4,1,10,16,2,0,0,3,0.34,0.64,0.13,0.24,246,655,685,1
11379,2012-04-24,2,1,4,7,0,2,1,1,0.32,0.303,0.66,0.2836,3,387,390,0
13722,2012-07-30,3,1,7,22,0,1,1,2,0.7,0.6667,0.74,0.2239,47,183,230,0
14628,2012-09-06,3,1,9,16,0,4,1,1,0.74,0.697,0.7,0.2239,42,374,416,0
1380,2011-03-02,1,0,3,18,0,3,1,1,0.46,0.4545,0.23,0.4925,8,193,201,0
11857,2011-01-01,2,0,0,0,2,1,1,1,0.36,0.59,0.85,0.35,283,493,1136,1
8740,2011-01-01,0,2,9,2,2,0,0,3,0.07,1.18,0.99,0.86,435,554,618,1
2928,2011-05-06,2,0,5,21,0,5,1,1,0.48,0.4697,0.67,0.1343,22,130,152,0
11857,2011-01-01,0,2,9,12,2,8,0,3,0.22,0.73,1.12,0.53,73,894,901,1
12105,2012-05-24,2,1,5,13,0,4,1,1,0.72,0.6667,0.54,0.1642,69,233,302,0
1041,2011-02-16,1,0,2,1,0,3,1,1,0.2,0.2273,0.44,0.0896,0,9,9,0
15773,2012-10-24,4,1,10,9,0,3,1,2,0.52,0.5,0.77,0.0896,24,349,373,0
14526,2012-09-02,3,1,9,10,0,0,0,2,0.72,0.697,0.79,0,158,230,388,0
12190,2012-05-28,2,1,5,2,1,1,0,1,0.6,0.5606,0.83,0.2239,20,28,48,0
14857,2012-09-16,3,1,9,5,0,0,0,1,0.5,0.4848,0.72,0,3,10,13,0
2060,2011-03-31,2,0,3,16,0,4,1,2,0.3,0.2879,0.87,0.2537,13,72,85,0
5985,2011-09-11,3,0,9,21,0,0,0,1,0.64,0.6061,0.69,0,45,114,159,0
14275,2012-08-22,3,1,8,23,0,3,1,1,0.64,0.5758,0.83,0,27,113,140,0
1723,2011-03-17,1,0,3,10,0,4,1,1,0.44,0.4394,0.54,0.3284,9,69,78,0
1764,2011-01-01,1,0,9,24,0,1,1,3,1.14,0.91,1.18,0.9,226,233,943,1
3663,2011-06-06,2,0,6,12,0,1,1,1,0.76,0.6667,0.37,0.1642,25,128,153,0
4736,2011-07-21,3,0,7,5,0,4,1,2,0.72,0.7121,0.84,0.1045,2,16,18,0
6663,2011-10-10,4,0,10,4,1,1,0,1,0.46,0.4545,0.94,0,2,4,6,0
10763,2012-03-29,2,1,3,13,0,4,1,1,0.46,0.4545,0.44,0.3284,50,223,273,0
15767,2011-01-01,0,0,10,15,1,0,2,0,0.7,0.54,1.19,0.76,325,821,1083,1
10413,2012-03-14,1,1,3,23,0,3,1,1,0.56,0.5303,0.43,0.1642,19,72,91,0
7420,2011-01-01,3,0,15,23,2,3,1,3,1.2,0.5,0.36,0.82,298,256,1051,1
12233,2011-01-01,5,1,1,4,0,5,2,5,1.15,0.79,0.92,0.79,13,1053,190,1
4146,2011-06-26,3,0,6,15,0,0,0,1,0.74,0.6515,0.4,0,174,229,403,0
8851,2012-01-09,1,1,1,14,0,1,1,3,0.22,0.2273,0.75,0.1642,5,45,50,0
17228,2012-12-25,1,1,12,16,1,2,0,2,0.36,0.3333,0.5,0.2537,48,38,86,0
3520,2011-05-31,2,0,5,13,0,2,1,1,0.9,0.8333,0.39,0.1642,37,110,147,0
9932,2011-01-01,2,0,14,3,1,2,1,0,0.44,0.19,0.68,0.91,93,249,1113,1
4699,2011-01-01,2,2,7,15,1,1,0,3,0.47,1.1,0.65,0.59,328,6,1044,1
8027,2011-12-06,4,0,12,2,0,2,1,2,0.46,0.4545,0.87,0.194,0,3,3,0
7333,2011-11-07,4,0,11,3,0,1,1,1,0.32,0.3485,0.93,0,0,3,3,0
2663,2011-04-25,2,0,4,20,0,1,1,1,0.66,0.6212,0.61,0.2836,42,195,237,0
8753,2012-01-05,1,1,1,12,0,4,1,1,0.3,0.2879,0.49,0.2537,6,114,120,0
859,2011-02-08,1,0,2,5,0,2,1,1,0.26,0.2273,0.81,0.3284,0,2,2,0
12784,2012-06-21,3,1,6,20,0,4,1,1,0.86,0.7879,0.44,0.194,79,357,436,0
13302,2012-07-13,3,1,7,10,0,5,1,2,0.74,0.6667,0.48,0,78,190,268,0
1620,2011-03-12,1,0,3,23,0,6,0,1,0.38,0.3939,0.66,0.0896,11,38,49,0
4063,2011-06-23,3,0,6,4,0,4,1,2,0.7,0.6667,0.79,0.1343,0,7,7,0
12657,2012-06-16,2,1,6,13,0,6,0,1,0.72,0.6515,0.34,0.1642,293,324,617,0
4387,2011-07-06,3,0,7,16,0,3,1,1,0.76,0.7273,0.7,0.2537,57,218,275,0
4655,2011-07-17,3,0,7,20,0,0,0,1,0.76,0.7121,0.58,0.2537,85,177,262,0
1978,2011-03-28,2,0,3,6,0,1,1,1,0.18,0.1667,0.34,0.2836,0,40,40,0
2074,2011-04-01,2,0,4,6,0,5,1,3,0.24,0.2273,0.93,0.2239,2,26,28,0
2443,2011-04-16,2,0,4,16,0,6,0,3,0.5,0.4848,0.88,0.4627,6,27,33,0
11482,2011-01-01,0,0,7,7,1,2,0,5,0.87,0.47,1.11,0.66,270,488,364,1
3836,2011-06-13,2,0,6,17,0,1,1,1,0.7,0.6364,0.39,0.3284,72,529,601,0
6664,2011-01-01,3,1,9,1,1,2,2,2,0.15,0.1,0.01,0.15,228,583,47,1
5057,2011-08-03,3,0,8,14,0,3,1,2,0.76,0.7121,0.58,0.2239,43,104,147,0
1961,2011-01-01,1,1,6,23,2,1,2,2,0.2,1.17,0.15,0.12,168,409,14,1
8745,2012-01-05,1,1,1,4,0,4,1,2,0.2,0.2273,0.59,0.0896,0,5,5,0
16625,2012-11-30,4,1,11,11,0,5,1,2,0.34,0.3485,0.53,0.0896,31,170,201,0
11960,2012-05-18,2,1,5,12,0,5,1,1,0.62,0.6212,0.41,0.194,108,252,360,0
12445,2012-06-07,2,1,6,17,0,4,1,1,0.72,0.6515,0.34,0.2537,91,778,869,0
16655,2012-12-01,4,1,12,17,0,6,0,2,0.34,0.3485,0.76,0.1045,50,270,320,0
6993,2011-10-23,4,0,10,23,0,0,0,1,0.42,0.4242,0.77,0.1642,18,31,49,0
11633,2011-01-01,0,1,5,0,0,4,1,0,1.09,1.02,0.53,0.15,213,898,235,1
16479,2012-11-24,4,1,11,8,0,6,0,2,0.26,0.2121,0.44,0.4627,7,55,62,0
15231,2011-01-01,1,2,0,23,2,5,0,1,0.88,0.48,1.08,0.81,416,358,1090,1
8478,2011-12-24,1,0,12,21,0,6,0,1,0.26,0.2576,0.56,0.1642,4,15,19,0
732,2011-02-02,1,0,2,20,0,3,1,1,0.24,0.197,0.48,0.5522,4,71,75,0
14917,2012-09-18,3,1,9,17,0,2,1,3,0.6,0.5455,0.88,0.194,36,302,338,0
9517,2012-02-06,1,1,2,11,0,1,1,1,0.26,0.2727,0.7,0.1343,12,104,116,0
7114,2011-10-29,4,0,10,0,0,6,0,3,0.28,0.2576,0.87,0.2985,0,19,19,0
4119,2011-01-01,1,1,1,19,0,0,0,5,1.09,0.36,0.6,0.99,45,493,1076,1
8069,2011-01-01,0,2,2,9,0,1,2,4,0.24,0.87,0.67,0.35,97,727,150,1
10649,2012-03-24,2,1,3,19,0,6,0,3,0.46,0.4545,0.94,0.1343,28,105,133,0
18938,2011-01-01,3,2,11,18,0,7,2,2,0.55,0.88,1.15,0.35,421,234,196,1
1238,2011-02-24,1,0,2,16,0,4,1,3,0.38,0.3939,0.62,0.2836,4,67,71,0
5112,2011-08-05,3,0,8,21,0,5,1,1,0.7,0.6515,0.65,0.194,54,119,173,0
