instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Noise
16196,2012-11-12,4,1,11,13,1,1,0,1,0.6,0.6061,0.6,0.2239,108,312,420,0
8665,2012-01-01,1,1,1,19,0,0,0,3,0.42,0.4242,0.67,0.3881,20,85,105,0
12331,2012-06-02,2,1,6,23,0,6,0,1,0.56,0.5303,0.52,0.1045,53,185,238,0
11934,2012-05-17,2,1,5,10,0,4,1,1,0.56,0.5303,0.52,0.2537,43,162,205,0
17191,2012-12-24,1,1,12,1,0,1,1,1,0.22,0.2727,0.69,0,0,11,11,0
5187,2011-08-09,3,0,8,0,0,2,1,1,0.72,0.697,0.79,0.1343,10,25,35,0
13343,2012-07-15,3,1,7,3,0,0,0,2,0.68,0.6364,0.89,0.1642,15,42,57,0
18430,2011-01-01,5,2,16,8,0,5,2,1,0.23,0.77,0.84,0.63,55,766,782,1
7098,2011-10-28,4,0,10,8,0,5,1,1,0.3,0.2879,0.61,0.2836,13,361,374,0
3413,2011-05-27,2,0,5,2,0,5,1,1,0.68,0.6364,0.61,0.2239,6,12,18,0
12435,2012-06-07,2,1,6,7,0,4,1,1,0.5,0.4848,0.82,0.1642,20,506,526,0
3274,2011-05-21,2,0,5,7,0,6,0,1,0.54,0.5152,0.73,0.1343,10,33,43,0
13660,2012-07-28,3,1,7,8,0,6,0,1,0.74,0.697,0.66,0.1642,36,127,163,0
5469,2011-01-01,5,0,3,30,2,0,0,3,0.98,0.62,0.16,0.95,161,996,436,1
5141,2011-08-07,3,0,8,2,0,0,0,2,0.7,0.6667,0.84,0.2239,18,48,66,0
16853,2011-01-01,5,0,6,22,1,2,0,4,0.32,0.94,1.33,1.25,209,1135,95,1
23938,2011-01-01,3,2,7,14,0,6,0,1,0.14,0.95,0.74,0.16,187,17,349,1
9004,2011-01-01,3,0,14,7,1,7,0,5,0.25,0.74,0.57,0.46,7,288,121,1
6941,2011-01-01,5,1,10,29,1,8,0,2,0.5,1.26,1.03,1.15,511,613,1293,1
8690,2012-01-02,1,1,1,21,1,1,0,2,0.24,0.2121,0.41,0.3284,3,63,66,0
10393,2012-03-14,1,1,3,3,0,3,1,1,0.48,0.4697,0.72,0.194,1,3,4,0
12906,2011-01-01,0,2,17,8,0,0,0,5,0.65,1.36,1.12,0.59,456,358,113,1
8582,2011-01-01,5,0,15,10,0,6,2,5,0.2,0.26,0.23,0.21,137,360,439,1
12543,2012-06-11,2,1,6,19,0,1,1,2,0.76,0.6818,0.48,0.3284,89,507,596,0
17540,2011-01-01,3,0,3,14,0,8,2,0,1.43,0.98,1.27,0.5,424,532,339,1
1923,2011-03-25,2,0,3,21,0,5,1,2,0.3,0.303,0.39,0.1642,11,64,75,0
499,2011-01-22,1,0,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,1,44,45,0
798,2011-02-05,1,0,2,16,0,6,0,3,0.22,0.2273,1,0.1343,8,63,71,0
1937,2011-03-26,2,0,3,11,0,6,0,1,0.28,0.2727,0.38,0.1642,75,93,168,0
11522,2012-04-30,2,1,4,6,0,1,1,1,0.4,0.4091,0.47,0.194,2,121,123,0
13758,2012-08-01,3,1,8,10,0,3,1,1,0.72,0.6818,0.66,0.0896,61,175,236,0
12536,2012-06-11,2,1,6,12,0,1,1,2,0.8,0.7273,0.43,0.194,63,198,261,0
10882,2012-04-03,2,1,4,13,0,2,1,1,0.56,0.5303,0.19,0.2537,120,225,345,0
5975,2011-01-01,5,1,17,25,1,7,2,3,1.36,0.33,0.94,0.81,330,277,384,1
7228,2011-11-02,4,0,11,18,0,3,1,1,0.42,0.4242,0.71,0.1642,31,448,479,0
7315,2011-11-06,4,0,11,9,0,0,0,2,0.3,0.3182,0.75,0.0896,36,134,170,0
9856,2012-02-20,1,1,2,15,1,1,0,1,0.34,0.3182,0.34,0.2239,54,235,289,0
12886,2012-06-26,3,1,6,2,0,2,1,1,0.56,0.5303,0.43,0.2836,2,7,9,0
1083,2011-02-17,1,0,2,20,0,4,1,1,0.48,0.4697,0.59,0.3284,8,131,139,0
6914,2011-01-01,0,0,15,7,2,6,0,6,0.95,0.38,0.16,0.59,314,1298,314,1
591,2011-01-27,1,0,1,19,0,4,1,1,0.2,0.2273,0.69,0.0896,3,76,79,0
9385,2012-01-31,1,1,1,22,0,2,1,1,0.44,0.4394,0.35,0.2985,11,118,129,0
13539,2011-01-01,5,1,13,5,0,6,0,2,0.28,0.66,0.76,0.47,16,678,960,1
10949,2012-04-06,2,1,4,8,0,5,1,1,0.3,0.2727,0.49,0.3284,19,489,508,0
13149,2012-07-07,3,1,7,1,0,6,0,1,0.76,0.7273,0.7,0.1642,16,55,71,0
6339,2011-09-26,4,0,9,16,0,1,1,1,0.7,0.6515,0.65,0.1642,74,239,313,0
14351,2012-08-26,3,1,8,3,0,0,0,2,0.64,0.5758,0.89,0.2537,11,42,53,0
14454,2011-01-01,0,0,8,28,0,5,2,3,1.17,0.53,0.65,1.04,283,948,1124,1
8624,2011-12-31,1,0,12,2,0,6,0,2,0.4,0.4091,0.62,0.2836,1,27,28,0
15823,2012-10-26,4,1,10,11,0,5,1,2,0.56,0.5303,0.78,0.1642,68,222,290,0
12416,2012-06-06,2,1,6,12,0,3,1,1,0.62,0.6212,0.38,0,80,235,315,0
9859,2012-02-20,1,1,2,18,1,1,0,1,0.34,0.3182,0.34,0.2239,27,215,242,0
16099,2012-11-08,4,1,11,12,0,4,1,1,0.4,0.4091,0.24,0.4925,33,202,235,0
11147,2012-04-14,2,1,4,15,0,6,0,2,0.64,0.6212,0.27,0.3582,311,347,658,0
2389,2011-01-01,0,0,4,29,1,1,1,6,1.11,0.3,0.44,0.26,330,197,1326,1
7916,2011-12-01,4,0,12,11,0,4,1,1,0.34,0.3182,0.49,0.2537,7,95,102,0
2599,2011-04-23,2,0,4,4,0,6,0,3,0.34,0.3636,1,0,2,3,5,0
8958,2011-01-01,0,1,4,30,0,2,0,0,0.92,0.2,1.5,0.42,499,1291,1384,1
9380,2012-01-31,1,1,1,17,0,2,1,1,0.54,0.5152,0.26,0.4179,41,518,559,0
5172,2011-08-08,3,0,8,9,0,1,1,1,0.76,0.697,0.55,0.3881,37,146,183,0
11770,2011-01-01,0,1,17,12,1,2,1,5,0.54,0.54,0.27,1.01,494,1117,837,1
2107,2011-04-02,2,0,4,15,0,6,0,3,0.34,0.303,0.76,0.3881,72,64,136,0
5807,2011-09-04,3,0,9,9,0,0,0,1,0.66,0.6061,0.78,0.1642,87,102,189,0
5723,2011-08-31,3,0,8,21,0,3,1,1,0.66,0.6212,0.61,0.0896,27,174,201,0
1646,2011-03-14,1,0,3,2,0,1,1,1,0.26,0.2879,0.65,0.0896,0,1,1,0
11952,2012-05-18,2,1,5,4,0,5,1,1,0.46,0.4545,0.77,0.1642,0,11,11,0
9932,2011-01-01,2,2,17,1,1,1,2,6,1.49,0.52,1.45,0.77,474,823,1010,1
2842,2011-05-03,2,0,5,7,0,2,1,2,0.54,0.5152,0.88,0.2239,17,248,265,0
6366,2011-09-27,4,0,9,19,0,2,1,2,0.64,0.5758,0.89,0.1343,26,294,320,0
24484,2011-01-01,5,2,8,23,0,3,2,2,1.3,0.62,1.23,0.19,163,653,405,1
17270,2012-12-27,1,1,12,10,0,4,1,1,0.28,0.2273,0.56,0.5224,8,67,75,0
7894,2011-11-30,4,0,11,13,0,3,1,2,0.38,0.3939,0.43,0.3582,16,131,147,0
2460,2011-01-01,1,2,7,18,2,3,1,6,1.37,0.02,0.66,0.43,195,1321,57,1
6772,2011-01-01,0,1,11,27,1,9,2,2,0.54,0.08,0.86,0.14,132,871,590,1
5058,2011-08-03,3,0,8,15,0,3,1,2,0.7,0.6667,0.79,0.1343,31,87,118,0
10330,2012-03-11,1,1,3,12,0,0,0,1,0.4,0.4091,0.37,0.2985,146,264,410,0
8199,2011-12-13,4,0,12,6,0,2,1,1,0.2,0.2576,0.8,0,0,92,92,0
4640,2011-07-17,3,0,7,5,0,0,0,1,0.64,0.6061,0.69,0.2239,4,8,12,0
417,2011-01-19,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109,0
4217,2011-06-29,3,0,6,14,0,3,1,1,0.8,0.697,0.31,0.194,50,138,188,0
10848,2012-04-02,2,1,4,2,0,1,1,3,0.44,0.4394,0.94,0.1343,2,3,5,0
1224,2011-02-24,1,0,2,1,0,4,1,1,0.22,0.2576,0.6,0.0896,0,7,7,0
6557,2011-10-05,4,0,10,18,0,3,1,1,0.6,0.6212,0.53,0.1642,57,536,593,0
11319,2012-04-21,2,1,4,19,0,6,0,3,0.56,0.5303,0.73,0.4925,9,45,54,0
11771,2012-05-10,2,1,5,15,0,4,1,1,0.54,0.5152,0.37,0.3881,79,192,271,0
1121,2011-02-19,1,0,2,10,0,6,0,1,0.42,0.4242,0.16,0.5821,34,72,106,0
10135,2012-03-03,1,1,3,8,0,6,0,3,0.36,0.3788,0.93,0,2,46,48,0
13348,2012-07-15,3,1,7,8,0,0,0,2,0.7,0.6667,0.84,0.1343,37,96,133,0
11122,2011-01-01,6,2,11,9,0,0,1,2,0.45,0.65,0.49,0.28,322,628,50,1
13299,2012-07-13,3,1,7,7,0,5,1,2,0.7,0.6515,0.54,0,27,353,380,0
16454,2012-11-23,4,1,11,7,0,5,1,1,0.24,0.2879,0.81,0,5,72,77,0
24152,2011-01-01,5,1,14,20,1,0,2,5,0.13,0.3,1.25,0.32,248,151,1027,1
8365,2011-12-20,4,0,12,4,0,2,1,2,0.36,0.3636,0.53,0.1045,0,4,4,0
14513,2011-01-01,0,1,1,8,2,0,0,3,1.2,1.43,0.16,1.04,108,326,133,1
5061,2011-08-03,3,0,8,18,0,3,1,3,0.7,0.6667,0.84,0,49,443,492,0
6431,2011-09-30,4,0,9,12,0,5,1,2,0.64,0.6212,0.57,0.194,59,195,254,0
15378,2012-10-07,4,1,10,22,0,0,0,1,0.38,0.3939,0.87,0.1343,7,72,79,0
15547,2012-10-14,4,1,10,23,0,0,0,2,0.56,0.5303,0.68,0.2836,27,78,105,0
1435,2011-03-05,1,0,3,1,0,6,0,2,0.3,0.3182,0.81,0.1045,5,20,25,0
13678,2012-07-29,3,1,7,2,0,0,0,1,0.66,0.6212,0.74,0.1343,33,79,112,0
7175,2011-10-31,4,0,10,13,0,1,1,2,0.44,0.4394,0.44,0.2239,24,128,152,0
5943,2011-09-10,3,0,9,3,0,6,0,1,0.58,0.5455,1,0.1343,8,29,37,0
11219,2012-04-17,2,1,4,15,0,2,1,1,0.66,0.6212,0.24,0.3284,91,217,308,0
420,2011-01-19,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70,0
4022,2011-01-01,0,2,2,14,2,8,1,0,1.44,0.5,0.67,0.22,15,144,1371,1
304,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,0
307,2011-01-01,1,2,8,35,2,4,1,1,0.71,0.51,1.39,0.65,215,353,641,1
11858,2011-01-01,5,0,2,24,1,4,0,1,1.24,0.46,0.7,1.25,532,227,1068,1
12557,2011-01-01,6,2,14,6,1,9,1,0,0.71,1.4,1.43,0.61,294,663,915,1
10140,2012-03-03,1,1,3,13,0,6,0,1,0.44,0.4394,0.51,0.2836,87,252,339,0
10872,2012-04-03,2,1,4,3,0,2,1,1,0.38,0.3939,0.46,0,0,3,3,0
24652,2011-01-01,2,2,5,29,0,0,1,1,0.77,0.95,1.35,0.91,385,415,600,1
19007,2011-01-01,1,2,5,19,1,2,0,3,0.03,1.22,1.2,0.94,354,105,1451,1
12562,2011-01-01,2,2,16,19,2,5,1,0,0.57,0.45,0.53,0.37,137,657,883,1
6199,2011-09-20,3,0,9,20,0,2,1,1,0.56,0.5303,0.94,0,41,212,253,0
8595,2011-12-29,1,0,12,21,0,4,1,2,0.28,0.2879,0.61,0.1343,8,60,68,0
11703,2012-05-07,2,1,5,19,0,1,1,1,0.58,0.5455,0.56,0.3284,83,463,546,0
4020,2011-01-01,2,2,9,24,1,9,1,5,0.32,0.13,1.27,0.18,299,721,107,1
3168,2011-05-16,2,0,5,21,0,1,1,1,0.58,0.5455,0.83,0,28,149,177,0
6861,2011-10-18,4,0,10,10,0,2,1,2,0.56,0.5303,0.68,0,27,75,102,0
1304,2011-01-01,0,2,11,22,0,4,1,4,1.21,0.83,0.21,0.14,534,1268,238,1
16096,2012-11-08,4,1,11,9,0,4,1,1,0.32,0.2879,0.31,0.3582,22,253,275,0
10055,2012-02-28,1,1,2,23,0,2,1,1,0.32,0.303,0.53,0.2239,4,61,65,0
6686,2011-10-11,4,0,10,3,0,2,1,2,0.52,0.5,0.88,0.1045,2,1,3,0
15035,2012-09-23,4,1,9,15,0,0,0,1,0.6,0.6212,0.33,0.2239,265,375,640,0
2423,2011-04-15,2,0,4,20,1,5,0,2,0.4,0.4091,0.76,0.3284,26,92,118,0
23491,2011-01-01,4,1,0,22,2,0,1,2,0.2,0.36,1.47,0.44,186,346,1058,1
10773,2012-03-29,2,1,3,23,0,4,1,1,0.42,0.4242,0.47,0.2985,17,77,94,0
9126,2012-01-21,1,1,1,3,0,6,0,3,0.14,0.1818,0.93,0.0896,0,13,13,0
553,2011-01-25,1,0,1,5,0,2,1,1,0.14,0.1364,0.74,0.2239,0,9,9,0
7155,2011-01-01,3,2,7,35,0,4,2,0,0.7,0.86,0.95,0.27,519,753,748,1
2483,2011-04-18,2,0,4,8,0,1,1,1,0.46,0.4545,0.63,0,20,277,297,0
20799,2011-01-01,0,1,7,2,2,8,1,0,1.15,1.48,0.71,0.79,77,1275,924,1
15475,2012-10-11,4,1,10,23,0,4,1,1,0.42,0.4242,0.58,0.0896,10,176,186,0
172,2011-01-08,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,5,56,61,0
3162,2011-05-16,2,0,5,15,0,1,1,1,0.72,0.6667,0.51,0,55,110,165,0
9938,2012-02-24,1,1,2,2,0,5,1,3,0.42,0.4242,0.77,0.2836,1,4,5,0
8377,2011-12-20,4,0,12,16,0,2,1,1,0.44,0.4394,0.54,0,20,218,238,0
11394,2012-04-24,2,1,4,22,0,2,1,1,0.44,0.4394,0.35,0.1045,8,149,157,0
2951,2011-05-07,2,0,5,20,0,6,0,1,0.56,0.5303,0.43,0.1343,82,137,219,0
20335,2011-01-01,6,0,10,26,2,2,2,6,1.44,0.35,0.1,0.81,333,87,822,1
11789,2012-05-11,2,1,5,9,0,5,1,1,0.48,0.4697,0.41,0.2985,34,288,322,0
1878,2011-01-01,4,2,7,35,0,9,1,2,1.18,1.35,0.71,1.11,432,970,38,1
4126,2011-06-25,3,0,6,19,0,6,0,1,0.72,0.6667,0.48,0.2836,121,254,375,0
8486,2011-12-25,1,0,12,6,0,0,0,1,0.2,0.2273,0.75,0.1045,0,1,1,0
13255,2012-07-11,3,1,7,11,0,3,1,2,0.76,0.7121,0.58,0.1343,56,173,229,0
15363,2011-01-01,4,0,11,7,1,0,1,3,1.36,1.32,0.35,0.88,398,989,398,1
15763,2012-10-23,4,1,10,23,0,2,1,1,0.54,0.5152,0.73,0.1045,9,102,111,0
15989,2012-11-03,4,1,11,21,0,6,0,1,0.34,0.3485,0.53,0.1045,31,135,166,0
2730,2011-04-28,2,0,4,15,0,4,1,1,0.66,0.6212,0.69,0.3284,46,117,163,0
10073,2011-01-01,1,2,3,21,1,2,1,6,0.98,1.47,0.77,0.52,495,194,1078,1
10267,2012-03-08,1,1,3,20,0,4,1,2,0.6,0.6212,0.43,0.3881,20,282,302,0
8450,2011-12-23,1,0,12,17,0,5,1,1,0.36,0.3485,0.53,0.2239,11,129,140,0
6248,2011-01-01,3,2,15,14,0,9,2,3,0.65,1.08,0.45,0.31,278,295,1136,1
8097,2011-01-01,0,0,7,8,0,1,0,3,0.51,0.43,1.4,1.2,319,891,718,1
21780,2011-01-01,5,1,13,10,1,4,0,6,0.89,0.92,0.88,0.79,431,1082,1015,1
5898,2011-09-08,3,0,9,6,0,4,1,3,0.62,0.5455,0.94,0.1642,1,55,56,0
1050,2011-02-16,1,0,2,11,0,3,1,1,0.34,0.303,0.34,0.2985,7,59,66,0
8448,2011-12-23,1,0,12,15,0,5,1,1,0.38,0.3939,0.54,0.3582,12,191,203,0
7524,2011-11-15,4,0,11,2,0,2,1,1,0.56,0.5303,0.64,0.2537,7,8,15,0
4188,2011-06-28,3,0,6,9,0,2,1,1,0.74,0.697,0.7,0,38,208,246,0
11118,2011-01-01,3,0,5,34,1,8,1,1,0.11,0.64,0.61,0.48,205,571,746,1
14015,2012-08-12,3,1,8,3,0,0,0,1,0.62,0.5909,0.73,0.0896,11,37,48,0
8291,2011-12-17,4,0,12,2,0,6,0,2,0.28,0.2727,0.56,0.2239,11,47,58,0
8304,2011-12-17,4,0,12,15,0,6,0,1,0.28,0.2576,0.45,0.2836,33,195,228,0
8772,2012-01-06,1,1,1,7,0,5,1,2,0.24,0.2879,0.65,0,4,201,205,0
4645,2011-07-17,3,0,7,10,0,0,0,1,0.74,0.6818,0.6,0.2239,127,177,304,0
13131,2012-07-06,3,1,7,7,0,5,1,1,0.78,0.697,0.46,0.1343,20,333,353,0
11450,2012-04-27,2,1,4,6,0,5,1,1,0.4,0.4091,0.43,0.2537,5,115,120,0
12183,2012-05-27,2,1,5,19,0,0,0,1,0.76,0.7121,0.58,0.194,230,212,442,0
10193,2012-03-05,1,1,3,18,0,1,1,3,0.28,0.2273,0.55,0.6567,12,363,375,0
11200,2011-01-01,4,1,18,2,1,2,2,4,0.17,0.89,0.72,1.23,393,1272,612,1
12578,2012-06-13,2,1,6,6,0,3,1,1,0.6,0.5606,0.83,0.2239,6,188,194,0
3754,2011-06-10,2,0,6,7,0,5,1,1,0.72,0.6818,0.66,0.1045,25,242,267,0
795,2011-01-01,0,0,7,20,2,6,1,3,1.17,0.78,0.84,0.37,117,1209,830,1
15804,2012-10-25,4,1,10,16,0,4,1,1,0.6,0.5909,0.69,0.1642,92,407,499,0
9305,2012-01-28,1,1,1,14,0,6,0,1,0.38,0.3939,0.5,0.3881,123,239,362,0
17747,2011-01-01,3,0,2,10,2,2,0,6,0.81,0.83,0.27,0.85,292,1190,198,1
21770,2011-01-01,6,2,11,7,0,6,0,3,0.99,1.41,0.47,0.65,151,1224,1156,1
14961,2011-01-01,2,2,8,6,1,2,0,1,1.14,0.34,1.42,0.74,182,1198,949,1
12022,2011-01-01,3,2,10,9,2,0,0,3,1.44,1.14,1.11,0.73,246,269,314,1
16412,2012-11-21,4,1,11,13,0,3,1,1,0.44,0.4394,0.35,0.2239,70,295,365,0
13463,2012-07-20,3,1,7,3,0,5,1,2,0.66,0.5909,0.89,0.1045,7,29,36,0
4072,2011-06-23,3,0,6,13,0,4,1,2,0.76,0.7121,0.62,0.2836,37,149,186,0
14297,2012-08-23,3,1,8,21,0,4,1,1,0.7,0.6515,0.61,0.1343,53,276,329,0
20252,2011-01-01,3,0,16,2,2,0,1,5,1.29,1.3,1.13,0.01,237,852,610,1
17745,2011-01-01,0,0,12,10,1,1,1,4,0.93,0.47,1.21,0.76,389,447,70,1
16569,2012-11-28,4,1,11,2,0,3,1,2,0.26,0.2576,0.75,0.2239,0,1,1,0
13939,2012-08-08,3,1,8,23,0,3,1,1,0.72,0.6818,0.7,0.1343,16,120,136,0
680,2011-01-31,1,0,1,15,0,1,1,2,0.16,0.1818,0.59,0.1343,3,41,44,0
11908,2012-05-16,2,1,5,8,0,3,1,1,0.58,0.5455,0.83,0,33,617,650,0
10040,2012-02-28,1,1,2,8,0,2,1,1,0.26,0.2424,0.48,0.2836,16,543,559,0
16536,2012-11-26,4,1,11,17,0,1,1,1,0.42,0.4242,0.32,0,13,540,553,0
2106,2011-04-02,2,0,4,14,0,6,0,3,0.32,0.303,0.76,0.3284,97,93,190,0
11118,2012-04-13,2,1,4,10,0,5,1,1,0.44,0.4394,0.38,0.194,59,133,192,0
58,2011-01-03,1,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985,13,48,61,0
7325,2011-11-06,4,0,11,19,0,0,0,1,0.38,0.3939,0.76,0.194,21,130,151,0
3930,2011-06-17,2,0,6,15,0,5,1,1,0.78,0.697,0.43,0.2239,62,181,243,0
11801,2012-05-11,2,1,5,21,0,5,1,1,0.6,0.6061,0.28,0.1045,45,225,270,0
1831,2011-03-22,2,0,3,0,0,2,1,1,0.46,0.4545,0.88,0.194,4,7,11,0
8957,2011-01-01,1,2,8,32,1,7,0,2,0.08,1.18,0.87,0.14,49,51,909,1
7410,2011-11-10,4,0,11,8,0,4,1,2,0.4,0.4091,0.94,0.0896,18,418,436,0
6213,2011-09-21,3,0,9,10,0,3,1,2,0.6,0.5455,0.88,0,30,103,133,0
3330,2011-05-23,2,0,5,15,0,1,1,2,0.72,0.6818,0.62,0.4478,57,119,176,0
14906,2011-01-01,3,1,17,11,1,8,2,1,0.98,0.92,1.42,1.22,55,936,530,1
14538,2012-09-02,3,1,9,22,0,0,0,3,0.68,0.6364,0.83,0.1343,66,100,166,0
