instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1,feature2,feature3,feature4
129,1,0,1,14,0.28,0.2727,0.36,0.1642,11,70,78,957,243,550
130,1,0,1,15,0.28,0.2727,0.36,0,8,62,66,909,50,708
131,1,0,1,16,0.26,0.2576,0.38,0.1642,12,86,44,959,219,734
132,1,0,1,17,0.22,0.2273,0.51,0.1642,9,172,39,884,229,611
133,1,0,1,18,0.22,0.2273,0.51,0.1343,5,163,10,697,123,651
134,1,0,1,19,0.22,0.2576,0.55,0.0896,3,112,61,867,156,657
135,1,0,1,20,0.2,0.2121,0.51,0.1642,3,69,58,512,189,671
136,1,0,1,21,0.22,0.2121,0.55,0.2239,0,48,12,639,19,693
137,1,0,1,22,0.22,0.2121,0.51,0.2836,1,52,12,806,192,695
138,1,0,1,23,0.2,0.197,0.59,0.194,4,23,87,823,196,550
139,1,0,1,0,0.2,0.197,0.64,0.194,4,17,12,943,163,701
140,1,0,1,1,0.2,0.197,0.69,0.2239,2,7,13,872,209,575
141,1,0,1,2,0.2,0.197,0.69,0.2239,0,1,39,917,241,543
142,1,0,1,4,0.2,0.2121,0.69,0.1343,0,1,49,791,98,524
143,1,0,1,5,0.22,0.2727,0.55,0,0,5,69,703,27,660
144,1,0,1,6,0.2,0.2576,0.69,0,8,34,26,913,15,677
145,1,0,1,7,0.2,0.2121,0.69,0.1343,8,84,74,800,20,711
146,1,0,1,8,0.2,0.197,0.51,0.2537,20,210,38,851,156,737
147,1,0,1,9,0.2,0.1818,0.47,0.2985,9,134,90,870,39,533
148,1,0,1,10,0.22,0.197,0.37,0.3284,16,63,51,717,101,508
149,1,0,1,11,0.2,0.197,0.4,0.2239,19,67,19,958,64,657
150,1,0,1,12,0.2,0.197,0.37,0.2537,9,59,10,947,14,708
151,1,0,1,13,0.2,0.1818,0.37,0.2836,9,73,84,516,182,656
152,1,0,1,14,0.2,0.197,0.4,0.2537,7,50,85,735,211,577
153,1,0,1,15,0.2,0.2121,0.37,0.1642,9,72,17,899,117,678
154,1,0,1,16,0.2,0.2121,0.37,0.1642,5,87,73,503,100,602
155,1,0,1,17,0.2,0.2576,0.37,0,9,187,74,976,92,728
156,1,0,1,18,0.2,0.2273,0.4,0.0896,7,123,46,504,5,557
157,1,0,1,19,0.16,0.197,0.55,0.0896,3,95,88,867,228,716
158,1,0,1,20,0.18,0.2121,0.47,0.1045,1,51,94,509,250,717
159,1,0,1,21,0.18,0.197,0.47,0.1343,0,39,23,500,96,532
160,1,0,1,22,0.18,0.197,0.43,0.1642,2,36,74,751,130,737
161,1,0,1,23,0.18,0.197,0.51,0.1642,1,15,67,824,159,608
162,1,0,1,0,0.18,0.197,0.51,0.1642,1,25,95,642,99,655
163,1,0,1,1,0.18,0.2121,0.55,0.0896,1,16,44,803,124,677
164,1,0,1,2,0.18,0.2424,0.55,0,3,16,55,705,88,674
165,1,0,1,3,0.18,0.197,0.55,0.1642,0,7,1,980,41,554
166,1,0,1,4,0.18,0.197,0.55,0.1642,0,1,94,752,75,563
167,1,0,1,5,0.16,0.1667,0.74,0.1642,0,5,54,728,147,607
168,1,0,1,6,0.16,0.1667,0.74,0.1642,0,2,24,868,20,640
169,1,0,1,7,0.16,0.1818,0.74,0.1045,1,9,84,806,96,532
170,1,0,1,8,0.16,0.1818,0.93,0.1045,0,15,56,651,244,503
171,1,0,1,9,0.16,0.1818,0.93,0.1045,0,20,73,557,78,679
172,1,0,1,10,0.18,0.197,0.8,0.1642,5,61,37,554,83,634
173,1,0,1,11,0.2,0.1818,0.69,0.3881,2,62,36,768,42,513
174,1,0,1,12,0.2,0.1818,0.59,0.3582,8,98,9,986,55,709
175,1,0,1,13,0.2,0.1818,0.44,0.3284,7,102,89,782,64,525
176,1,0,1,14,0.2,0.1667,0.32,0.4925,12,95,69,863,161,588
177,1,0,1,15,0.2,0.1667,0.32,0.4478,5,74,13,714,88,565
178,1,0,1,16,0.18,0.1364,0.29,0.4478,8,76,100,926,181,564
179,1,0,1,17,0.16,0.1212,0.37,0.5522,5,69,98,561,241,662
180,1,0,1,18,0.14,0.1212,0.39,0.2985,3,55,62,651,162,597
181,1,0,1,19,0.14,0.1212,0.36,0.2537,4,30,25,975,9,682
182,1,0,1,20,0.12,0.1212,0.36,0.2537,0,28,79,872,214,661
183,1,0,1,21,0.12,0.1061,0.39,0.3582,2,37,10,786,225,530
184,1,0,1,22,0.12,0.1061,0.36,0.3881,1,34,4,783,224,661
185,1,0,1,23,0.1,0.0606,0.39,0.4478,0,22,86,854,60,531
186,1,0,1,0,0.1,0.0758,0.42,0.3881,1,25,19,549,91,709
187,1,0,1,1,0.1,0.0606,0.42,0.4627,0,12,38,581,128,613
188,1,0,1,2,0.1,0.0606,0.46,0.4627,0,11,3,893,162,659
189,1,0,1,3,0.1,0.0758,0.46,0.4179,0,4,58,568,195,616
190,1,0,1,4,0.08,0.0909,0.53,0.194,0,1,24,922,212,564
191,1,0,1,5,0.08,0.0909,0.53,0.194,0,1,52,705,171,637
192,1,0,1,6,0.1,0.0909,0.49,0.2836,0,1,23,929,250,645
193,1,0,1,7,0.08,0.0909,0.53,0.194,1,6,35,744,57,640
194,1,0,1,8,0.1,0.0909,0.49,0.2836,0,10,44,991,183,723
195,1,0,1,9,0.12,0.0758,0.46,0.5224,0,19,9,547,143,625
196,1,0,1,10,0.14,0.1061,0.43,0.3881,0,49,71,513,171,618
197,1,0,1,11,0.16,0.1212,0.4,0.5224,2,49,39,720,99,574
198,1,0,1,12,0.18,0.1364,0.37,0.4478,4,83,28,758,33,538
199,1,0,1,13,0.2,0.1667,0.34,0.4478,6,75,77,571,79,713
200,1,0,1,14,0.22,0.1818,0.32,0.4627,8,72,40,735,222,509
201,1,0,1,15,0.22,0.197,0.35,0.3582,5,82,4,519,200,672
202,1,0,1,16,0.2,0.1667,0.34,0.4478,13,92,44,869,97,664
203,1,0,1,17,0.18,0.1515,0.37,0.3881,3,62,44,775,45,746
204,1,0,1,18,0.16,0.1364,0.4,0.3284,4,48,49,981,62,578
205,1,0,1,19,0.16,0.1364,0.43,0.3284,1,41,18,803,74,611
206,1,0,1,20,0.14,0.1212,0.46,0.2537,0,38,10,640,98,595
207,1,0,1,21,0.14,0.1061,0.46,0.4179,1,20,21,502,17,606
208,1,0,1,22,0.14,0.1212,0.46,0.2985,5,15,51,671,140,613
209,1,0,1,23,0.12,0.1364,0.5,0.194,0,6,16,524,244,744
210,1,0,1,0,0.12,0.1212,0.5,0.2836,2,5,76,502,195,533
211,1,0,1,1,0.12,0.1212,0.5,0.2836,1,1,16,689,19,633
212,1,0,1,2,0.12,0.1212,0.5,0.2239,0,3,64,784,39,734
213,1,0,1,3,0.12,0.1212,0.5,0.2239,0,1,19,756,28,517
214,1,0,1,4,0.1,0.1212,0.54,0.1343,1,3,50,536,173,723
215,1,0,1,5,0.1,0.1061,0.54,0.2537,0,3,47,890,243,726
216,1,0,1,6,0.12,0.1212,0.5,0.2836,0,31,90,756,55,611
217,1,0,1,7,0.12,0.1212,0.5,0.2239,2,77,87,687,8,707
218,1,0,1,8,0.12,0.1212,0.5,0.2836,4,188,63,943,43,516
219,1,0,1,9,0.14,0.1212,0.5,0.2537,2,94,13,550,132,600
220,1,0,1,10,0.14,0.1212,0.5,0.2985,0,31,19,581,115,745
221,1,0,1,11,0.16,0.1364,0.47,0.2836,2,30,6,613,191,695
222,1,0,1,12,0.2,0.1818,0.4,0.2836,5,52,5,703,165,715
223,1,0,1,13,0.2,0.1818,0.4,0.2836,4,54,87,640,237,689
224,1,0,1,14,0.2,0.197,0.4,0.2239,0,47,80,912,172,596
225,1,0,1,15,0.2,0.197,0.4,0.2239,2,45,40,766,205,738
226,1,0,1,16,0.2,0.2121,0.4,0.1343,4,74,60,865,66,725
227,1,0,1,17,0.2,0.2273,0.4,0.1045,4,178,36,748,234,574
228,1,0,1,18,0.2,0.197,0.4,0.2239,1,155,54,979,68,501
229,1,0,1,19,0.16,0.1667,0.47,0.1642,3,95,51,781,8,684
230,1,0,1,20,0.16,0.1667,0.5,0.1642,1,74,68,768,65,559
231,1,0,1,21,0.14,0.1364,0.59,0.194,1,38,91,679,23,671
232,1,0,1,22,0.14,0.1515,0.59,0.1642,2,24,35,912,102,698
233,1,0,1,23,0.14,0.1515,0.59,0.1642,0,18,6,502,83,684
234,1,0,1,0,0.14,0.1667,0.59,0.1045,2,12,43,925,0,723
235,1,0,1,1,0.14,0.1515,0.59,0.1642,0,3,39,964,7,723
236,1,0,1,2,0.16,0.1515,0.55,0.194,0,3,77,837,89,590
237,1,0,1,5,0.16,0.1818,0.55,0.1343,0,6,84,614,107,645
238,1,0,1,6,0.16,0.1818,0.55,0.1343,0,27,63,711,15,555
239,1,0,1,7,0.16,0.2273,0.55,0,2,99,99,819,47,593
240,1,0,1,8,0.18,0.2121,0.51,0.0896,3,217,33,500,106,645
241,1,0,1,9,0.18,0.197,0.51,0.1642,3,130,100,737,196,589
242,1,0,1,10,0.2,0.2121,0.51,0.1642,3,54,57,749,203,653
243,1,0,1,11,0.2,0.2121,0.47,0.1343,4,35,40,711,147,651
244,1,0,1,12,0.2,0.2273,0.51,0.1045,2,57,27,913,112,521
245,1,0,1,13,0.2,0.2273,0.59,0.0896,6,52,33,898,86,656
246,1,0,1,14,0.2,0.2273,0.59,0.0896,3,63,0,635,80,641
247,1,0,1,15,0.16,0.197,0.8,0.0896,2,47,79,756,90,640
248,1,0,1,16,0.16,0.1515,0.86,0.2239,4,76,98,569,108,550
249,1,0,1,17,0.16,0.1515,0.86,0.2239,6,136,99,592,138,739
250,1,0,1,18,0.16,0.1818,0.93,0.1045,1,95,74,521,87,538
251,1,0,1,19,0.16,0.2273,0.93,0,0,51,2,814,117,684
252,1,0,1,20,0.16,0.1515,0.93,0.194,0,32,30,927,202,729
253,1,0,1,21,0.16,0.197,0.86,0.0896,0,20,100,999,4,523
254,1,0,1,22,0.16,0.1818,0.93,0.1045,1,29,68,991,21,745
255,1,0,1,23,0.16,0.197,0.93,0.0896,1,19,29,549,155,625
256,1,0,1,0,0.16,0.197,0.86,0.0896,0,7,69,904,214,728
257,1,0,1,1,0.16,0.1818,0.86,0.1045,0,6,41,584,30,743
258,1,0,1,2,0.14,0.1515,0.86,0.1343,0,1,84,692,224,549
259,1,0,1,5,0.14,0.1515,0.86,0.1642,0,5,5,762,96,721
260,1,0,1,6,0.12,0.1515,0.93,0.1343,0,16,19,853,133,607
261,1,0,1,7,0.14,0.1515,0.69,0.1343,0,54,71,515,24,659
262,1,0,1,8,0.16,0.1667,0.59,0.1642,3,128,74,983,64,516
263,1,0,1,9,0.16,0.1364,0.59,0.3284,3,81,87,704,162,647
264,1,0,1,10,0.18,0.1818,0.55,0.2239,0,39,28,873,78,570
265,1,0,1,11,0.2,0.1818,0.51,0.3881,3,35,5,855,143,557
266,1,0,1,12,0.2,0.1515,0.47,0.5821,3,55,17,723,57,521
267,1,0,1,13,0.22,0.197,0.44,0.3582,0,49,25,700,208,657
268,1,0,1,14,0.2,0.1818,0.47,0.3284,0,44,82,552,70,574
269,1,0,1,15,0.2,0.1667,0.47,0.4179,1,49,68,808,167,658
270,1,0,1,16,0.22,0.197,0.44,0.3284,5,68,26,960,156,609
271,1,0,1,17,0.2,0.1818,0.47,0.3582,0,139,22,958,241,558
272,1,0,1,18,0.2,0.1515,0.47,0.5224,2,137,95,683,188,601
273,1,0,1,19,0.18,0.1515,0.47,0.4179,1,83,76,611,103,680
274,1,0,1,20,0.16,0.1364,0.5,0.3284,2,56,100,834,163,617
275,1,0,1,21,0.16,0.1364,0.55,0.3284,0,57,24,671,196,614
276,1,0,1,22,0.16,0.1212,0.55,0.4478,1,33,20,922,3,652
277,1,0,1,23,0.14,0.1061,0.59,0.4179,1,20,12,818,81,630
278,1,0,1,0,0.14,0.1212,0.59,0.2836,1,7,99,995,178,636
279,1,0,1,1,0.14,0.1212,0.5,0.2836,0,2,70,598,64,552
280,1,0,1,2,0.14,0.1212,0.5,0.3582,0,2,64,866,224,722
281,1,0,1,3,0.14,0.1212,0.5,0.3284,0,3,68,849,100,675
282,1,0,1,4,0.14,0.1212,0.5,0.2537,0,4,33,888,181,622
283,1,0,1,5,0.14,0.1212,0.5,0.2985,0,3,20,532,21,746
284,1,0,1,6,0.12,0.1515,0.54,0.1343,0,28,49,818,238,632
285,1,0,1,7,0.12,0.1515,0.54,0.1343,0,72,65,747,151,615
286,1,0,1,8,0.14,0.1364,0.5,0.194,5,202,6,818,46,520
287,1,0,1,9,0.14,0.1212,0.5,0.3284,2,139,65,798,236,717
288,1,0,1,10,0.16,0.1364,0.5,0.3582,2,38,42,997,158,594
289,1,0,1,11,0.2,0.1667,0.44,0.4478,4,37,98,883,42,672
290,1,0,1,12,0.2,0.1667,0.44,0.4179,3,52,2,716,52,687
291,1,0,1,13,0.22,0.197,0.41,0.4478,2,83,75,972,13,529
292,1,0,1,14,0.22,0.197,0.41,0.3881,3,42,13,695,33,558
293,1,0,1,15,0.24,0.2121,0.38,0.2985,5,60,29,812,31,721
294,1,0,1,16,0.24,0.2121,0.38,0.3582,2,78,10,673,128,693
295,1,0,1,17,0.2,0.1818,0.4,0.2836,4,162,80,693,42,556
296,1,0,1,18,0.2,0.1818,0.4,0.3284,3,144,11,897,14,627
297,1,0,1,19,0.16,0.1515,0.47,0.2537,1,99,75,987,15,654
298,1,0,1,20,0.16,0.1515,0.47,0.2239,0,64,77,617,122,636
299,1,0,1,21,0.14,0.1212,0.46,0.2985,0,40,39,737,115,579
300,1,0,1,22,0.14,0.1212,0.46,0.3284,0,30,54,661,0,698
301,1,0,1,23,0.12,0.1364,0.5,0.194,1,15,80,699,196,582
302,1,0,1,0,0.12,0.1364,0.5,0.194,0,14,13,592,248,732
303,1,0,1,1,0.1,0.1212,0.54,0.1642,0,5,82,867,7,518
304,1,0,1,2,0.1,0.1212,0.54,0.1343,0,1,75,519,82,671
305,1,0,1,3,0.1,0.1364,0.54,0.1045,0,1,12,901,214,700
306,1,0,1,5,0.1,0.1364,0.54,0.0896,0,8,75,995,171,613
307,1,0,1,6,0.1,0.1818,0.54,0,0,17,64,790,151,707
308,1,0,1,7,0.1,0.1212,0.74,0.1642,0,70,44,573,97,638
309,1,0,1,8,0.12,0.1667,0.68,0,2,158,54,632,133,593
310,1,0,1,9,0.14,0.1515,0.69,0.1343,0,117,47,745,184,565
311,1,0,1,10,0.18,0.1818,0.55,0.194,4,44,87,713,233,701
312,1,0,1,11,0.18,0.1667,0.51,0.2836,6,53,37,895,155,647
313,1,0,1,12,0.2,0.197,0.44,0.2537,2,61,97,530,33,734
314,1,0,1,13,0.22,0.197,0.37,0.3881,4,77,1,511,61,608
315,1,0,1,14,0.22,0.2121,0.41,0.2836,5,64,29,589,138,723
316,1,0,1,15,0.24,0.2424,0.38,0.1642,9,68,88,857,19,548
317,1,0,1,16,0.22,0.2424,0.41,0.1045,3,90,56,684,96,737
318,1,0,1,17,0.22,0.2273,0.41,0.1642,4,159,48,958,226,559
319,1,0,1,18,0.2,0.2576,0.47,0,5,139,46,907,184,686
320,1,0,1,19,0.16,0.197,0.59,0.0896,3,92,24,572,147,678
321,1,0,1,20,0.18,0.2424,0.59,0,0,68,87,917,126,619
322,1,0,1,21,0.16,0.2273,0.69,0,4,52,19,776,68,628
323,1,0,1,22,0.16,0.2273,0.69,0,2,36,43,640,238,673
324,1,0,1,23,0.18,0.2424,0.55,0,1,27,86,971,228,505
325,1,0,1,0,0.18,0.2424,0.55,0,3,28,46,966,162,679
326,1,0,1,1,0.16,0.197,0.59,0.0896,2,20,34,974,88,737
327,1,0,1,2,0.16,0.197,0.59,0.0896,0,12,79,689,205,684
328,1,0,1,3,0.16,0.2273,0.59,0,1,8,53,572,50,548
329,1,0,1,4,0.16,0.2273,0.59,0,0,5,91,598,20,522
330,1,0,1,5,0.16,0.2273,0.59,0,0,1,83,863,189,589
331,1,0,1,6,0.14,0.1667,0.63,0.1045,1,3,26,553,91,573
332,1,0,1,7,0.14,0.2121,0.63,0,1,10,56,849,24,711
333,1,0,1,8,0.14,0.1515,0.63,0.1343,1,23,56,947,44,692
334,1,0,1,9,0.16,0.1818,0.64,0.1343,2,33,83,592,83,558
335,1,0,1,10,0.18,0.197,0.59,0.1642,2,59,29,516,90,723
336,1,0,1,11,0.2,0.197,0.55,0.2239,18,72,16,846,85,661
337,1,0,1,12,0.24,0.2273,0.48,0.2239,15,89,11,761,43,677
338,1,0,1,13,0.28,0.2576,0.38,0.2985,21,101,37,631,70,598
339,1,0,1,14,0.3,0.2879,0.39,0.2836,26,118,57,566,99,667
340,1,0,1,15,0.32,0.3182,0.36,0.194,21,129,79,541,105,702
341,1,0,1,16,0.34,0.3333,0.34,0.194,33,128,45,820,74,604
342,1,0,1,17,0.32,0.303,0.36,0.2836,29,83,81,734,103,612
343,1,0,1,18,0.3,0.2879,0.45,0.2537,15,84,54,965,120,648
344,1,0,1,19,0.32,0.303,0.39,0.2537,14,74,17,950,70,554
345,1,0,1,20,0.32,0.303,0.39,0.2537,6,41,18,976,144,576
346,1,0,1,21,0.32,0.303,0.39,0.2239,6,57,15,701,102,576
347,1,0,1,22,0.3,0.3182,0.42,0.1045,0,26,83,991,96,646
348,1,0,1,23,0.3,0.2879,0.45,0.2836,5,44,0,590,195,693
349,1,0,1,0,0.26,0.303,0.56,0,6,39,82,708,53,534
350,1,0,1,1,0.26,0.2727,0.56,0.1343,4,23,27,742,238,569
351,1,0,1,2,0.26,0.2879,0.56,0.0896,3,16,25,511,41,642
352,1,0,1,3,0.22,0.2727,0.69,0,9,15,44,645,162,739
