instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,Noise
15908,4,1,10,12,0.4,0.4091,0.58,0.194,44,241,0
10858,2,1,4,13,0.46,0.4545,0.36,0.2985,97,281,0
9250,4,1,1,19,0.89,0.85,0.38,0.1,345,713,1
14912,3,2,13,10,0.12,0.26,0.27,0.1,178,991,1
14244,4,2,8,8,0.38,0.07,1.02,0.8,341,425,1
12894,4,1,5,5,0.31,0.38,0.87,0.29,375,401,1
7250,4,0,11,16,0.52,0.5,0.48,0.194,33,267,0
8597,4,2,1,14,0.24,0.65,0.72,0.4,365,40,1
15074,4,1,9,6,0.44,0.4394,0.77,0.2239,5,194,0
3592,2,0,6,13,0.68,0.6212,0.26,0.2537,58,248,0
13956,3,1,8,16,0.86,0.7727,0.39,0.2537,97,417,0
11886,4,2,8,18,0.72,0.09,0.23,0.72,26,910,1
10013,5,1,0,16,0.77,0.18,0.15,0.22,89,747,1
6943,5,2,12,18,0.97,0.02,0.91,0.72,170,238,1
11000,2,1,0,24,0.74,1.02,0.84,0.12,301,336,1
1835,0,0,13,7,0.87,0.58,0.75,0.6,364,751,1
614,5,2,12,22,0.78,0.44,0.88,0.37,89,170,1
6417,4,0,9,22,0.56,0.5303,0.68,0,25,175,0
7859,4,0,11,2,0.5,0.4848,0.88,0,0,5,0
7141,4,0,10,3,0.24,0.2121,0.75,0.3582,7,33,0
12385,2,1,6,5,0.48,0.4697,0.82,0.1642,1,36,0
14254,0,2,4,9,1.04,0.38,0.93,0.78,101,837,1
131,5,1,7,23,0.84,0.24,0.58,0.11,129,403,1
3388,2,0,5,1,0.64,0.6061,0.73,0.1343,3,16,0
8481,4,1,2,23,0.68,0.8,0.65,0.38,104,553,1
16391,4,1,11,16,0.42,0.4242,0.62,0.0896,60,395,0
14238,5,0,1,25,0.56,0.54,0.5,0.06,19,986,1
16368,4,1,11,17,0.42,0.4242,0.58,0.194,33,619,0
9835,1,1,2,17,0.3,0.2879,0.49,0.2537,22,157,0
2614,2,0,4,19,0.56,0.5303,0.83,0.2836,84,283,0
17101,4,1,12,7,0.3,0.3333,0.7,0,4,350,0
6711,4,0,10,4,0.54,0.5152,0.94,0.3881,1,7,0
10937,3,0,7,16,0.42,0.79,0.64,0.18,291,927,1
8560,1,0,12,10,0.34,0.3182,0.57,0.2239,12,96,0
59,1,0,1,13,0.24,0.2121,0.35,0.2836,8,61,0
9843,5,1,6,9,0.91,0.93,0.37,0.49,286,558,1
13694,3,1,7,18,0.8,0.7121,0.41,0.2985,117,419,0
7505,5,1,11,17,0.68,0.84,0.08,0.87,320,642,1
10002,1,1,2,18,0.34,0.3182,0.36,0.2836,17,216,0
4870,3,0,7,19,0.82,0.7424,0.43,0.2985,69,398,0
5847,3,0,9,2,0.54,0.5152,0.94,0.2537,0,2,0
16365,4,1,11,14,0.44,0.4394,0.54,0.2537,47,217,0
818,1,0,2,12,0.34,0.3333,0.46,0,48,174,0
8470,4,1,7,23,0.36,1.01,0.15,0.38,148,948,1
11578,2,1,5,14,0.62,0.6061,0.69,0.0896,51,240,0
3365,1,0,4,16,0.23,0.0,0.75,0.46,211,22,1
11092,2,1,4,8,0.32,0.303,0.66,0.3284,20,624,0
3500,2,0,5,17,0.86,0.7879,0.41,0.2239,102,304,0
8391,1,0,12,6,0.36,0.3788,0.87,0,1,76,0
16805,4,1,12,23,0.36,0.3636,0.93,0.0896,6,122,0
5476,3,0,8,1,0.68,0.6364,0.79,0.2239,17,86,0
12373,1,0,12,22,0.85,0.18,0.38,0.57,354,205,1
1332,1,0,2,18,0.46,0.4545,0.94,0.194,4,131,0
13137,4,0,13,8,0.57,0.84,0.51,0.7,24,393,1
1244,1,0,2,22,0.34,0.3182,0.87,0.2836,5,55,0
5810,2,2,0,15,0.28,0.5,0.72,0.83,244,646,1
15416,4,1,10,12,0.48,0.4697,0.69,0.194,43,260,0
14879,1,0,8,20,0.68,0.9,0.56,0.3,236,153,1
5140,3,2,10,0,0.87,0.81,0.89,0.46,285,1005,1
13904,2,2,3,8,1.02,0.51,0.94,0.5,130,192,1
1647,1,0,3,3,0.26,0.2727,0.65,0.1343,0,3,0
7747,5,0,8,23,0.52,0.36,0.98,0.49,49,468,1
6084,2,0,12,3,0.48,0.46,1.04,0.28,271,606,1
6229,3,0,9,2,0.6,0.5152,0.94,0.1045,2,10,0
12311,1,0,1,22,0.53,0.46,0.89,0.72,49,666,1
11164,5,0,6,23,0.21,0.87,0.27,0.09,224,4,1
11742,3,1,6,18,0.42,0.05,0.35,0.62,68,217,1
10424,4,0,1,5,0.89,0.2,0.54,0.51,134,182,1
5840,3,0,9,18,0.66,0.5909,0.89,0.0896,31,123,0
6758,4,0,10,3,0.56,0.5303,0.94,0.1343,1,7,0
16738,4,1,12,4,0.5,0.4848,0.63,0.4478,1,10,0
12505,3,0,2,14,0.64,0.54,0.32,0.68,307,915,1
12765,3,1,6,1,0.72,0.697,0.79,0.1343,2,18,0
18068,2,0,6,21,0.89,0.89,0.99,0.61,154,81,1
15270,4,1,10,10,0.66,0.6061,0.78,0.1642,29,175,0
10396,1,1,3,6,0.44,0.4394,0.82,0.0896,1,121,0
11339,5,1,13,2,0.14,0.05,0.12,0.16,75,730,1
11574,0,0,8,21,0.74,0.11,0.03,0.22,202,606,1
15113,0,2,13,18,0.67,0.15,0.88,0.64,66,154,1
182,1,0,1,20,0.12,0.1212,0.36,0.2537,0,28,0
15476,4,1,10,0,0.4,0.4091,0.66,0.1045,8,68,0
5668,3,0,8,14,0.7,0.6364,0.42,0,55,182,0
15890,4,1,12,5,0.34,0.39,0.98,0.68,169,330,1
6265,4,0,9,14,0.6,0.5,1,0.0896,3,24,0
14433,3,1,8,13,0.74,0.6667,0.42,0,68,300,0
12112,2,0,1,11,0.31,0.08,0.02,0.3,21,805,1
8382,0,0,8,19,0.3,0.06,0.97,0.44,309,879,1
9263,1,1,1,20,0.4,0.4091,0.82,0.1343,8,224,0
9717,1,1,2,19,0.36,0.3485,0.5,0.1642,11,281,0
15742,4,1,10,2,0.44,0.4394,0.88,0.1343,1,7,0
11140,5,2,1,24,0.24,0.94,0.11,0.27,30,161,1
3509,2,0,5,2,0.66,0.5909,0.94,0.1343,5,12,0
4023,5,1,11,23,0.13,0.57,0.79,0.15,333,468,1
2640,2,0,4,21,0.54,0.5152,0.94,0.1642,8,61,0
6677,4,0,10,18,0.64,0.6212,0.53,0,108,473,0
17707,2,1,11,0,0.35,0.09,0.45,0.04,63,27,1
4909,5,1,9,2,0.95,0.0,0.87,0.14,270,166,1
15556,5,1,7,13,0.78,0.12,0.43,0.11,212,572,1
4322,3,0,7,23,0.64,0.5758,0.83,0.1642,70,147,0
18033,4,1,1,14,0.56,1.02,0.95,0.72,351,363,1
4951,3,1,10,17,0.54,1.03,1.03,0.23,285,817,1
18128,2,1,7,4,0.89,0.83,0.84,0.46,154,36,1
11135,2,1,4,3,0.36,0.3636,0.66,0.0896,6,32,0
15773,4,1,10,9,0.52,0.5,0.77,0.0896,24,373,0
1615,1,0,3,18,0.42,0.4242,0.54,0.1642,54,145,0
7364,4,0,11,10,0.42,0.4242,0.71,0.0896,25,129,0
2199,3,0,5,11,0.7,0.93,0.25,0.72,62,412,1
5953,3,0,9,13,0.74,0.6818,0.55,0.2836,131,370,0
16266,4,1,11,11,0.34,0.3333,0.61,0.1343,28,166,0
1390,1,0,3,4,0.16,0.1212,0.31,0.4925,0,1,0
7700,3,0,6,6,0.71,0.68,0.22,0.48,154,166,1
1080,1,0,2,17,0.58,0.5455,0.32,0.2985,18,274,0
11338,4,2,9,18,0.4,0.2,0.69,0.04,386,154,1
7274,2,2,3,13,0.9,0.86,0.76,0.7,208,600,1
11349,2,1,4,1,0.34,0.303,0.87,0.3582,1,2,0
6053,0,1,1,1,1.02,0.17,0.28,0.5,155,142,1
18005,4,1,1,13,0.22,0.04,0.91,0.23,49,963,1
2269,1,1,11,20,0.97,0.8,0.8,0.24,266,859,1
14079,4,0,8,8,0.23,0.35,0.97,0.13,119,964,1
13417,3,1,7,5,0.72,0.6818,0.7,0.1642,5,46,0
14130,3,1,8,22,0.72,0.6667,0.51,0.1642,69,254,0
551,0,0,12,8,0.55,0.01,0.18,0.31,11,555,1
7648,4,0,11,6,0.42,0.4242,0.67,0.2537,3,9,0
3472,3,1,2,6,0.34,1.04,0.43,0.16,24,793,1
6280,3,2,0,3,0.36,0.77,0.57,0.36,138,261,1
1819,5,1,5,10,0.11,0.54,1.01,0.11,342,123,1
13429,4,2,6,12,0.56,0.14,0.07,0.83,80,730,1
13656,2,0,5,21,0.62,0.31,0.12,0.28,382,309,1
14025,2,2,4,18,0.11,0.76,0.54,0.46,135,827,1
5175,3,0,8,12,0.82,0.7576,0.46,0.2537,48,182,0
12744,2,2,3,0,0.52,0.91,0.55,0.49,309,687,1
9294,3,1,11,23,0.83,0.92,0.36,0.71,151,227,1
961,4,1,10,18,0.31,0.64,0.84,0.11,98,515,1
1807,1,0,3,23,0.34,0.303,0.61,0.3881,13,24,0
12747,2,1,6,7,0.66,0.5909,0.89,0,20,464,0
5110,3,0,8,19,0.74,0.6818,0.55,0.2537,90,372,0
4951,3,2,10,12,0.19,0.46,0.54,0.84,162,301,1
6646,0,1,7,10,0.38,0.05,0.26,0.83,371,381,1
15225,0,1,9,10,0.74,0.37,0.38,0.33,283,200,1
8354,4,0,12,17,0.38,0.3939,0.46,0.194,16,378,0
2015,2,0,3,19,0.34,0.3333,0.23,0.194,20,190,0
3044,2,1,1,21,0.7,0.85,0.82,0.04,315,266,1
2771,2,0,4,8,0.4,0.4091,0.54,0.2985,21,91,0
5045,3,0,8,2,0.78,0.7121,0.49,0.1642,2,11,0
1509,1,0,3,5,0.2,0.2273,0.69,0.1045,2,10,0
13685,3,1,7,9,0.72,0.6818,0.62,0.2537,64,226,0
3826,2,0,6,7,0.56,0.5303,0.56,0.3582,26,328,0
13138,4,0,10,2,0.69,0.14,0.57,0.88,141,919,1
10641,2,1,8,8,0.15,0.85,0.82,0.16,361,966,1
17142,1,1,6,13,0.39,0.84,0.18,0.29,108,39,1
3568,2,0,6,13,0.8,0.6818,0.24,0.3582,35,203,0
2437,2,0,4,10,0.42,0.4242,0.94,0.3881,1,22,0
7082,5,0,10,2,0.7,0.61,0.3,0.36,254,342,1
14474,5,2,10,3,0.38,0.03,0.01,0.01,117,60,1
16575,4,1,11,8,0.24,0.2121,0.6,0.2836,9,692,0
15894,1,0,11,14,0.21,0.64,0.37,0.2,368,771,1
4671,4,2,2,18,0.67,0.14,0.99,0.68,265,958,1
16239,4,1,11,8,0.28,0.2576,0.56,0.2985,27,691,0
14540,2,1,12,1,0.73,0.98,0.28,0.03,13,387,1
13503,3,1,7,19,0.6,0.5455,0.88,0.1642,67,238,0
8208,4,0,12,15,0.4,0.4091,0.35,0.2537,7,151,0
2704,4,0,8,17,0.4,0.7,0.72,0.89,134,577,1
5247,5,2,12,2,0.38,0.53,0.41,0.76,127,333,1
6972,4,0,10,2,0.34,0.3485,0.87,0.0896,10,50,0
14255,2,1,3,4,0.72,0.93,0.14,0.1,211,568,1
2617,2,0,4,22,0.58,0.5455,0.78,0.2537,55,169,0
2831,2,0,5,20,0.62,0.6061,0.69,0.1343,44,218,0
12917,3,1,6,9,0.66,0.6212,0.41,0.3582,29,282,0
16649,3,0,3,8,0.94,0.4,0.95,0.56,218,963,1
193,0,0,11,4,0.78,0.13,0.38,0.2,255,900,1
254,1,2,13,3,0.86,0.71,0.48,0.17,227,134,1
17269,3,2,7,19,0.17,0.64,0.56,0.24,101,479,1
4626,3,0,7,15,0.76,0.6818,0.45,0.3284,205,428,0
16694,4,1,12,8,0.36,0.3788,0.93,0,19,731,0
1480,4,0,8,13,0.6,0.43,0.04,0.4,2,156,1
11638,4,2,3,16,0.42,0.12,0.35,0.29,7,241,1
16334,4,1,11,7,0.28,0.2727,0.81,0.194,3,42,0
2975,2,0,5,20,0.52,0.5,0.77,0.1343,42,174,0
14755,3,1,9,23,0.54,0.5152,0.68,0.1045,18,109,0
8007,4,0,12,6,0.3,0.3182,0.93,0.0896,1,90,0
14572,5,0,10,5,0.53,0.46,0.81,0.11,290,144,1
4588,3,0,7,1,0.62,0.5909,0.73,0.194,7,20,0
4760,1,0,6,24,0.09,0.85,0.67,0.45,14,1,1
1405,1,0,3,19,0.2,0.197,0.4,0.2537,5,106,0
9015,1,1,1,11,0.16,0.1515,0.59,0.2537,21,179,0
5321,5,2,0,11,0.66,0.55,0.51,0.55,161,258,1
12037,4,0,13,12,1.02,0.91,0.63,0.11,84,915,1
6071,4,0,2,20,0.37,0.91,0.02,0.8,64,599,1
2729,2,0,4,14,0.62,0.5758,0.83,0.2985,21,142,0
17239,1,1,12,3,0.24,0.2121,0.7,0.3582,0,2,0
13157,3,1,7,9,0.84,0.8333,0.59,0.1642,69,256,0
13582,2,1,11,17,0.5,0.51,0.62,0.85,200,305,1
14654,3,1,9,18,0.76,0.7121,0.62,0.2985,95,792,0
1674,3,0,12,4,0.26,0.97,0.5,0.2,288,936,1
10090,1,1,3,11,0.56,0.5303,0.43,0.194,19,168,0
7199,4,2,10,4,0.08,0.28,0.85,0.33,160,716,1
14853,2,2,11,6,0.94,0.73,0.51,0.32,199,855,1
9819,1,1,2,1,0.32,0.303,0.39,0.2537,10,72,0
6289,4,0,9,14,0.66,0.6212,0.74,0.1343,164,390,0
10896,2,1,4,3,0.44,0.4394,0.58,0.0896,0,3,0
12934,3,1,6,2,0.66,0.6212,0.5,0.0896,1,13,0
8071,4,1,2,24,0.63,0.66,0.51,0.85,311,838,1
3551,4,0,7,6,0.92,0.89,0.27,0.68,186,509,1
8170,4,0,12,1,0.2,0.2576,0.69,0,0,9,0
10889,2,1,6,7,0.61,1.05,0.42,0.27,160,990,1
12849,0,1,1,19,0.11,0.44,0.28,0.81,171,629,1
6888,4,0,10,14,0.54,0.5152,0.94,0.1642,17,97,0
10649,2,1,3,19,0.46,0.4545,0.94,0.1343,28,133,0
14643,0,2,4,25,0.54,0.3,0.91,0.78,306,451,1
13366,3,1,7,2,0.7,0.6667,0.74,0.1045,4,15,0
2389,2,0,4,10,0.5,0.4848,0.51,0.194,21,89,0
2768,2,0,4,5,0.42,0.4242,0.54,0.3881,3,7,0
7219,4,0,11,9,0.34,0.3636,0.87,0,15,228,0
14173,3,1,8,17,0.76,0.6667,0.37,0.2239,256,635,0
7243,4,0,11,9,0.36,0.3485,0.81,0.194,9,164,0
1420,1,0,3,10,0.24,0.2273,0.6,0.2537,10,66,0
8461,1,0,12,4,0.32,0.3182,0.66,0.1642,0,3,0
10173,1,1,3,22,0.26,0.2424,0.41,0.2537,9,62,0
5180,3,2,8,23,0.36,0.43,0.58,0.11,269,384,1
12755,2,1,6,15,0.9,0.8182,0.35,0,36,179,0
3374,2,2,9,23,0.87,0.69,0.31,0.51,63,476,1
16506,4,1,11,11,0.26,0.2576,0.41,0.2239,49,204,0
17524,3,1,3,2,0.53,0.12,0.32,0.49,268,673,1
4291,3,0,7,16,0.88,0.7424,0.22,0.2239,206,398,0
15200,4,1,9,12,0.62,0.6212,0.41,0.2985,206,680,0
10317,4,1,1,20,0.73,0.76,0.64,0.57,230,423,1
11668,2,1,5,8,0.5,0.4848,0.88,0.1343,23,114,0
15827,4,1,10,15,0.62,0.6061,0.61,0.1045,142,448,0
14055,3,1,8,19,0.74,0.6818,0.58,0.1642,88,555,0
1795,1,0,3,11,0.34,0.3485,0.39,0.1045,92,203,0
2894,2,0,5,11,0.52,0.5,0.36,0.4478,43,148,0
1359,0,1,13,18,0.69,0.41,0.68,0.29,40,613,1
7863,4,0,11,6,0.52,0.5,0.83,0.2836,1,89,0
17126,1,1,12,8,0.32,0.303,0.57,0.2836,8,472,0
2404,2,0,4,1,0.44,0.4394,0.62,0,6,15,0
12186,2,1,5,22,0.62,0.5758,0.83,0,9,59,0
4748,4,1,11,17,0.68,0.92,0.22,0.47,221,97,1
11505,0,2,9,13,0.04,0.45,0.11,0.38,368,881,1
4612,0,0,3,3,0.92,0.63,0.24,0.18,155,552,1
9034,4,2,5,15,0.99,0.89,0.29,0.8,234,426,1
4157,3,0,6,2,0.62,0.5909,0.78,0.1343,3,6,0
4681,3,0,7,22,0.76,0.7273,0.66,0.2239,36,140,0
14484,3,1,8,16,0.9,0.7879,0.27,0.2537,111,528,0
15228,0,2,9,6,0.47,0.88,0.11,0.22,168,425,1
6389,4,0,9,18,0.66,0.6061,0.83,0.2537,65,524,0
11853,2,1,5,1,0.6,0.6061,0.6,0.2836,5,11,0
8617,3,2,1,11,0.42,0.54,0.57,0.43,217,572,1
2131,2,0,4,15,0.46,0.4545,0.33,0,174,292,0
2080,2,0,4,12,0.34,0.303,0.53,0.3582,15,95,0
2380,5,1,7,9,0.81,1.0,0.54,0.26,379,978,1
6100,3,0,9,17,0.52,0.5,0.48,0.1343,86,566,0
106,1,0,1,14,0.3,0.2879,0.28,0.194,10,62,0
6874,4,0,10,23,0.52,0.5,0.77,0.194,7,70,0
3625,2,0,6,22,0.64,0.6212,0.57,0.2239,49,190,0
10977,5,2,12,18,0.29,0.54,0.79,0.48,317,876,1
12666,2,1,6,22,0.62,0.6212,0.53,0.2985,91,280,0
16063,4,1,11,23,0.3,0.2879,0.56,0.2239,19,205,0
3266,2,0,5,23,0.52,0.5,0.72,0.1642,15,115,0
4313,3,0,7,14,0.82,0.7879,0.56,0.2537,225,375,0
14523,3,1,9,7,0.66,0.5909,0.94,0.0896,13,42,0
1572,1,0,3,22,0.34,0.3333,0,0.1343,4,34,0
2582,0,1,4,4,0.24,0.09,0.57,0.31,302,62,1
16299,2,2,2,20,0.52,0.68,0.01,0.83,36,281,1
17760,5,0,1,8,0.83,0.06,0.75,0.15,1,14,1
3914,2,0,6,23,0.6,0.5606,0.83,0.2537,2,16,0
11153,1,0,0,6,0.11,0.7,0.15,0.59,186,301,1
15141,3,0,4,20,1.0,0.31,0.52,0.49,333,574,1
11352,5,0,11,23,0.44,0.12,0.48,0.42,249,742,1
1865,2,0,3,11,0.34,0.3333,0.87,0.194,18,71,0
3253,2,0,5,10,0.56,0.5303,0.64,0.194,44,148,0
7121,4,0,10,7,0.26,0.2273,0.87,0.3582,1,7,0
16127,0,0,12,9,0.22,0.17,0.44,0.74,241,185,1
1878,3,0,9,10,0.79,0.68,0.22,0.01,280,244,1
16260,4,1,11,5,0.3,0.2879,0.61,0.2239,3,37,0
3061,3,2,10,19,0.24,0.43,0.09,0.05,280,665,1
6121,3,0,9,14,0.52,0.5,0.72,0.194,123,297,0
10810,0,1,5,16,0.6,0.91,0.62,0.58,362,987,1
15529,4,2,8,6,0.21,0.8,0.27,0.29,284,473,1
13714,3,1,4,14,0.69,0.39,0.04,0.51,253,369,1
3390,5,1,0,10,0.53,1.04,0.71,0.11,127,357,1
6997,4,0,10,3,0.4,0.4091,0.82,0.0896,1,4,0
5919,3,0,9,3,0.62,0.5455,0.94,0.2537,1,2,0
6748,4,0,10,17,0.62,0.5758,0.83,0.2537,47,479,0
9440,3,0,2,14,0.63,0.47,0.05,0.6,299,718,1
7644,4,0,11,2,0.4,0.4091,0.62,0.2836,12,56,0
87,1,0,1,18,0.26,0.2576,0.48,0.194,3,182,0
15180,4,1,9,16,0.62,0.6212,0.41,0.2537,275,722,0
7696,4,0,11,6,0.38,0.3939,0.94,0.1045,1,64,0
608,1,1,12,15,0.56,0.14,0.02,0.86,16,636,1
3826,2,0,6,8,0.37,0.77,0.85,0.73,97,121,1
1712,2,1,12,19,0.69,0.81,0.66,0.36,302,484,1
10212,1,1,3,13,0.3,0.303,0.39,0.1343,16,164,0
2389,5,1,2,11,0.35,0.77,0.13,0.78,227,21,1
5093,3,0,8,2,0.66,0.6212,0.69,0,5,19,0
5525,3,0,8,2,0.56,0.5303,0.52,0.194,2,6,0
8111,4,0,12,14,0.38,0.3939,0.46,0.2836,24,187,0
14168,0,2,11,3,0.05,0.35,0.4,0.09,201,926,1
11187,2,1,4,7,0.52,0.5,0.83,0.1343,20,387,0
15613,4,1,11,9,0.39,0.0,0.85,0.62,22,527,1
18010,5,0,11,11,0.45,0.07,0.15,0.6,332,295,1
17318,0,1,7,10,0.53,0.55,0.99,0.61,76,162,1
84,4,0,11,14,0.91,0.29,0.62,0.64,122,951,1
8633,4,2,4,20,0.33,0.43,0.86,0.77,75,105,1
11202,0,0,6,15,0.48,0.89,0.97,0.57,109,139,1
2031,2,0,3,11,0.34,0.3182,0.46,0.2537,26,90,0
5592,3,0,8,21,0.64,0.5909,0.78,0.2836,29,187,0
2788,4,2,8,20,0.79,0.43,1.01,0.09,191,808,1
16712,1,1,6,12,0.08,0.43,0.57,0.1,160,921,1
6330,4,0,9,7,0.62,0.5455,0.94,0,17,332,0
12525,3,0,7,14,0.75,0.61,0.09,0.0,5,229,1
3278,2,0,5,11,0.64,0.6212,0.53,0.1343,173,418,0
3358,2,0,5,19,0.66,0.6212,0.74,0.194,45,355,0
12213,2,1,5,1,0.7,0.6667,0.79,0.194,1,14,0
15376,2,2,2,25,1.03,0.28,0.82,0.44,272,733,1
8825,1,1,1,12,0.38,0.3939,0.43,0.2239,78,351,0
2765,0,0,3,1,0.46,0.27,0.63,0.16,208,636,1
14241,3,1,8,13,0.74,0.6515,0.4,0,76,331,0
11884,2,2,3,18,0.02,0.75,0.8,0.15,170,642,1
14510,3,1,9,18,0.82,0.7727,0.52,0,184,442,0
10143,0,1,7,4,0.89,0.8,0.29,0.72,29,375,1
8711,1,1,1,18,0.14,0.0909,0.26,0.5224,10,224,0
14657,3,2,1,12,0.79,0.39,0.7,0.8,136,417,1
10048,4,0,11,3,0.37,0.3,0.48,0.41,376,305,1
13521,3,1,7,13,0.7,0.6515,0.65,0.0896,238,626,0
7646,4,0,11,4,0.4,0.4091,0.71,0.2836,2,12,0
15952,4,1,11,8,0.32,0.3333,0.57,0.1045,31,687,0
13630,3,1,4,14,0.25,1.0,0.72,0.01,126,702,1
1258,1,0,2,13,0.54,0.5152,0.6,0.4627,6,83,0
16230,4,1,11,23,0.26,0.2273,0.56,0.2985,6,84,0
745,5,1,13,9,0.16,0.92,0.49,0.36,333,73,1
6647,5,1,11,6,0.79,0.41,0.03,0.03,20,588,1
9336,2,0,11,1,0.31,0.62,0.51,0.51,276,709,1
702,0,2,9,13,0.96,0.95,0.32,0.21,291,574,1
