instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature_y_2,feature_y_2
200,1,0,1,14,0.22,0.1818,0.32,0.4627,8,72,51,373248.0
201,1,0,1,15,0.22,0.197,0.35,0.3582,5,82,17,551368.0
202,1,0,1,16,0.2,0.1667,0.34,0.4478,13,92,80,778688.0
203,1,0,1,17,0.18,0.1515,0.37,0.3881,3,62,53,238328.0
204,1,0,1,18,0.16,0.1364,0.4,0.3284,4,48,86,110592.0
205,1,0,1,19,0.16,0.1364,0.43,0.3284,1,41,68,68921.0
206,1,0,1,20,0.14,0.1212,0.46,0.2537,0,38,89,54872.0
207,1,0,1,21,0.14,0.1061,0.46,0.4179,1,20,54,8000.0
208,1,0,1,22,0.14,0.1212,0.46,0.2985,5,15,100,3375.0
209,1,0,1,23,0.12,0.1364,0.5,0.194,0,6,75,216.0
210,1,0,1,0,0.12,0.1212,0.5,0.2836,2,5,63,125.0
211,1,0,1,1,0.12,0.1212,0.5,0.2836,1,1,74,1.0
212,1,0,1,2,0.12,0.1212,0.5,0.2239,0,3,72,27.0
213,1,0,1,3,0.12,0.1212,0.5,0.2239,0,1,49,1.0
214,1,0,1,4,0.1,0.1212,0.54,0.1343,1,3,45,27.0
215,1,0,1,5,0.1,0.1061,0.54,0.2537,0,3,27,27.0
216,1,0,1,6,0.12,0.1212,0.5,0.2836,0,31,78,29791.0
217,1,0,1,7,0.12,0.1212,0.5,0.2239,2,77,10,456533.0
218,1,0,1,8,0.12,0.1212,0.5,0.2836,4,188,98,6644672.0
219,1,0,1,9,0.14,0.1212,0.5,0.2537,2,94,5,830584.0
220,1,0,1,10,0.14,0.1212,0.5,0.2985,0,31,83,29791.0
221,1,0,1,11,0.16,0.1364,0.47,0.2836,2,30,79,27000.0
222,1,0,1,12,0.2,0.1818,0.4,0.2836,5,52,46,140608.0
223,1,0,1,13,0.2,0.1818,0.4,0.2836,4,54,5,157464.0
224,1,0,1,14,0.2,0.197,0.4,0.2239,0,47,61,103823.0
225,1,0,1,15,0.2,0.197,0.4,0.2239,2,45,88,91125.0
226,1,0,1,16,0.2,0.2121,0.4,0.1343,4,74,33,405224.0
227,1,0,1,17,0.2,0.2273,0.4,0.1045,4,178,5,5639752.0
228,1,0,1,18,0.2,0.197,0.4,0.2239,1,155,69,3723875.0
229,1,0,1,19,0.16,0.1667,0.47,0.1642,3,95,14,857375.0
230,1,0,1,20,0.16,0.1667,0.5,0.1642,1,74,21,405224.0
231,1,0,1,21,0.14,0.1364,0.59,0.194,1,38,41,54872.0
232,1,0,1,22,0.14,0.1515,0.59,0.1642,2,24,27,13824.0
233,1,0,1,23,0.14,0.1515,0.59,0.1642,0,18,81,5832.0
234,1,0,1,0,0.14,0.1667,0.59,0.1045,2,12,65,1728.0
235,1,0,1,1,0.14,0.1515,0.59,0.1642,0,3,81,27.0
236,1,0,1,2,0.16,0.1515,0.55,0.194,0,3,89,27.0
237,1,0,1,5,0.16,0.1818,0.55,0.1343,0,6,52,216.0
238,1,0,1,6,0.16,0.1818,0.55,0.1343,0,27,55,19683.0
239,1,0,1,7,0.16,0.2273,0.55,0,2,99,80,970299.0
240,1,0,1,8,0.18,0.2121,0.51,0.0896,3,217,95,10218313.0
241,1,0,1,9,0.18,0.197,0.51,0.1642,3,130,12,2197000.0
242,1,0,1,10,0.2,0.2121,0.51,0.1642,3,54,54,157464.0
243,1,0,1,11,0.2,0.2121,0.47,0.1343,4,35,19,42875.0
244,1,0,1,12,0.2,0.2273,0.51,0.1045,2,57,65,185193.0
245,1,0,1,13,0.2,0.2273,0.59,0.0896,6,52,50,140608.0
246,1,0,1,14,0.2,0.2273,0.59,0.0896,3,63,49,250047.0
247,1,0,1,15,0.16,0.197,0.8,0.0896,2,47,100,103823.0
248,1,0,1,16,0.16,0.1515,0.86,0.2239,4,76,73,438976.0
249,1,0,1,17,0.16,0.1515,0.86,0.2239,6,136,24,2515456.0
250,1,0,1,18,0.16,0.1818,0.93,0.1045,1,95,35,857375.0
251,1,0,1,19,0.16,0.2273,0.93,0,0,51,75,132651.0
252,1,0,1,20,0.16,0.1515,0.93,0.194,0,32,5,32768.0
253,1,0,1,21,0.16,0.197,0.86,0.0896,0,20,23,8000.0
254,1,0,1,22,0.16,0.1818,0.93,0.1045,1,29,13,24389.0
255,1,0,1,23,0.16,0.197,0.93,0.0896,1,19,14,6859.0
256,1,0,1,0,0.16,0.197,0.86,0.0896,0,7,18,343.0
257,1,0,1,1,0.16,0.1818,0.86,0.1045,0,6,96,216.0
258,1,0,1,2,0.14,0.1515,0.86,0.1343,0,1,30,1.0
259,1,0,1,5,0.14,0.1515,0.86,0.1642,0,5,67,125.0
260,1,0,1,6,0.12,0.1515,0.93,0.1343,0,16,31,4096.0
261,1,0,1,7,0.14,0.1515,0.69,0.1343,0,54,48,157464.0
262,1,0,1,8,0.16,0.1667,0.59,0.1642,3,128,9,2097152.0
263,1,0,1,9,0.16,0.1364,0.59,0.3284,3,81,15,531441.0
264,1,0,1,10,0.18,0.1818,0.55,0.2239,0,39,3,59319.0
265,1,0,1,11,0.2,0.1818,0.51,0.3881,3,35,57,42875.0
266,1,0,1,12,0.2,0.1515,0.47,0.5821,3,55,96,166375.0
267,1,0,1,13,0.22,0.197,0.44,0.3582,0,49,41,117649.0
268,1,0,1,14,0.2,0.1818,0.47,0.3284,0,44,20,85184.0
269,1,0,1,15,0.2,0.1667,0.47,0.4179,1,49,38,117649.0
270,1,0,1,16,0.22,0.197,0.44,0.3284,5,68,28,314432.0
271,1,0,1,17,0.2,0.1818,0.47,0.3582,0,139,29,2685619.0
272,1,0,1,18,0.2,0.1515,0.47,0.5224,2,137,40,2571353.0
273,1,0,1,19,0.18,0.1515,0.47,0.4179,1,83,66,571787.0
274,1,0,1,20,0.16,0.1364,0.5,0.3284,2,56,8,175616.0
275,1,0,1,21,0.16,0.1364,0.55,0.3284,0,57,46,185193.0
276,1,0,1,22,0.16,0.1212,0.55,0.4478,1,33,14,35937.0
277,1,0,1,23,0.14,0.1061,0.59,0.4179,1,20,52,8000.0
278,1,0,1,0,0.14,0.1212,0.59,0.2836,1,7,62,343.0
279,1,0,1,1,0.14,0.1212,0.5,0.2836,0,2,7,8.0
280,1,0,1,2,0.14,0.1212,0.5,0.3582,0,2,10,8.0
281,1,0,1,3,0.14,0.1212,0.5,0.3284,0,3,24,27.0
282,1,0,1,4,0.14,0.1212,0.5,0.2537,0,4,66,64.0
283,1,0,1,5,0.14,0.1212,0.5,0.2985,0,3,61,27.0
284,1,0,1,6,0.12,0.1515,0.54,0.1343,0,28,37,21952.0
285,1,0,1,7,0.12,0.1515,0.54,0.1343,0,72,66,373248.0
286,1,0,1,8,0.14,0.1364,0.5,0.194,5,202,89,8242408.0
287,1,0,1,9,0.14,0.1212,0.5,0.3284,2,139,99,2685619.0
288,1,0,1,10,0.16,0.1364,0.5,0.3582,2,38,75,54872.0
289,1,0,1,11,0.2,0.1667,0.44,0.4478,4,37,80,50653.0
290,1,0,1,12,0.2,0.1667,0.44,0.4179,3,52,41,140608.0
291,1,0,1,13,0.22,0.197,0.41,0.4478,2,83,41,571787.0
292,1,0,1,14,0.22,0.197,0.41,0.3881,3,42,22,74088.0
293,1,0,1,15,0.24,0.2121,0.38,0.2985,5,60,76,216000.0
294,1,0,1,16,0.24,0.2121,0.38,0.3582,2,78,82,474552.0
295,1,0,1,17,0.2,0.1818,0.4,0.2836,4,162,5,4251528.0
296,1,0,1,18,0.2,0.1818,0.4,0.3284,3,144,7,2985984.0
297,1,0,1,19,0.16,0.1515,0.47,0.2537,1,99,38,970299.0
298,1,0,1,20,0.16,0.1515,0.47,0.2239,0,64,24,262144.0
299,1,0,1,21,0.14,0.1212,0.46,0.2985,0,40,54,64000.0
300,1,0,1,22,0.14,0.1212,0.46,0.3284,0,30,81,27000.0
301,1,0,1,23,0.12,0.1364,0.5,0.194,1,15,54,3375.0
302,1,0,1,0,0.12,0.1364,0.5,0.194,0,14,15,2744.0
303,1,0,1,1,0.1,0.1212,0.54,0.1642,0,5,53,125.0
304,1,0,1,2,0.1,0.1212,0.54,0.1343,0,1,77,1.0
305,1,0,1,3,0.1,0.1364,0.54,0.1045,0,1,81,1.0
306,1,0,1,5,0.1,0.1364,0.54,0.0896,0,8,25,512.0
307,1,0,1,6,0.1,0.1818,0.54,0,0,17,10,4913.0
308,1,0,1,7,0.1,0.1212,0.74,0.1642,0,70,71,343000.0
309,1,0,1,8,0.12,0.1667,0.68,0,2,158,69,3944312.0
310,1,0,1,9,0.14,0.1515,0.69,0.1343,0,117,7,1601613.0
311,1,0,1,10,0.18,0.1818,0.55,0.194,4,44,30,85184.0
312,1,0,1,11,0.18,0.1667,0.51,0.2836,6,53,78,148877.0
313,1,0,1,12,0.2,0.197,0.44,0.2537,2,61,0,226981.0
314,1,0,1,13,0.22,0.197,0.37,0.3881,4,77,82,456533.0
315,1,0,1,14,0.22,0.2121,0.41,0.2836,5,64,46,262144.0
316,1,0,1,15,0.24,0.2424,0.38,0.1642,9,68,48,314432.0
317,1,0,1,16,0.22,0.2424,0.41,0.1045,3,90,40,729000.0
318,1,0,1,17,0.22,0.2273,0.41,0.1642,4,159,4,4019679.0
319,1,0,1,18,0.2,0.2576,0.47,0,5,139,22,2685619.0
320,1,0,1,19,0.16,0.197,0.59,0.0896,3,92,85,778688.0
321,1,0,1,20,0.18,0.2424,0.59,0,0,68,79,314432.0
322,1,0,1,21,0.16,0.2273,0.69,0,4,52,84,140608.0
323,1,0,1,22,0.16,0.2273,0.69,0,2,36,99,46656.0
324,1,0,1,23,0.18,0.2424,0.55,0,1,27,70,19683.0
325,1,0,1,0,0.18,0.2424,0.55,0,3,28,84,21952.0
326,1,0,1,1,0.16,0.197,0.59,0.0896,2,20,75,8000.0
327,1,0,1,2,0.16,0.197,0.59,0.0896,0,12,99,1728.0
328,1,0,1,3,0.16,0.2273,0.59,0,1,8,74,512.0
329,1,0,1,4,0.16,0.2273,0.59,0,0,5,0,125.0
330,1,0,1,5,0.16,0.2273,0.59,0,0,1,67,1.0
331,1,0,1,6,0.14,0.1667,0.63,0.1045,1,3,55,27.0
332,1,0,1,7,0.14,0.2121,0.63,0,1,10,38,1000.0
333,1,0,1,8,0.14,0.1515,0.63,0.1343,1,23,62,12167.0
334,1,0,1,9,0.16,0.1818,0.64,0.1343,2,33,14,35937.0
335,1,0,1,10,0.18,0.197,0.59,0.1642,2,59,19,205379.0
336,1,0,1,11,0.2,0.197,0.55,0.2239,18,72,17,373248.0
337,1,0,1,12,0.24,0.2273,0.48,0.2239,15,89,86,704969.0
338,1,0,1,13,0.28,0.2576,0.38,0.2985,21,101,35,1030301.0
339,1,0,1,14,0.3,0.2879,0.39,0.2836,26,118,1,1643032.0
340,1,0,1,15,0.32,0.3182,0.36,0.194,21,129,20,2146689.0
341,1,0,1,16,0.34,0.3333,0.34,0.194,33,128,80,2097152.0
342,1,0,1,17,0.32,0.303,0.36,0.2836,29,83,13,571787.0
343,1,0,1,18,0.3,0.2879,0.45,0.2537,15,84,87,592704.0
344,1,0,1,19,0.32,0.303,0.39,0.2537,14,74,1,405224.0
345,1,0,1,20,0.32,0.303,0.39,0.2537,6,41,62,68921.0
346,1,0,1,21,0.32,0.303,0.39,0.2239,6,57,77,185193.0
347,1,0,1,22,0.3,0.3182,0.42,0.1045,0,26,25,17576.0
348,1,0,1,23,0.3,0.2879,0.45,0.2836,5,44,96,85184.0
349,1,0,1,0,0.26,0.303,0.56,0,6,39,26,59319.0
350,1,0,1,1,0.26,0.2727,0.56,0.1343,4,23,47,12167.0
351,1,0,1,2,0.26,0.2879,0.56,0.0896,3,16,67,4096.0
352,1,0,1,3,0.22,0.2727,0.69,0,9,15,42,3375.0
353,1,0,1,4,0.26,0.2576,0.56,0.1642,0,1,14,1.0
354,1,0,1,5,0.26,0.2576,0.56,0.1642,1,2,4,8.0
355,1,0,1,6,0.26,0.2576,0.56,0.1642,0,1,14,1.0
356,1,0,1,7,0.24,0.2121,0.56,0.2985,0,3,21,27.0
357,1,0,1,8,0.22,0.2121,0.55,0.2836,0,18,25,5832.0
358,1,0,1,9,0.22,0.2121,0.51,0.2537,3,32,58,32768.0
359,1,0,1,10,0.22,0.2121,0.51,0.2836,8,79,47,493039.0
360,1,0,1,11,0.24,0.2273,0.44,0.2537,23,93,30,804357.0
361,1,0,1,12,0.24,0.2121,0.41,0.2836,29,104,15,1124864.0
362,1,0,1,13,0.26,0.2273,0.35,0.2985,23,118,12,1643032.0
