instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1,feature2
47,1,0,1,23,0.22,0.2273,0.47,0.1642,0,8,66,617
48,1,0,1,0,0.22,0.197,0.44,0.3582,0,5,53,715
49,1,0,1,1,0.2,0.1667,0.44,0.4179,0,2,6,856
50,1,0,1,4,0.16,0.1364,0.47,0.3881,0,1,41,996
51,1,0,1,5,0.16,0.1364,0.47,0.2836,0,3,60,934
52,1,0,1,6,0.14,0.1061,0.5,0.3881,0,30,30,898
53,1,0,1,7,0.14,0.1364,0.5,0.194,1,64,49,698
54,1,0,1,8,0.14,0.1212,0.5,0.2836,1,154,0,734
55,1,0,1,9,0.16,0.1364,0.43,0.3881,7,88,22,504
56,1,0,1,10,0.18,0.1667,0.43,0.2537,11,44,2,625
57,1,0,1,11,0.2,0.1818,0.4,0.3284,10,51,45,633
58,1,0,1,12,0.22,0.2121,0.35,0.2985,13,61,80,517
59,1,0,1,13,0.24,0.2121,0.35,0.2836,8,61,40,800
60,1,0,1,14,0.26,0.2424,0.3,0.2836,11,77,18,968
61,1,0,1,15,0.26,0.2424,0.3,0.2537,14,72,36,505
62,1,0,1,16,0.26,0.2424,0.3,0.2537,9,76,47,658
63,1,0,1,17,0.24,0.2273,0.3,0.2239,11,157,53,967
64,1,0,1,18,0.24,0.2576,0.32,0.1045,9,157,41,598
65,1,0,1,19,0.2,0.2576,0.47,0,8,110,81,963
66,1,0,1,20,0.2,0.2273,0.47,0.1045,3,52,59,868
67,1,0,1,21,0.18,0.197,0.64,0.1343,3,52,38,524
68,1,0,1,22,0.14,0.1515,0.69,0.1343,0,20,40,590
69,1,0,1,23,0.18,0.2121,0.55,0.1045,1,12,65,833
70,1,0,1,0,0.16,0.1818,0.55,0.1045,0,5,9,679
71,1,0,1,1,0.16,0.1818,0.59,0.1045,0,2,27,678
72,1,0,1,2,0.14,0.1515,0.63,0.1343,0,1,46,853
73,1,0,1,4,0.14,0.1818,0.63,0.0896,0,2,12,952
74,1,0,1,5,0.12,0.1515,0.68,0.1045,0,4,60,865
75,1,0,1,6,0.12,0.1515,0.74,0.1045,0,36,89,691
76,1,0,1,7,0.12,0.1515,0.74,0.1343,2,94,67,678
77,1,0,1,8,0.14,0.1515,0.69,0.1642,2,179,52,941
78,1,0,1,9,0.16,0.1515,0.64,0.2239,2,100,75,810
79,1,0,1,10,0.16,0.1364,0.69,0.3284,5,42,89,572
80,1,0,1,11,0.22,0.2121,0.51,0.2985,7,57,19,772
81,1,0,1,12,0.22,0.2273,0.51,0.1642,12,78,57,982
82,1,0,1,13,0.24,0.2273,0.56,0.194,18,97,76,592
83,1,0,1,14,0.26,0.2576,0.52,0.2239,9,63,93,571
84,1,0,1,15,0.28,0.2727,0.52,0.2537,17,65,68,636
85,1,0,1,16,0.3,0.2879,0.49,0.2537,15,83,97,571
86,1,0,1,17,0.28,0.2727,0.48,0.2239,10,212,5,518
87,1,0,1,18,0.26,0.2576,0.48,0.194,3,182,75,542
88,1,0,1,19,0.24,0.2576,0.48,0.1045,2,112,91,828
89,1,0,1,20,0.24,0.2576,0.48,0.1045,1,54,35,537
90,1,0,1,21,0.22,0.2727,0.64,0,0,48,56,540
91,1,0,1,22,0.22,0.2576,0.64,0.0896,1,35,91,930
92,1,0,1,23,0.2,0.2273,0.69,0.0896,2,11,33,750
93,1,0,1,0,0.2,0.2576,0.64,0,0,6,4,529
94,1,0,1,1,0.16,0.197,0.74,0.0896,0,6,81,877
95,1,0,1,2,0.16,0.197,0.74,0.0896,0,2,89,1000
96,1,0,1,4,0.24,0.2273,0.48,0.2239,0,2,4,718
97,1,0,1,5,0.22,0.2273,0.47,0.1642,0,3,0,501
98,1,0,1,6,0.2,0.197,0.47,0.2239,0,33,84,936
99,1,0,1,7,0.18,0.1818,0.43,0.194,1,88,77,673
100,1,0,1,8,0.2,0.1818,0.4,0.2985,3,195,41,685
101,1,0,1,9,0.22,0.197,0.37,0.3284,6,115,23,614
102,1,0,1,10,0.22,0.197,0.37,0.3284,4,57,36,959
103,1,0,1,11,0.26,0.2273,0.33,0.3284,12,46,80,590
104,1,0,1,12,0.26,0.2273,0.33,0.3284,5,79,38,865
105,1,0,1,13,0.28,0.2576,0.3,0.2985,6,71,8,899
106,1,0,1,14,0.3,0.2879,0.28,0.194,10,62,39,868
107,1,0,1,15,0.3,0.2879,0.28,0.194,7,62,36,799
108,1,0,1,16,0.3,0.3182,0.28,0.0896,4,89,51,796
109,1,0,1,17,0.24,0.2273,0.38,0.194,4,190,52,940
110,1,0,1,18,0.24,0.2424,0.38,0.1343,3,169,24,849
111,1,0,1,19,0.24,0.2576,0.38,0.1045,5,132,76,558
112,1,0,1,20,0.22,0.2273,0.47,0.1642,7,89,10,985
113,1,0,1,21,0.2,0.197,0.51,0.194,3,43,38,709
114,1,0,1,22,0.18,0.197,0.55,0.1343,1,42,57,636
115,1,0,1,23,0.2,0.2576,0.47,0,1,19,41,617
116,1,0,1,0,0.18,0.2424,0.55,0,0,11,98,720
117,1,0,1,1,0.16,0.2273,0.64,0,0,4,23,655
118,1,0,1,2,0.16,0.2273,0.64,0,0,2,51,589
119,1,0,1,4,0.16,0.197,0.64,0.0896,0,1,97,860
120,1,0,1,5,0.14,0.1818,0.69,0.0896,0,4,46,645
121,1,0,1,6,0.14,0.1667,0.63,0.1045,0,36,71,529
122,1,0,1,7,0.16,0.2273,0.59,0,0,95,49,854
123,1,0,1,8,0.16,0.2273,0.59,0,3,219,40,977
124,1,0,1,9,0.18,0.2424,0.51,0,6,122,21,986
125,1,0,1,10,0.2,0.2576,0.47,0,3,45,88,601
126,1,0,1,11,0.22,0.2576,0.44,0.0896,2,59,95,976
127,1,0,1,12,0.26,0.2879,0.35,0,6,84,60,511
128,1,0,1,13,0.26,0.2727,0.35,0.1045,12,67,92,548
129,1,0,1,14,0.28,0.2727,0.36,0.1642,11,70,83,861
130,1,0,1,15,0.28,0.2727,0.36,0,8,62,83,892
131,1,0,1,16,0.26,0.2576,0.38,0.1642,12,86,89,630
132,1,0,1,17,0.22,0.2273,0.51,0.1642,9,172,96,514
133,1,0,1,18,0.22,0.2273,0.51,0.1343,5,163,66,965
134,1,0,1,19,0.22,0.2576,0.55,0.0896,3,112,80,752
135,1,0,1,20,0.2,0.2121,0.51,0.1642,3,69,35,869
136,1,0,1,21,0.22,0.2121,0.55,0.2239,0,48,16,708
137,1,0,1,22,0.22,0.2121,0.51,0.2836,1,52,67,523
138,1,0,1,23,0.2,0.197,0.59,0.194,4,23,39,715
139,1,0,1,0,0.2,0.197,0.64,0.194,4,17,79,935
140,1,0,1,1,0.2,0.197,0.69,0.2239,2,7,74,964
141,1,0,1,2,0.2,0.197,0.69,0.2239,0,1,17,596
142,1,0,1,4,0.2,0.2121,0.69,0.1343,0,1,52,738
143,1,0,1,5,0.22,0.2727,0.55,0,0,5,79,685
144,1,0,1,6,0.2,0.2576,0.69,0,8,34,22,734
145,1,0,1,7,0.2,0.2121,0.69,0.1343,8,84,84,707
146,1,0,1,8,0.2,0.197,0.51,0.2537,20,210,50,892
147,1,0,1,9,0.2,0.1818,0.47,0.2985,9,134,18,948
148,1,0,1,10,0.22,0.197,0.37,0.3284,16,63,31,721
149,1,0,1,11,0.2,0.197,0.4,0.2239,19,67,88,782
150,1,0,1,12,0.2,0.197,0.37,0.2537,9,59,5,999
151,1,0,1,13,0.2,0.1818,0.37,0.2836,9,73,0,790
152,1,0,1,14,0.2,0.197,0.4,0.2537,7,50,100,740
153,1,0,1,15,0.2,0.2121,0.37,0.1642,9,72,28,932
154,1,0,1,16,0.2,0.2121,0.37,0.1642,5,87,12,978
155,1,0,1,17,0.2,0.2576,0.37,0,9,187,30,767
156,1,0,1,18,0.2,0.2273,0.4,0.0896,7,123,35,540
157,1,0,1,19,0.16,0.197,0.55,0.0896,3,95,46,509
158,1,0,1,20,0.18,0.2121,0.47,0.1045,1,51,80,882
159,1,0,1,21,0.18,0.197,0.47,0.1343,0,39,64,944
160,1,0,1,22,0.18,0.197,0.43,0.1642,2,36,31,764
161,1,0,1,23,0.18,0.197,0.51,0.1642,1,15,32,979
162,1,0,1,0,0.18,0.197,0.51,0.1642,1,25,2,728
163,1,0,1,1,0.18,0.2121,0.55,0.0896,1,16,16,756
164,1,0,1,2,0.18,0.2424,0.55,0,3,16,41,749
165,1,0,1,3,0.18,0.197,0.55,0.1642,0,7,6,809
166,1,0,1,4,0.18,0.197,0.55,0.1642,0,1,20,687
167,1,0,1,5,0.16,0.1667,0.74,0.1642,0,5,96,848
168,1,0,1,6,0.16,0.1667,0.74,0.1642,0,2,52,855
169,1,0,1,7,0.16,0.1818,0.74,0.1045,1,9,5,507
170,1,0,1,8,0.16,0.1818,0.93,0.1045,0,15,22,970
171,1,0,1,9,0.16,0.1818,0.93,0.1045,0,20,98,546
172,1,0,1,10,0.18,0.197,0.8,0.1642,5,61,50,513
173,1,0,1,11,0.2,0.1818,0.69,0.3881,2,62,15,803
174,1,0,1,12,0.2,0.1818,0.59,0.3582,8,98,71,826
175,1,0,1,13,0.2,0.1818,0.44,0.3284,7,102,2,869
176,1,0,1,14,0.2,0.1667,0.32,0.4925,12,95,49,811
177,1,0,1,15,0.2,0.1667,0.32,0.4478,5,74,21,652
178,1,0,1,16,0.18,0.1364,0.29,0.4478,8,76,67,901
179,1,0,1,17,0.16,0.1212,0.37,0.5522,5,69,18,518
180,1,0,1,18,0.14,0.1212,0.39,0.2985,3,55,59,695
181,1,0,1,19,0.14,0.1212,0.36,0.2537,4,30,33,816
182,1,0,1,20,0.12,0.1212,0.36,0.2537,0,28,98,593
183,1,0,1,21,0.12,0.1061,0.39,0.3582,2,37,100,538
184,1,0,1,22,0.12,0.1061,0.36,0.3881,1,34,71,597
185,1,0,1,23,0.1,0.0606,0.39,0.4478,0,22,66,668
186,1,0,1,0,0.1,0.0758,0.42,0.3881,1,25,72,679
187,1,0,1,1,0.1,0.0606,0.42,0.4627,0,12,97,980
188,1,0,1,2,0.1,0.0606,0.46,0.4627,0,11,31,514
189,1,0,1,3,0.1,0.0758,0.46,0.4179,0,4,100,991
190,1,0,1,4,0.08,0.0909,0.53,0.194,0,1,57,581
191,1,0,1,5,0.08,0.0909,0.53,0.194,0,1,67,834
192,1,0,1,6,0.1,0.0909,0.49,0.2836,0,1,58,644
193,1,0,1,7,0.08,0.0909,0.53,0.194,1,6,1,756
194,1,0,1,8,0.1,0.0909,0.49,0.2836,0,10,47,676
195,1,0,1,9,0.12,0.0758,0.46,0.5224,0,19,42,856
196,1,0,1,10,0.14,0.1061,0.43,0.3881,0,49,97,786
197,1,0,1,11,0.16,0.1212,0.4,0.5224,2,49,31,661
198,1,0,1,12,0.18,0.1364,0.37,0.4478,4,83,3,931
199,1,0,1,13,0.2,0.1667,0.34,0.4478,6,75,9,594
200,1,0,1,14,0.22,0.1818,0.32,0.4627,8,72,17,741
201,1,0,1,15,0.22,0.197,0.35,0.3582,5,82,7,701
202,1,0,1,16,0.2,0.1667,0.34,0.4478,13,92,97,955
203,1,0,1,17,0.18,0.1515,0.37,0.3881,3,62,31,764
204,1,0,1,18,0.16,0.1364,0.4,0.3284,4,48,67,701
205,1,0,1,19,0.16,0.1364,0.43,0.3284,1,41,98,630
206,1,0,1,20,0.14,0.1212,0.46,0.2537,0,38,90,870
207,1,0,1,21,0.14,0.1061,0.46,0.4179,1,20,53,856
208,1,0,1,22,0.14,0.1212,0.46,0.2985,5,15,9,783
209,1,0,1,23,0.12,0.1364,0.5,0.194,0,6,18,529
210,1,0,1,0,0.12,0.1212,0.5,0.2836,2,5,50,756
211,1,0,1,1,0.12,0.1212,0.5,0.2836,1,1,25,972
212,1,0,1,2,0.12,0.1212,0.5,0.2239,0,3,45,925
213,1,0,1,3,0.12,0.1212,0.5,0.2239,0,1,25,823
214,1,0,1,4,0.1,0.1212,0.54,0.1343,1,3,26,529
215,1,0,1,5,0.1,0.1061,0.54,0.2537,0,3,36,858
216,1,0,1,6,0.12,0.1212,0.5,0.2836,0,31,95,811
217,1,0,1,7,0.12,0.1212,0.5,0.2239,2,77,45,532
218,1,0,1,8,0.12,0.1212,0.5,0.2836,4,188,86,884
219,1,0,1,9,0.14,0.1212,0.5,0.2537,2,94,75,627
220,1,0,1,10,0.14,0.1212,0.5,0.2985,0,31,63,995
221,1,0,1,11,0.16,0.1364,0.47,0.2836,2,30,33,859
222,1,0,1,12,0.2,0.1818,0.4,0.2836,5,52,49,905
223,1,0,1,13,0.2,0.1818,0.4,0.2836,4,54,6,830
224,1,0,1,14,0.2,0.197,0.4,0.2239,0,47,40,732
225,1,0,1,15,0.2,0.197,0.4,0.2239,2,45,15,604
226,1,0,1,16,0.2,0.2121,0.4,0.1343,4,74,56,794
227,1,0,1,17,0.2,0.2273,0.4,0.1045,4,178,3,563
228,1,0,1,18,0.2,0.197,0.4,0.2239,1,155,53,841
229,1,0,1,19,0.16,0.1667,0.47,0.1642,3,95,42,660
230,1,0,1,20,0.16,0.1667,0.5,0.1642,1,74,44,572
231,1,0,1,21,0.14,0.1364,0.59,0.194,1,38,50,536
232,1,0,1,22,0.14,0.1515,0.59,0.1642,2,24,97,739
233,1,0,1,23,0.14,0.1515,0.59,0.1642,0,18,51,557
234,1,0,1,0,0.14,0.1667,0.59,0.1045,2,12,82,839
235,1,0,1,1,0.14,0.1515,0.59,0.1642,0,3,94,535
236,1,0,1,2,0.16,0.1515,0.55,0.194,0,3,48,748
237,1,0,1,5,0.16,0.1818,0.55,0.1343,0,6,13,862
238,1,0,1,6,0.16,0.1818,0.55,0.1343,0,27,89,936
239,1,0,1,7,0.16,0.2273,0.55,0,2,99,51,577
240,1,0,1,8,0.18,0.2121,0.51,0.0896,3,217,25,652
241,1,0,1,9,0.18,0.197,0.51,0.1642,3,130,19,766
242,1,0,1,10,0.2,0.2121,0.51,0.1642,3,54,21,623
243,1,0,1,11,0.2,0.2121,0.47,0.1343,4,35,68,734
244,1,0,1,12,0.2,0.2273,0.51,0.1045,2,57,76,560
245,1,0,1,13,0.2,0.2273,0.59,0.0896,6,52,23,812
246,1,0,1,14,0.2,0.2273,0.59,0.0896,3,63,74,625
247,1,0,1,15,0.16,0.197,0.8,0.0896,2,47,20,557
248,1,0,1,16,0.16,0.1515,0.86,0.2239,4,76,33,779
249,1,0,1,17,0.16,0.1515,0.86,0.2239,6,136,56,603
250,1,0,1,18,0.16,0.1818,0.93,0.1045,1,95,91,615
251,1,0,1,19,0.16,0.2273,0.93,0,0,51,0,971
252,1,0,1,20,0.16,0.1515,0.93,0.194,0,32,36,832
253,1,0,1,21,0.16,0.197,0.86,0.0896,0,20,29,856
254,1,0,1,22,0.16,0.1818,0.93,0.1045,1,29,4,741
255,1,0,1,23,0.16,0.197,0.93,0.0896,1,19,98,708
256,1,0,1,0,0.16,0.197,0.86,0.0896,0,7,25,554
257,1,0,1,1,0.16,0.1818,0.86,0.1045,0,6,54,834
258,1,0,1,2,0.14,0.1515,0.86,0.1343,0,1,48,778
259,1,0,1,5,0.14,0.1515,0.86,0.1642,0,5,19,716
260,1,0,1,6,0.12,0.1515,0.93,0.1343,0,16,8,711
261,1,0,1,7,0.14,0.1515,0.69,0.1343,0,54,42,863
262,1,0,1,8,0.16,0.1667,0.59,0.1642,3,128,0,883
263,1,0,1,9,0.16,0.1364,0.59,0.3284,3,81,11,843
264,1,0,1,10,0.18,0.1818,0.55,0.2239,0,39,38,989
265,1,0,1,11,0.2,0.1818,0.51,0.3881,3,35,94,913
266,1,0,1,12,0.2,0.1515,0.47,0.5821,3,55,51,748
267,1,0,1,13,0.22,0.197,0.44,0.3582,0,49,57,920
268,1,0,1,14,0.2,0.1818,0.47,0.3284,0,44,20,515
269,1,0,1,15,0.2,0.1667,0.47,0.4179,1,49,18,651
270,1,0,1,16,0.22,0.197,0.44,0.3284,5,68,1,590
271,1,0,1,17,0.2,0.1818,0.47,0.3582,0,139,32,831
272,1,0,1,18,0.2,0.1515,0.47,0.5224,2,137,59,723
273,1,0,1,19,0.18,0.1515,0.47,0.4179,1,83,88,852
274,1,0,1,20,0.16,0.1364,0.5,0.3284,2,56,29,618
275,1,0,1,21,0.16,0.1364,0.55,0.3284,0,57,35,567
276,1,0,1,22,0.16,0.1212,0.55,0.4478,1,33,32,806
277,1,0,1,23,0.14,0.1061,0.59,0.4179,1,20,89,748
278,1,0,1,0,0.14,0.1212,0.59,0.2836,1,7,34,618
279,1,0,1,1,0.14,0.1212,0.5,0.2836,0,2,28,668
280,1,0,1,2,0.14,0.1212,0.5,0.3582,0,2,22,609
281,1,0,1,3,0.14,0.1212,0.5,0.3284,0,3,53,522
282,1,0,1,4,0.14,0.1212,0.5,0.2537,0,4,63,657
283,1,0,1,5,0.14,0.1212,0.5,0.2985,0,3,24,542
284,1,0,1,6,0.12,0.1515,0.54,0.1343,0,28,25,500
285,1,0,1,7,0.12,0.1515,0.54,0.1343,0,72,47,699
286,1,0,1,8,0.14,0.1364,0.5,0.194,5,202,3,788
287,1,0,1,9,0.14,0.1212,0.5,0.3284,2,139,83,822
288,1,0,1,10,0.16,0.1364,0.5,0.3582,2,38,87,534
289,1,0,1,11,0.2,0.1667,0.44,0.4478,4,37,19,590
290,1,0,1,12,0.2,0.1667,0.44,0.4179,3,52,68,777
291,1,0,1,13,0.22,0.197,0.41,0.4478,2,83,33,546
292,1,0,1,14,0.22,0.197,0.41,0.3881,3,42,80,543
293,1,0,1,15,0.24,0.2121,0.38,0.2985,5,60,69,597
294,1,0,1,16,0.24,0.2121,0.38,0.3582,2,78,43,842
295,1,0,1,17,0.2,0.1818,0.4,0.2836,4,162,36,692
296,1,0,1,18,0.2,0.1818,0.4,0.3284,3,144,86,941
297,1,0,1,19,0.16,0.1515,0.47,0.2537,1,99,6,594
298,1,0,1,20,0.16,0.1515,0.47,0.2239,0,64,62,583
299,1,0,1,21,0.14,0.1212,0.46,0.2985,0,40,34,758
300,1,0,1,22,0.14,0.1212,0.46,0.3284,0,30,87,733
301,1,0,1,23,0.12,0.1364,0.5,0.194,1,15,39,585
302,1,0,1,0,0.12,0.1364,0.5,0.194,0,14,47,516
303,1,0,1,1,0.1,0.1212,0.54,0.1642,0,5,14,796
304,1,0,1,2,0.1,0.1212,0.54,0.1343,0,1,47,638
305,1,0,1,3,0.1,0.1364,0.54,0.1045,0,1,82,553
306,1,0,1,5,0.1,0.1364,0.54,0.0896,0,8,38,604
307,1,0,1,6,0.1,0.1818,0.54,0,0,17,20,975
308,1,0,1,7,0.1,0.1212,0.74,0.1642,0,70,44,515
309,1,0,1,8,0.12,0.1667,0.68,0,2,158,54,853
310,1,0,1,9,0.14,0.1515,0.69,0.1343,0,117,86,839
311,1,0,1,10,0.18,0.1818,0.55,0.194,4,44,77,686
312,1,0,1,11,0.18,0.1667,0.51,0.2836,6,53,72,752
313,1,0,1,12,0.2,0.197,0.44,0.2537,2,61,54,970
314,1,0,1,13,0.22,0.197,0.37,0.3881,4,77,43,985
315,1,0,1,14,0.22,0.2121,0.41,0.2836,5,64,17,636
316,1,0,1,15,0.24,0.2424,0.38,0.1642,9,68,14,639
317,1,0,1,16,0.22,0.2424,0.41,0.1045,3,90,25,825
318,1,0,1,17,0.22,0.2273,0.41,0.1642,4,159,59,892
319,1,0,1,18,0.2,0.2576,0.47,0,5,139,96,509
320,1,0,1,19,0.16,0.197,0.59,0.0896,3,92,63,962
321,1,0,1,20,0.18,0.2424,0.59,0,0,68,77,702
322,1,0,1,21,0.16,0.2273,0.69,0,4,52,18,655
323,1,0,1,22,0.16,0.2273,0.69,0,2,36,51,845
324,1,0,1,23,0.18,0.2424,0.55,0,1,27,2,863
325,1,0,1,0,0.18,0.2424,0.55,0,3,28,88,881
326,1,0,1,1,0.16,0.197,0.59,0.0896,2,20,60,998
327,1,0,1,2,0.16,0.197,0.59,0.0896,0,12,22,898
328,1,0,1,3,0.16,0.2273,0.59,0,1,8,94,661
329,1,0,1,4,0.16,0.2273,0.59,0,0,5,43,998
330,1,0,1,5,0.16,0.2273,0.59,0,0,1,65,586
331,1,0,1,6,0.14,0.1667,0.63,0.1045,1,3,30,932
332,1,0,1,7,0.14,0.2121,0.63,0,1,10,45,793
333,1,0,1,8,0.14,0.1515,0.63,0.1343,1,23,25,582
334,1,0,1,9,0.16,0.1818,0.64,0.1343,2,33,69,772
335,1,0,1,10,0.18,0.197,0.59,0.1642,2,59,41,975
336,1,0,1,11,0.2,0.197,0.55,0.2239,18,72,61,944
337,1,0,1,12,0.24,0.2273,0.48,0.2239,15,89,23,836
338,1,0,1,13,0.28,0.2576,0.38,0.2985,21,101,25,897
339,1,0,1,14,0.3,0.2879,0.39,0.2836,26,118,28,762
340,1,0,1,15,0.32,0.3182,0.36,0.194,21,129,98,814
341,1,0,1,16,0.34,0.3333,0.34,0.194,33,128,98,537
342,1,0,1,17,0.32,0.303,0.36,0.2836,29,83,80,629
343,1,0,1,18,0.3,0.2879,0.45,0.2537,15,84,57,545
344,1,0,1,19,0.32,0.303,0.39,0.2537,14,74,42,892
345,1,0,1,20,0.32,0.303,0.39,0.2537,6,41,69,841
346,1,0,1,21,0.32,0.303,0.39,0.2239,6,57,9,751
347,1,0,1,22,0.3,0.3182,0.42,0.1045,0,26,96,511
348,1,0,1,23,0.3,0.2879,0.45,0.2836,5,44,79,844
349,1,0,1,0,0.26,0.303,0.56,0,6,39,60,816
350,1,0,1,1,0.26,0.2727,0.56,0.1343,4,23,91,875
351,1,0,1,2,0.26,0.2879,0.56,0.0896,3,16,80,839
352,1,0,1,3,0.22,0.2727,0.69,0,9,15,76,798
353,1,0,1,4,0.26,0.2576,0.56,0.1642,0,1,89,513
354,1,0,1,5,0.26,0.2576,0.56,0.1642,1,2,69,535
355,1,0,1,6,0.26,0.2576,0.56,0.1642,0,1,17,847
356,1,0,1,7,0.24,0.2121,0.56,0.2985,0,3,38,986
357,1,0,1,8,0.22,0.2121,0.55,0.2836,0,18,78,707
358,1,0,1,9,0.22,0.2121,0.51,0.2537,3,32,43,616
359,1,0,1,10,0.22,0.2121,0.51,0.2836,8,79,17,628
360,1,0,1,11,0.24,0.2273,0.44,0.2537,23,93,61,870
361,1,0,1,12,0.24,0.2121,0.41,0.2836,29,104,16,897
362,1,0,1,13,0.26,0.2273,0.35,0.2985,23,118,67,752
363,1,0,1,14,0.28,0.2727,0.36,0.2537,22,91,30,518
364,1,0,1,15,0.26,0.2424,0.38,0.2537,35,113,48,553
365,1,0,1,16,0.24,0.2273,0.38,0.2239,22,99,87,905
366,1,0,1,17,0.22,0.2121,0.37,0.2537,23,105,76,684
367,1,0,1,18,0.2,0.2121,0.4,0.1642,11,67,69,729
368,1,0,1,19,0.18,0.197,0.47,0.1343,14,61,45,928
369,1,0,1,20,0.18,0.197,0.47,0.1642,7,57,63,725
370,1,0,1,21,0.18,0.197,0.51,0.1642,6,28,69,941
371,1,0,1,22,0.2,0.2121,0.49,0.1343,2,21,77,903
372,1,0,1,23,0.2,0.2273,0.4,0.1045,0,18,94,744
373,1,0,1,0,0.2,0.197,0.47,0.2239,1,17,83,980
374,1,0,1,1,0.2,0.197,0.44,0.194,1,16,65,603
375,1,0,1,2,0.18,0.1667,0.43,0.2537,0,8,87,844
376,1,0,1,3,0.18,0.1818,0.43,0.194,0,2,91,667
377,1,0,1,4,0.18,0.197,0.43,0.1343,1,3,41,527
378,1,0,1,5,0.18,0.197,0.43,0.1642,0,1,58,882
379,1,0,1,6,0.18,0.1818,0.43,0.194,0,5,84,704
380,1,0,1,7,0.16,0.1818,0.5,0.1343,4,13,90,661
381,1,0,1,8,0.16,0.1515,0.47,0.2239,3,33,13,655
382,1,0,1,9,0.16,0.1515,0.47,0.2239,8,47,8,920
383,1,0,1,10,0.16,0.1515,0.5,0.2537,7,57,86,530
384,1,0,1,11,0.16,0.1515,0.55,0.194,9,64,84,558
385,1,0,1,12,0.18,0.197,0.47,0.1343,10,80,29,644
386,1,0,1,13,0.18,0.197,0.47,0.1343,13,93,57,841
387,1,0,1,14,0.18,0.2121,0.43,0.1045,12,86,46,531
388,1,0,1,15,0.2,0.2121,0.47,0.1642,21,93,3,560
389,1,0,1,16,0.2,0.2121,0.47,0.1642,6,82,57,798
390,1,0,1,17,0.2,0.197,0.51,0.194,4,71,67,534
391,1,0,1,18,0.18,0.1667,0.55,0.2537,7,92,56,965
392,1,0,1,19,0.18,0.1818,0.59,0.194,2,60,87,951
