instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature_y_5,feature_y_5,feature_y_5,feature_y_5,feature_y_5
20,1,0,1,19,0.42,0.4242,0.88,0.2537,6,37,6,50653.0,1.3877622922787505,0.4521284271007949,463
21,1,0,1,20,0.4,0.4091,0.87,0.2537,11,36,11,46656.0,102109.07002447755,0.9785486907389197,21
22,1,0,1,21,0.4,0.4091,0.87,0.194,3,34,98,39304.0,2.3440166611427986,0.8935123623661174,349
23,1,0,1,22,0.4,0.4091,0.94,0.2239,11,28,17,21952.0,25.90505251316606,0.1210355554669203,220
24,1,0,1,23,0.46,0.4545,0.88,0.2985,15,39,72,59319.0,0.7975605094780727,0.8512229700846954,241
25,1,0,1,0,0.46,0.4545,0.88,0.2985,4,17,45,4913.0,0.5402766739296717,0.9000508174929343,369
26,1,0,1,1,0.44,0.4394,0.94,0.2537,1,17,94,4913.0,1.3249455192268595,0.9000508174929343,402
27,1,0,1,2,0.42,0.4242,1,0.2836,1,9,63,729.0,0.8566369271513424,0.9886955804866999,99
28,1,0,1,3,0.46,0.4545,0.94,0.194,2,6,51,216.0,0.5987202322070889,0.7179850839697136,59
29,1,0,1,4,0.46,0.4545,0.94,0.194,2,3,44,27.0,0.9826059824898337,0.2921388087338362,0
30,1,0,1,6,0.42,0.4242,0.77,0.2985,0,2,58,8.0,0.5017882105819239,0.14550003380861354,64
31,1,0,1,7,0.4,0.4091,0.76,0.194,0,1,11,1.0,102109.07002447755,0.5403023058681398,40
32,1,0,1,8,0.4,0.4091,0.71,0.2239,0,8,69,512.0,1.129668825806919,0.996833390848202,481
33,1,0,1,9,0.38,0.3939,0.76,0.2239,1,20,23,8000.0,6.50281329350808,0.06564512751032302,338
34,1,0,1,10,0.36,0.3485,0.81,0.2239,7,53,65,148877.0,0.5473967051355444,0.9978399678225618,242
35,1,0,1,11,0.36,0.3333,0.71,0.2537,16,70,94,343000.0,1.3249455192268595,0.610518630276102,216
36,1,0,1,12,0.36,0.3333,0.66,0.2985,20,93,61,804357.0,29.513995986914356,0.7806682917959753,491
37,1,0,1,13,0.36,0.3485,0.66,0.1343,11,75,77,421875.0,0.5001199891426975,0.9986131186347414,210
38,1,0,1,14,0.36,0.3485,0.76,0.194,4,59,61,205379.0,29.513995986914356,0.8668913779238857,394
39,1,0,1,15,0.34,0.3333,0.81,0.1642,19,74,82,405224.0,0.7614819393063025,0.8187254508480504,34
40,1,0,1,16,0.34,0.3333,0.71,0.1642,9,76,95,438976.0,0.5940846816900167,0.3072314733386139,477
41,1,0,1,17,0.34,0.3333,0.57,0.194,7,65,93,274625.0,19.33568064408107,0.894535123924783,18
42,1,0,1,18,0.36,0.3333,0.46,0.3284,10,53,65,148877.0,0.5473967051355444,0.9978399678225618,415
43,1,0,1,19,0.32,0.2879,0.42,0.4478,1,30,94,27000.0,1.3249455192268595,0.40598946176217077,380
44,1,0,1,20,0.3,0.2727,0.39,0.3582,5,22,91,10648.0,0.9041693413125955,0.4153243610054981,86
45,1,0,1,21,0.26,0.2273,0.44,0.3284,11,31,29,29791.0,2.9729510585814833,0.7497355341511844,82
46,1,0,1,22,0.24,0.2121,0.44,0.2985,0,9,88,729.0,0.9658118980490871,0.9886955804866999,310
47,1,0,1,23,0.22,0.2273,0.47,0.1642,0,8,79,512.0,1.798925688187395,0.996833390848202,464
48,1,0,1,0,0.22,0.197,0.44,0.3582,0,5,61,125.0,29.513995986914356,0.7877145121442345,206
49,1,0,1,1,0.2,0.1667,0.44,0.4179,0,2,6,8.0,1.3877622922787505,0.14550003380861354,319
50,1,0,1,4,0.16,0.1364,0.47,0.3881,0,1,75,1.0,1.633404121532299,0.5403023058681398,80
51,1,0,1,5,0.16,0.1364,0.47,0.2836,0,3,76,27.0,0.6385257158828442,0.2921388087338362,93
52,1,0,1,6,0.14,0.1061,0.5,0.3881,0,30,6,27000.0,1.3877622922787505,0.40598946176217077,387
53,1,0,1,7,0.14,0.1364,0.5,0.194,1,64,72,262144.0,0.7975605094780727,0.9964567265431309,484
54,1,0,1,8,0.14,0.1212,0.5,0.2836,1,154,7,3652264.0,0.6035051827052901,0.680306108693784,301
55,1,0,1,9,0.16,0.1364,0.43,0.3881,7,88,34,681472.0,0.6539868700870936,0.6500273073821843,103
56,1,0,1,10,0.18,0.1667,0.43,0.2537,11,44,39,85184.0,0.5092180208714154,0.9597172785084751,184
57,1,0,1,11,0.2,0.1818,0.4,0.3284,10,51,24,132651.0,10.590792759495987,0.924225198966451,307
58,1,0,1,12,0.22,0.2121,0.35,0.2985,13,61,84,226981.0,0.5769706814181332,0.5972100308691869,162
59,1,0,1,13,0.24,0.2121,0.35,0.2836,8,61,95,226981.0,0.5940846816900167,0.5972100308691869,76
60,1,0,1,14,0.26,0.2424,0.3,0.2836,11,77,58,456533.0,0.5017882105819239,0.9947179590299335,81
61,1,0,1,15,0.26,0.2424,0.3,0.2537,14,72,83,373248.0,0.5080359962611123,0.08909767185442889,375
62,1,0,1,16,0.26,0.2424,0.3,0.2537,9,76,97,438976.0,0.7248437158702044,0.3072314733386139,11
63,1,0,1,17,0.24,0.2273,0.3,0.2239,11,157,16,3869893.0,1.4043036899381962,0.8083268350251855,361
64,1,0,1,18,0.24,0.2576,0.32,0.1045,9,157,34,3869893.0,0.6539868700870936,0.8083268350251855,137
65,1,0,1,19,0.2,0.2576,0.47,0,8,110,84,1331000.0,0.5769706814181332,0.12997395763495997,15
66,1,0,1,20,0.2,0.2273,0.47,0.1045,3,52,4,140608.0,4.111884294479769,0.9657710534457514,448
67,1,0,1,21,0.18,0.197,0.64,0.1343,3,52,4,140608.0,4.111884294479769,0.9657710534457514,486
68,1,0,1,22,0.14,0.1515,0.69,0.1343,0,20,39,8000.0,0.5092180208714154,0.06564512751032302,452
69,1,0,1,23,0.18,0.2121,0.55,0.1045,1,12,22,1728.0,1.0089303546212294,0.9923168327201398,320
70,1,0,1,0,0.16,0.1818,0.55,0.1045,0,5,89,125.0,0.5376143475480764,0.7877145121442345,373
71,1,0,1,1,0.16,0.1818,0.59,0.1045,0,2,91,8.0,0.9041693413125955,0.14550003380861354,196
72,1,0,1,2,0.14,0.1515,0.63,0.1343,0,1,49,1.0,21.622861843277043,0.5403023058681398,328
73,1,0,1,4,0.14,0.1818,0.63,0.0896,0,2,0,8.0,1.0,0.14550003380861354,148
74,1,0,1,5,0.12,0.1515,0.68,0.1045,0,4,84,64.0,0.5769706814181332,0.39185723042955,470
75,1,0,1,6,0.12,0.1515,0.74,0.1045,0,36,39,46656.0,0.5092180208714154,0.9785486907389197,43
76,1,0,1,7,0.12,0.1515,0.74,0.1343,2,94,87,830584.0,5.612234025512922,0.9524963446376412,453
77,1,0,1,8,0.14,0.1515,0.69,0.1642,2,179,7,5735339.0,0.6035051827052901,0.9467797740366186,51
78,1,0,1,9,0.16,0.1515,0.64,0.2239,2,100,54,1000000.0,2.266489527055483,0.9367521275331447,451
79,1,0,1,10,0.16,0.1364,0.69,0.3284,5,42,66,74088.0,1.0272753459349424,0.983924226468455,129
80,1,0,1,11,0.22,0.2121,0.51,0.2985,7,57,72,185193.0,0.7975605094780727,0.7348597471800759,29
81,1,0,1,12,0.22,0.2273,0.51,0.1642,12,78,88,474552.0,0.9658118980490871,0.28835490585704365,345
82,1,0,1,13,0.24,0.2273,0.56,0.194,18,97,94,912673.0,1.3249455192268595,0.8744126871967961,484
83,1,0,1,14,0.26,0.2576,0.52,0.2239,9,63,51,250047.0,0.5987202322070889,0.21166754060601453,1
84,1,0,1,15,0.28,0.2727,0.52,0.2537,17,65,60,274625.0,1.4384569591461411,0.894535123924783,158
85,1,0,1,16,0.3,0.2879,0.49,0.2537,15,83,61,571787.0,29.513995986914356,0.14123908682440878,462
86,1,0,1,17,0.28,0.2727,0.48,0.2239,10,212,25,9528128.0,1.1525407907094694,0.48388694787438213,426
87,1,0,1,18,0.26,0.2576,0.48,0.194,3,182,51,6028568.0,0.5987202322070889,0.7976641834043365,73
88,1,0,1,19,0.24,0.2576,0.48,0.1045,2,112,59,1404928.0,0.6109713317819904,0.088550854297912,127
89,1,0,1,20,0.24,0.2576,0.48,0.1045,1,54,0,157464.0,1.0,0.4598085148240586,255
90,1,0,1,21,0.22,0.2727,0.64,0,0,48,64,110592.0,0.5208262701161901,0.08451108251254075,190
91,1,0,1,22,0.22,0.2576,0.64,0.0896,1,35,19,42875.0,0.869658074441806,0.11401167733032609,16
92,1,0,1,23,0.2,0.2273,0.69,0.0896,2,11,58,1331.0,0.5017882105819239,0.5102807461770535,433
93,1,0,1,0,0.2,0.2576,0.64,0,0,6,59,216.0,0.6109713317819904,0.7179850839697136,474
94,1,0,1,1,0.16,0.197,0.74,0.0896,0,6,43,216.0,5.944410581534946,0.7179850839697136,421
95,1,0,1,2,0.16,0.197,0.74,0.0896,0,2,5,8.0,24.34527915938213,0.14550003380861354,294
96,1,0,1,4,0.24,0.2273,0.48,0.2239,0,2,74,8.0,67.32311401195065,0.14550003380861354,301
97,1,0,1,5,0.22,0.2273,0.47,0.1642,0,3,7,27.0,0.6035051827052901,0.2921388087338362,463
98,1,0,1,6,0.2,0.197,0.47,0.2239,0,33,3,35937.0,0.8763320184878719,0.9487196478676775,212
99,1,0,1,7,0.18,0.1818,0.43,0.194,1,88,57,681472.0,0.696298942266857,0.6500273073821843,77
100,1,0,1,8,0.2,0.1818,0.4,0.2985,3,195,71,7414875.0,0.5125433048899948,0.9985205179705156,18
101,1,0,1,9,0.22,0.197,0.37,0.3284,6,115,83,1520875.0,0.5080359962611123,0.15069075745855756,151
102,1,0,1,10,0.22,0.197,0.37,0.3284,4,57,21,185193.0,0.5444678790179037,0.7348597471800759,325
103,1,0,1,11,0.26,0.2273,0.33,0.3284,12,46,62,97336.0,3.8340720458680737,0.9993940599134129,234
104,1,0,1,12,0.26,0.2273,0.33,0.3284,5,79,11,493039.0,102109.07002447755,0.8306410854894761,161
105,1,0,1,13,0.28,0.2576,0.3,0.2985,6,71,3,357911.0,0.8763320184878719,0.33777391432627846,281
106,1,0,1,14,0.3,0.2879,0.28,0.194,10,62,91,238328.0,0.9041693413125955,0.878485497608328,442
107,1,0,1,15,0.3,0.2879,0.28,0.194,7,62,94,238328.0,1.3249455192268595,0.878485497608328,319
108,1,0,1,16,0.3,0.3182,0.28,0.0896,4,89,91,704969.0,0.9041693413125955,0.3154429795766605,123
109,1,0,1,17,0.24,0.2273,0.38,0.194,4,190,32,6859000.0,0.6445680044638951,0.029321371195559005,366
110,1,0,1,18,0.24,0.2424,0.38,0.1343,3,169,48,4826809.0,4.315081398019611,0.9972942925625753,8
111,1,0,1,19,0.24,0.2576,0.38,0.1045,5,132,54,2299968.0,2.266489527055483,0.16358673587781578,88
112,1,0,1,20,0.22,0.2273,0.47,0.1642,7,89,52,704969.0,0.503365605112174,0.3154429795766605,435
113,1,0,1,21,0.2,0.197,0.51,0.194,3,43,96,79507.0,0.5041370124924979,0.9102631815448695,55
114,1,0,1,22,0.18,0.197,0.55,0.1343,1,42,27,74088.0,0.5111492047520422,0.983924226468455,476
115,1,0,1,23,0.2,0.2576,0.47,0,1,19,90,6859.0,0.5279840346175494,0.6190709191736287,61
116,1,0,1,0,0.18,0.2424,0.55,0,0,11,37,1331.0,2.8053491651647224,0.5102807461770535,336
117,1,0,1,1,0.16,0.2273,0.64,0,0,4,84,64.0,0.5769706814181332,0.39185723042955,80
118,1,0,1,2,0.16,0.2273,0.64,0,0,2,23,8.0,6.50281329350808,0.14550003380861354,20
119,1,0,1,4,0.16,0.197,0.64,0.0896,0,1,86,1.0,13.064798934155936,0.5403023058681398,193
120,1,0,1,5,0.14,0.1818,0.69,0.0896,0,4,94,64.0,1.3249455192268595,0.39185723042955,184
121,1,0,1,6,0.14,0.1667,0.63,0.1045,0,36,96,46656.0,0.5041370124924979,0.9785486907389197,139
122,1,0,1,7,0.16,0.2273,0.59,0,0,95,32,857375.0,0.6445680044638951,0.9814938312063979,60
123,1,0,1,8,0.16,0.2273,0.59,0,3,219,10,10503459.0,2.193083986739962,0.8745240759314311,373
124,1,0,1,9,0.18,0.2424,0.51,0,6,122,74,1815848.0,67.32311401195065,0.39655079762680157,478
125,1,0,1,10,0.2,0.2576,0.47,0,3,45,3,91125.0,0.8763320184878719,0.9993335830491854,308
126,1,0,1,11,0.22,0.2576,0.44,0.0896,2,59,91,205379.0,0.9041693413125955,0.8668913779238857,137
127,1,0,1,12,0.26,0.2879,0.35,0,6,84,11,592704.0,102109.07002447755,0.13399521291272173,494
128,1,0,1,13,0.26,0.2727,0.35,0.1045,12,67,29,300763.0,2.9729510585814833,0.8706451185026877,143
129,1,0,1,14,0.28,0.2727,0.36,0.1642,11,70,78,343000.0,0.6605113804923478,0.610518630276102,408
130,1,0,1,15,0.28,0.2727,0.36,0,8,62,76,238328.0,0.6385257158828442,0.878485497608328,144
131,1,0,1,16,0.26,0.2576,0.38,0.1642,12,86,25,636056.0,1.1525407907094694,0.9628520276238026,104
132,1,0,1,17,0.22,0.2273,0.51,0.1642,9,172,45,5088448.0,0.5402766739296717,0.5782594610266694,352
133,1,0,1,18,0.22,0.2273,0.51,0.1343,5,163,4,4330747.0,4.111884294479769,0.26284501920202746,254
134,1,0,1,19,0.22,0.2576,0.55,0.0896,3,112,60,1404928.0,1.4384569591461411,0.088550854297912,152
135,1,0,1,20,0.2,0.2121,0.51,0.1642,3,69,81,328509.0,2.7018847930632726,0.48834807665143615,182
136,1,0,1,21,0.22,0.2121,0.55,0.2239,0,48,70,110592.0,0.5637325966004665,0.08451108251254075,228
137,1,0,1,22,0.22,0.2121,0.51,0.2836,1,52,75,140608.0,1.633404121532299,0.9657710534457514,367
138,1,0,1,23,0.2,0.197,0.59,0.194,4,23,17,12167.0,25.90505251316606,0.9255361136380498,331
139,1,0,1,0,0.2,0.197,0.64,0.194,4,17,81,4913.0,2.7018847930632726,0.9000508174929343,175
140,1,0,1,1,0.2,0.197,0.69,0.2239,2,7,93,343.0,19.33568064408107,0.8438377837054513,8
141,1,0,1,2,0.2,0.197,0.69,0.2239,0,1,62,1.0,3.8340720458680737,0.5403023058681398,453
142,1,0,1,4,0.2,0.2121,0.69,0.1343,0,1,64,1.0,0.5208262701161901,0.5403023058681398,458
143,1,0,1,5,0.22,0.2727,0.55,0,0,5,40,125.0,0.573028742574676,0.7877145121442345,455
144,1,0,1,6,0.2,0.2576,0.69,0,8,34,68,39304.0,9.796975387185967,0.8935123623661174,407
145,1,0,1,7,0.2,0.2121,0.69,0.1343,8,84,83,592704.0,0.5080359962611123,0.13399521291272173,122
146,1,0,1,8,0.2,0.197,0.51,0.2537,20,210,1,9261000.0,0.5430441251857795,0.8993339484284346,391
147,1,0,1,9,0.2,0.1818,0.47,0.2985,9,134,69,2406104.0,1.129668825806919,0.5630868711673894,35
148,1,0,1,10,0.22,0.197,0.37,0.3284,16,63,70,250047.0,0.5637325966004665,0.21166754060601453,380
149,1,0,1,11,0.2,0.197,0.4,0.2239,19,67,29,300763.0,2.9729510585814833,0.8706451185026877,182
150,1,0,1,12,0.2,0.197,0.37,0.2537,9,59,17,205379.0,25.90505251316606,0.8668913779238857,386
151,1,0,1,13,0.2,0.1818,0.37,0.2836,9,73,41,389017.0,1.1885273858987428,0.9908866931049745,366
152,1,0,1,14,0.2,0.197,0.4,0.2537,7,50,94,125000.0,1.3249455192268595,0.6748066245382345,271
153,1,0,1,15,0.2,0.2121,0.37,0.1642,9,72,95,373248.0,0.5940846816900167,0.08909767185442889,128
154,1,0,1,16,0.2,0.2121,0.37,0.1642,5,87,37,658503.0,2.8053491651647224,0.9988925837752082,32
155,1,0,1,17,0.2,0.2576,0.37,0,9,187,76,6539203.0,0.6385257158828442,0.9931284058776711,212
156,1,0,1,18,0.2,0.2273,0.4,0.0896,7,123,89,1860867.0,0.5376143475480764,0.4173093082358627,456
157,1,0,1,19,0.16,0.197,0.55,0.0896,3,95,39,857375.0,0.5092180208714154,0.9814938312063979,376
158,1,0,1,20,0.18,0.2121,0.47,0.1045,1,51,83,132651.0,0.5080359962611123,0.924225198966451,397
159,1,0,1,21,0.18,0.197,0.47,0.1343,0,39,11,59319.0,102109.07002447755,0.8512229700846954,398
160,1,0,1,22,0.18,0.197,0.43,0.1642,2,36,33,46656.0,0.500022035944306,0.9785486907389197,307
161,1,0,1,23,0.18,0.197,0.51,0.1642,1,15,39,3375.0,0.5092180208714154,0.5982426949828721,261
162,1,0,1,0,0.18,0.197,0.51,0.1642,1,25,62,15625.0,3.8340720458680737,0.2849338062760266,494
163,1,0,1,1,0.18,0.2121,0.55,0.0896,1,16,79,4096.0,1.798925688187395,0.803990613485849,124
164,1,0,1,2,0.18,0.2424,0.55,0,3,16,91,4096.0,0.9041693413125955,0.803990613485849,273
165,1,0,1,3,0.18,0.197,0.55,0.1642,0,7,69,343.0,1.129668825806919,0.8438377837054513,370
166,1,0,1,4,0.18,0.197,0.55,0.1642,0,1,73,1.0,3.0937909668046757,0.5403023058681398,227
167,1,0,1,5,0.16,0.1667,0.74,0.1642,0,5,22,125.0,1.0089303546212294,0.7877145121442345,47
168,1,0,1,6,0.16,0.1667,0.74,0.1642,0,2,70,8.0,0.5637325966004665,0.14550003380861354,289
169,1,0,1,7,0.16,0.1818,0.74,0.1045,1,9,57,729.0,0.696298942266857,0.9886955804866999,76
170,1,0,1,8,0.16,0.1818,0.93,0.1045,0,15,46,3375.0,0.5258208681509198,0.5982426949828721,195
171,1,0,1,9,0.16,0.1818,0.93,0.1045,0,20,51,8000.0,0.5987202322070889,0.06564512751032302,106
172,1,0,1,10,0.18,0.197,0.8,0.1642,5,61,25,226981.0,1.1525407907094694,0.5972100308691869,317
173,1,0,1,11,0.2,0.1818,0.69,0.3881,2,62,69,238328.0,1.129668825806919,0.878485497608328,48
174,1,0,1,12,0.2,0.1818,0.59,0.3582,8,98,47,941192.0,0.8900177298266997,0.6335358686373416,312
175,1,0,1,13,0.2,0.1818,0.44,0.3284,7,102,98,1061208.0,2.3440166611427986,0.99997383432357,438
176,1,0,1,14,0.2,0.1667,0.32,0.4925,12,95,20,857375.0,0.5227541141700891,0.9814938312063979,423
177,1,0,1,15,0.2,0.1667,0.32,0.4478,5,74,75,405224.0,1.633404121532299,0.8187254508480504,172
178,1,0,1,16,0.18,0.1364,0.29,0.4478,8,76,5,438976.0,24.34527915938213,0.3072314733386139,239
179,1,0,1,17,0.16,0.1212,0.37,0.5522,5,69,18,328509.0,4.015858573649374,0.48834807665143615,466
180,1,0,1,18,0.14,0.1212,0.39,0.2985,3,55,26,166375.0,0.5673570710394846,0.8223078391293215,330
181,1,0,1,19,0.14,0.1212,0.36,0.2537,4,30,8,27000.0,0.5026746699330502,0.40598946176217077,203
182,1,0,1,20,0.12,0.1212,0.36,0.2537,0,28,51,21952.0,0.5987202322070889,0.1210355554669203,367
183,1,0,1,21,0.12,0.1061,0.39,0.3582,2,37,66,50653.0,1.0272753459349424,0.4521284271007949,239
184,1,0,1,22,0.12,0.1061,0.36,0.3881,1,34,14,39304.0,0.5023592408312615,0.8935123623661174,196
185,1,0,1,23,0.1,0.0606,0.39,0.4478,0,22,12,10648.0,2.15783677484981,0.4153243610054981,16
186,1,0,1,0,0.1,0.0758,0.42,0.3881,1,25,49,15625.0,21.622861843277043,0.2849338062760266,186
187,1,0,1,1,0.1,0.0606,0.42,0.4627,0,12,96,1728.0,0.5041370124924979,0.9923168327201398,470
188,1,0,1,2,0.1,0.0606,0.46,0.4627,0,11,18,1331.0,4.015858573649374,0.5102807461770535,204
189,1,0,1,3,0.1,0.0758,0.46,0.4179,0,4,36,64.0,121.63753475026189,0.39185723042955,447
190,1,0,1,4,0.08,0.0909,0.53,0.194,0,1,94,1.0,1.3249455192268595,0.5403023058681398,54
191,1,0,1,5,0.08,0.0909,0.53,0.194,0,1,85,1.0,1.213703616753761,0.5403023058681398,289
192,1,0,1,6,0.1,0.0909,0.49,0.2836,0,1,34,1.0,0.6539868700870936,0.5403023058681398,276
193,1,0,1,7,0.08,0.0909,0.53,0.194,1,6,93,216.0,19.33568064408107,0.7179850839697136,41
194,1,0,1,8,0.1,0.0909,0.49,0.2836,0,10,60,1000.0,1.4384569591461411,0.5623790762907029,439
195,1,0,1,9,0.12,0.0758,0.46,0.5224,0,19,10,6859.0,2.193083986739962,0.6190709191736287,333
196,1,0,1,10,0.14,0.1061,0.43,0.3881,0,49,63,117649.0,0.8566369271513424,0.876003261987607,83
197,1,0,1,11,0.16,0.1212,0.4,0.5224,2,49,31,117649.0,1.6779583343684343,0.876003261987607,467
198,1,0,1,12,0.18,0.1364,0.37,0.4478,4,83,80,571787.0,163.63007223971312,0.14123908682440878,262
199,1,0,1,13,0.2,0.1667,0.34,0.4478,6,75,84,421875.0,0.5769706814181332,0.9986131186347414,260
200,1,0,1,14,0.22,0.1818,0.32,0.4627,8,72,70,373248.0,0.5637325966004665,0.08909767185442889,87
201,1,0,1,15,0.22,0.197,0.35,0.3582,5,82,36,551368.0,121.63753475026189,0.9358048728143991,391
202,1,0,1,16,0.2,0.1667,0.34,0.4478,13,92,39,778688.0,0.5092180208714154,0.961465970943261,213
203,1,0,1,17,0.18,0.1515,0.37,0.3881,3,62,6,238328.0,1.3877622922787505,0.878485497608328,377
204,1,0,1,18,0.16,0.1364,0.4,0.3284,4,48,9,110592.0,0.7081558739235672,0.08451108251254075,448
205,1,0,1,19,0.16,0.1364,0.43,0.3284,1,41,89,68921.0,0.5376143475480764,0.738222025394855,469
206,1,0,1,20,0.14,0.1212,0.46,0.2537,0,38,71,54872.0,0.5125433048899948,0.5875954370147703,478
207,1,0,1,21,0.14,0.1061,0.46,0.4179,1,20,70,8000.0,0.5637325966004665,0.06564512751032302,202
208,1,0,1,22,0.14,0.1212,0.46,0.2985,5,15,18,3375.0,4.015858573649374,0.5982426949828721,365
209,1,0,1,23,0.12,0.1364,0.5,0.194,0,6,91,216.0,0.9041693413125955,0.7179850839697136,495
210,1,0,1,0,0.12,0.1212,0.5,0.2836,2,5,31,125.0,1.6779583343684343,0.7877145121442345,433
211,1,0,1,1,0.12,0.1212,0.5,0.2836,1,1,60,1.0,1.4384569591461411,0.5403023058681398,252
212,1,0,1,2,0.12,0.1212,0.5,0.2239,0,3,9,27.0,0.7081558739235672,0.2921388087338362,101
213,1,0,1,3,0.12,0.1212,0.5,0.2239,0,1,37,1.0,2.8053491651647224,0.5403023058681398,4
214,1,0,1,4,0.1,0.1212,0.54,0.1343,1,3,94,27.0,1.3249455192268595,0.2921388087338362,382
215,1,0,1,5,0.1,0.1061,0.54,0.2537,0,3,69,27.0,1.129668825806919,0.2921388087338362,190
216,1,0,1,6,0.12,0.1212,0.5,0.2836,0,31,22,29791.0,1.0089303546212294,0.7497355341511844,64
217,1,0,1,7,0.12,0.1212,0.5,0.2239,2,77,81,456533.0,2.7018847930632726,0.9947179590299335,194
218,1,0,1,8,0.12,0.1212,0.5,0.2836,4,188,56,6644672.0,2.09008693583188,0.7863827988725233,500
219,1,0,1,9,0.14,0.1212,0.5,0.2537,2,94,9,830584.0,0.7081558739235672,0.9524963446376412,142
220,1,0,1,10,0.14,0.1212,0.5,0.2985,0,31,58,29791.0,0.5017882105819239,0.7497355341511844,213
221,1,0,1,11,0.16,0.1364,0.47,0.2836,2,30,9,27000.0,0.7081558739235672,0.40598946176217077,48
222,1,0,1,12,0.2,0.1818,0.4,0.2836,5,52,39,140608.0,0.5092180208714154,0.9657710534457514,170
223,1,0,1,13,0.2,0.1818,0.4,0.2836,4,54,46,157464.0,0.5258208681509198,0.4598085148240586,295
224,1,0,1,14,0.2,0.197,0.4,0.2239,0,47,91,103823.0,0.9041693413125955,0.937988120773989,351
225,1,0,1,15,0.2,0.197,0.4,0.2239,2,45,93,91125.0,19.33568064408107,0.9993335830491854,362
226,1,0,1,16,0.2,0.2121,0.4,0.1343,4,74,2,405224.0,0.5237528663423374,0.8187254508480504,32
227,1,0,1,17,0.2,0.2273,0.4,0.1045,4,178,94,5639752.0,1.3249455192268595,0.8396242732213816,58
228,1,0,1,18,0.2,0.197,0.4,0.2239,1,155,23,3723875.0,6.50281329350808,0.7554616097652932,296
229,1,0,1,19,0.16,0.1667,0.47,0.1642,3,95,60,857375.0,1.4384569591461411,0.9814938312063979,114
230,1,0,1,20,0.16,0.1667,0.5,0.1642,1,74,10,405224.0,2.193083986739962,0.8187254508480504,400
231,1,0,1,21,0.14,0.1364,0.59,0.194,1,38,3,54872.0,0.8763320184878719,0.5875954370147703,484
232,1,0,1,22,0.14,0.1515,0.59,0.1642,2,24,96,13824.0,0.5041370124924979,0.5467452846558348,268
233,1,0,1,23,0.14,0.1515,0.59,0.1642,0,18,34,5832.0,0.6539868700870936,0.35859409564894423,249
234,1,0,1,0,0.14,0.1667,0.59,0.1045,2,12,77,1728.0,0.5001199891426975,0.9923168327201398,45
235,1,0,1,1,0.14,0.1515,0.59,0.1642,0,3,52,27.0,0.503365605112174,0.2921388087338362,347
236,1,0,1,2,0.16,0.1515,0.55,0.194,0,3,47,27.0,0.8900177298266997,0.2921388087338362,176
237,1,0,1,5,0.16,0.1818,0.55,0.1343,0,6,46,216.0,0.5258208681509198,0.7179850839697136,265
238,1,0,1,6,0.16,0.1818,0.55,0.1343,0,27,72,19683.0,0.7975605094780727,0.6042076152123113,332
239,1,0,1,7,0.16,0.2273,0.55,0,2,99,100,970299.0,2.025790915867646,0.7380522953874156,272
