instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1,feature2,feature3
69,1,0,1,23,0.18,0.2121,0.55,0.1045,1,12,88,970,42
70,1,0,1,0,0.16,0.1818,0.55,0.1045,0,5,56,867,61
71,1,0,1,1,0.16,0.1818,0.59,0.1045,0,2,100,907,193
72,1,0,1,2,0.14,0.1515,0.63,0.1343,0,1,72,547,30
73,1,0,1,4,0.14,0.1818,0.63,0.0896,0,2,79,558,58
74,1,0,1,5,0.12,0.1515,0.68,0.1045,0,4,38,769,215
75,1,0,1,6,0.12,0.1515,0.74,0.1045,0,36,79,524,208
76,1,0,1,7,0.12,0.1515,0.74,0.1343,2,94,15,868,15
77,1,0,1,8,0.14,0.1515,0.69,0.1642,2,179,98,781,40
78,1,0,1,9,0.16,0.1515,0.64,0.2239,2,100,10,615,208
79,1,0,1,10,0.16,0.1364,0.69,0.3284,5,42,75,645,104
80,1,0,1,11,0.22,0.2121,0.51,0.2985,7,57,99,747,44
81,1,0,1,12,0.22,0.2273,0.51,0.1642,12,78,52,940,233
82,1,0,1,13,0.24,0.2273,0.56,0.194,18,97,69,672,173
83,1,0,1,14,0.26,0.2576,0.52,0.2239,9,63,81,936,228
84,1,0,1,15,0.28,0.2727,0.52,0.2537,17,65,70,784,71
85,1,0,1,16,0.3,0.2879,0.49,0.2537,15,83,32,597,26
86,1,0,1,17,0.28,0.2727,0.48,0.2239,10,212,36,507,144
87,1,0,1,18,0.26,0.2576,0.48,0.194,3,182,48,979,242
88,1,0,1,19,0.24,0.2576,0.48,0.1045,2,112,85,635,90
89,1,0,1,20,0.24,0.2576,0.48,0.1045,1,54,51,544,41
90,1,0,1,21,0.22,0.2727,0.64,0,0,48,87,620,247
91,1,0,1,22,0.22,0.2576,0.64,0.0896,1,35,39,999,23
92,1,0,1,23,0.2,0.2273,0.69,0.0896,2,11,6,701,140
93,1,0,1,0,0.2,0.2576,0.64,0,0,6,35,503,126
94,1,0,1,1,0.16,0.197,0.74,0.0896,0,6,78,572,229
95,1,0,1,2,0.16,0.197,0.74,0.0896,0,2,95,528,42
96,1,0,1,4,0.24,0.2273,0.48,0.2239,0,2,35,521,192
97,1,0,1,5,0.22,0.2273,0.47,0.1642,0,3,6,833,93
98,1,0,1,6,0.2,0.197,0.47,0.2239,0,33,17,634,217
99,1,0,1,7,0.18,0.1818,0.43,0.194,1,88,96,866,107
100,1,0,1,8,0.2,0.1818,0.4,0.2985,3,195,91,873,186
101,1,0,1,9,0.22,0.197,0.37,0.3284,6,115,24,846,142
102,1,0,1,10,0.22,0.197,0.37,0.3284,4,57,88,876,217
103,1,0,1,11,0.26,0.2273,0.33,0.3284,12,46,9,807,240
104,1,0,1,12,0.26,0.2273,0.33,0.3284,5,79,99,516,200
105,1,0,1,13,0.28,0.2576,0.3,0.2985,6,71,5,681,115
106,1,0,1,14,0.3,0.2879,0.28,0.194,10,62,28,619,229
107,1,0,1,15,0.3,0.2879,0.28,0.194,7,62,48,810,102
108,1,0,1,16,0.3,0.3182,0.28,0.0896,4,89,95,951,12
109,1,0,1,17,0.24,0.2273,0.38,0.194,4,190,14,530,225
110,1,0,1,18,0.24,0.2424,0.38,0.1343,3,169,27,660,121
111,1,0,1,19,0.24,0.2576,0.38,0.1045,5,132,76,896,120
112,1,0,1,20,0.22,0.2273,0.47,0.1642,7,89,78,712,230
113,1,0,1,21,0.2,0.197,0.51,0.194,3,43,76,519,101
114,1,0,1,22,0.18,0.197,0.55,0.1343,1,42,14,773,200
115,1,0,1,23,0.2,0.2576,0.47,0,1,19,21,500,174
116,1,0,1,0,0.18,0.2424,0.55,0,0,11,40,850,146
117,1,0,1,1,0.16,0.2273,0.64,0,0,4,95,602,241
118,1,0,1,2,0.16,0.2273,0.64,0,0,2,31,875,100
119,1,0,1,4,0.16,0.197,0.64,0.0896,0,1,9,731,84
120,1,0,1,5,0.14,0.1818,0.69,0.0896,0,4,6,922,114
121,1,0,1,6,0.14,0.1667,0.63,0.1045,0,36,3,954,119
122,1,0,1,7,0.16,0.2273,0.59,0,0,95,65,616,107
123,1,0,1,8,0.16,0.2273,0.59,0,3,219,70,926,238
124,1,0,1,9,0.18,0.2424,0.51,0,6,122,21,993,153
125,1,0,1,10,0.2,0.2576,0.47,0,3,45,10,779,212
126,1,0,1,11,0.22,0.2576,0.44,0.0896,2,59,27,845,136
127,1,0,1,12,0.26,0.2879,0.35,0,6,84,7,572,19
128,1,0,1,13,0.26,0.2727,0.35,0.1045,12,67,10,696,209
129,1,0,1,14,0.28,0.2727,0.36,0.1642,11,70,46,848,93
130,1,0,1,15,0.28,0.2727,0.36,0,8,62,7,825,146
131,1,0,1,16,0.26,0.2576,0.38,0.1642,12,86,44,801,79
132,1,0,1,17,0.22,0.2273,0.51,0.1642,9,172,86,630,205
133,1,0,1,18,0.22,0.2273,0.51,0.1343,5,163,12,639,127
134,1,0,1,19,0.22,0.2576,0.55,0.0896,3,112,71,514,37
135,1,0,1,20,0.2,0.2121,0.51,0.1642,3,69,7,710,119
136,1,0,1,21,0.22,0.2121,0.55,0.2239,0,48,45,804,183
137,1,0,1,22,0.22,0.2121,0.51,0.2836,1,52,81,662,59
138,1,0,1,23,0.2,0.197,0.59,0.194,4,23,85,795,173
139,1,0,1,0,0.2,0.197,0.64,0.194,4,17,99,888,199
140,1,0,1,1,0.2,0.197,0.69,0.2239,2,7,59,949,3
141,1,0,1,2,0.2,0.197,0.69,0.2239,0,1,39,705,119
142,1,0,1,4,0.2,0.2121,0.69,0.1343,0,1,21,908,158
143,1,0,1,5,0.22,0.2727,0.55,0,0,5,32,789,4
144,1,0,1,6,0.2,0.2576,0.69,0,8,34,51,979,224
145,1,0,1,7,0.2,0.2121,0.69,0.1343,8,84,73,789,160
146,1,0,1,8,0.2,0.197,0.51,0.2537,20,210,19,686,103
147,1,0,1,9,0.2,0.1818,0.47,0.2985,9,134,90,773,226
148,1,0,1,10,0.22,0.197,0.37,0.3284,16,63,10,694,88
149,1,0,1,11,0.2,0.197,0.4,0.2239,19,67,32,939,71
150,1,0,1,12,0.2,0.197,0.37,0.2537,9,59,97,844,30
151,1,0,1,13,0.2,0.1818,0.37,0.2836,9,73,52,669,182
152,1,0,1,14,0.2,0.197,0.4,0.2537,7,50,1,535,103
153,1,0,1,15,0.2,0.2121,0.37,0.1642,9,72,18,582,144
154,1,0,1,16,0.2,0.2121,0.37,0.1642,5,87,36,838,199
155,1,0,1,17,0.2,0.2576,0.37,0,9,187,56,954,58
156,1,0,1,18,0.2,0.2273,0.4,0.0896,7,123,55,515,28
157,1,0,1,19,0.16,0.197,0.55,0.0896,3,95,39,959,173
158,1,0,1,20,0.18,0.2121,0.47,0.1045,1,51,35,857,226
159,1,0,1,21,0.18,0.197,0.47,0.1343,0,39,55,543,176
160,1,0,1,22,0.18,0.197,0.43,0.1642,2,36,12,936,126
161,1,0,1,23,0.18,0.197,0.51,0.1642,1,15,100,606,152
162,1,0,1,0,0.18,0.197,0.51,0.1642,1,25,58,774,92
163,1,0,1,1,0.18,0.2121,0.55,0.0896,1,16,3,914,112
164,1,0,1,2,0.18,0.2424,0.55,0,3,16,1,751,51
165,1,0,1,3,0.18,0.197,0.55,0.1642,0,7,27,850,3
166,1,0,1,4,0.18,0.197,0.55,0.1642,0,1,36,667,2
167,1,0,1,5,0.16,0.1667,0.74,0.1642,0,5,48,805,96
168,1,0,1,6,0.16,0.1667,0.74,0.1642,0,2,14,701,202
169,1,0,1,7,0.16,0.1818,0.74,0.1045,1,9,100,686,44
170,1,0,1,8,0.16,0.1818,0.93,0.1045,0,15,42,861,153
171,1,0,1,9,0.16,0.1818,0.93,0.1045,0,20,56,849,30
172,1,0,1,10,0.18,0.197,0.8,0.1642,5,61,2,720,61
173,1,0,1,11,0.2,0.1818,0.69,0.3881,2,62,15,806,192
174,1,0,1,12,0.2,0.1818,0.59,0.3582,8,98,91,571,10
175,1,0,1,13,0.2,0.1818,0.44,0.3284,7,102,50,826,81
176,1,0,1,14,0.2,0.1667,0.32,0.4925,12,95,61,871,214
177,1,0,1,15,0.2,0.1667,0.32,0.4478,5,74,31,930,144
178,1,0,1,16,0.18,0.1364,0.29,0.4478,8,76,69,944,126
179,1,0,1,17,0.16,0.1212,0.37,0.5522,5,69,25,547,151
180,1,0,1,18,0.14,0.1212,0.39,0.2985,3,55,84,662,77
181,1,0,1,19,0.14,0.1212,0.36,0.2537,4,30,28,975,189
182,1,0,1,20,0.12,0.1212,0.36,0.2537,0,28,89,752,47
183,1,0,1,21,0.12,0.1061,0.39,0.3582,2,37,69,969,183
184,1,0,1,22,0.12,0.1061,0.36,0.3881,1,34,90,504,7
185,1,0,1,23,0.1,0.0606,0.39,0.4478,0,22,70,982,161
186,1,0,1,0,0.1,0.0758,0.42,0.3881,1,25,94,921,52
187,1,0,1,1,0.1,0.0606,0.42,0.4627,0,12,72,752,249
188,1,0,1,2,0.1,0.0606,0.46,0.4627,0,11,75,630,122
189,1,0,1,3,0.1,0.0758,0.46,0.4179,0,4,56,795,103
190,1,0,1,4,0.08,0.0909,0.53,0.194,0,1,98,927,165
191,1,0,1,5,0.08,0.0909,0.53,0.194,0,1,70,573,245
192,1,0,1,6,0.1,0.0909,0.49,0.2836,0,1,2,703,100
193,1,0,1,7,0.08,0.0909,0.53,0.194,1,6,83,770,6
194,1,0,1,8,0.1,0.0909,0.49,0.2836,0,10,89,857,7
195,1,0,1,9,0.12,0.0758,0.46,0.5224,0,19,35,743,177
196,1,0,1,10,0.14,0.1061,0.43,0.3881,0,49,82,590,106
197,1,0,1,11,0.16,0.1212,0.4,0.5224,2,49,7,579,107
198,1,0,1,12,0.18,0.1364,0.37,0.4478,4,83,42,830,44
199,1,0,1,13,0.2,0.1667,0.34,0.4478,6,75,95,826,116
200,1,0,1,14,0.22,0.1818,0.32,0.4627,8,72,79,666,114
201,1,0,1,15,0.22,0.197,0.35,0.3582,5,82,59,681,149
202,1,0,1,16,0.2,0.1667,0.34,0.4478,13,92,6,840,109
203,1,0,1,17,0.18,0.1515,0.37,0.3881,3,62,21,656,42
204,1,0,1,18,0.16,0.1364,0.4,0.3284,4,48,12,584,209
205,1,0,1,19,0.16,0.1364,0.43,0.3284,1,41,53,928,219
206,1,0,1,20,0.14,0.1212,0.46,0.2537,0,38,30,610,109
207,1,0,1,21,0.14,0.1061,0.46,0.4179,1,20,73,755,151
208,1,0,1,22,0.14,0.1212,0.46,0.2985,5,15,58,748,64
209,1,0,1,23,0.12,0.1364,0.5,0.194,0,6,14,971,27
210,1,0,1,0,0.12,0.1212,0.5,0.2836,2,5,79,916,200
211,1,0,1,1,0.12,0.1212,0.5,0.2836,1,1,95,994,244
212,1,0,1,2,0.12,0.1212,0.5,0.2239,0,3,22,632,199
213,1,0,1,3,0.12,0.1212,0.5,0.2239,0,1,16,886,110
214,1,0,1,4,0.1,0.1212,0.54,0.1343,1,3,89,992,94
215,1,0,1,5,0.1,0.1061,0.54,0.2537,0,3,81,832,151
216,1,0,1,6,0.12,0.1212,0.5,0.2836,0,31,47,552,214
217,1,0,1,7,0.12,0.1212,0.5,0.2239,2,77,88,641,26
218,1,0,1,8,0.12,0.1212,0.5,0.2836,4,188,82,736,158
219,1,0,1,9,0.14,0.1212,0.5,0.2537,2,94,41,908,119
220,1,0,1,10,0.14,0.1212,0.5,0.2985,0,31,5,704,28
221,1,0,1,11,0.16,0.1364,0.47,0.2836,2,30,83,951,89
222,1,0,1,12,0.2,0.1818,0.4,0.2836,5,52,36,700,82
223,1,0,1,13,0.2,0.1818,0.4,0.2836,4,54,92,560,114
224,1,0,1,14,0.2,0.197,0.4,0.2239,0,47,61,924,168
225,1,0,1,15,0.2,0.197,0.4,0.2239,2,45,60,750,108
226,1,0,1,16,0.2,0.2121,0.4,0.1343,4,74,2,618,102
227,1,0,1,17,0.2,0.2273,0.4,0.1045,4,178,14,683,159
228,1,0,1,18,0.2,0.197,0.4,0.2239,1,155,19,766,43
229,1,0,1,19,0.16,0.1667,0.47,0.1642,3,95,91,522,110
230,1,0,1,20,0.16,0.1667,0.5,0.1642,1,74,45,673,34
231,1,0,1,21,0.14,0.1364,0.59,0.194,1,38,63,703,144
232,1,0,1,22,0.14,0.1515,0.59,0.1642,2,24,76,660,92
233,1,0,1,23,0.14,0.1515,0.59,0.1642,0,18,88,607,33
234,1,0,1,0,0.14,0.1667,0.59,0.1045,2,12,65,788,9
235,1,0,1,1,0.14,0.1515,0.59,0.1642,0,3,73,920,161
236,1,0,1,2,0.16,0.1515,0.55,0.194,0,3,47,821,214
237,1,0,1,5,0.16,0.1818,0.55,0.1343,0,6,2,573,82
238,1,0,1,6,0.16,0.1818,0.55,0.1343,0,27,17,888,104
239,1,0,1,7,0.16,0.2273,0.55,0,2,99,66,625,61
240,1,0,1,8,0.18,0.2121,0.51,0.0896,3,217,94,628,106
241,1,0,1,9,0.18,0.197,0.51,0.1642,3,130,58,821,173
242,1,0,1,10,0.2,0.2121,0.51,0.1642,3,54,12,746,7
243,1,0,1,11,0.2,0.2121,0.47,0.1343,4,35,97,599,65
244,1,0,1,12,0.2,0.2273,0.51,0.1045,2,57,63,618,206
245,1,0,1,13,0.2,0.2273,0.59,0.0896,6,52,89,888,154
246,1,0,1,14,0.2,0.2273,0.59,0.0896,3,63,84,620,145
247,1,0,1,15,0.16,0.197,0.8,0.0896,2,47,61,679,168
248,1,0,1,16,0.16,0.1515,0.86,0.2239,4,76,31,612,85
249,1,0,1,17,0.16,0.1515,0.86,0.2239,6,136,12,933,181
250,1,0,1,18,0.16,0.1818,0.93,0.1045,1,95,47,684,209
251,1,0,1,19,0.16,0.2273,0.93,0,0,51,54,969,21
252,1,0,1,20,0.16,0.1515,0.93,0.194,0,32,20,549,14
253,1,0,1,21,0.16,0.197,0.86,0.0896,0,20,58,569,163
254,1,0,1,22,0.16,0.1818,0.93,0.1045,1,29,46,750,16
255,1,0,1,23,0.16,0.197,0.93,0.0896,1,19,93,830,40
256,1,0,1,0,0.16,0.197,0.86,0.0896,0,7,44,672,123
257,1,0,1,1,0.16,0.1818,0.86,0.1045,0,6,81,871,31
258,1,0,1,2,0.14,0.1515,0.86,0.1343,0,1,26,728,134
259,1,0,1,5,0.14,0.1515,0.86,0.1642,0,5,63,583,52
260,1,0,1,6,0.12,0.1515,0.93,0.1343,0,16,67,917,100
261,1,0,1,7,0.14,0.1515,0.69,0.1343,0,54,76,619,223
262,1,0,1,8,0.16,0.1667,0.59,0.1642,3,128,12,526,198
263,1,0,1,9,0.16,0.1364,0.59,0.3284,3,81,8,967,32
264,1,0,1,10,0.18,0.1818,0.55,0.2239,0,39,89,991,98
265,1,0,1,11,0.2,0.1818,0.51,0.3881,3,35,94,726,79
266,1,0,1,12,0.2,0.1515,0.47,0.5821,3,55,37,701,180
267,1,0,1,13,0.22,0.197,0.44,0.3582,0,49,65,790,137
268,1,0,1,14,0.2,0.1818,0.47,0.3284,0,44,85,858,155
269,1,0,1,15,0.2,0.1667,0.47,0.4179,1,49,3,983,202
270,1,0,1,16,0.22,0.197,0.44,0.3284,5,68,83,619,18
271,1,0,1,17,0.2,0.1818,0.47,0.3582,0,139,92,894,49
272,1,0,1,18,0.2,0.1515,0.47,0.5224,2,137,81,826,187
273,1,0,1,19,0.18,0.1515,0.47,0.4179,1,83,45,840,188
274,1,0,1,20,0.16,0.1364,0.5,0.3284,2,56,13,902,119
275,1,0,1,21,0.16,0.1364,0.55,0.3284,0,57,17,978,214
276,1,0,1,22,0.16,0.1212,0.55,0.4478,1,33,100,976,20
277,1,0,1,23,0.14,0.1061,0.59,0.4179,1,20,40,521,35
278,1,0,1,0,0.14,0.1212,0.59,0.2836,1,7,49,871,241
279,1,0,1,1,0.14,0.1212,0.5,0.2836,0,2,21,719,36
280,1,0,1,2,0.14,0.1212,0.5,0.3582,0,2,43,659,67
281,1,0,1,3,0.14,0.1212,0.5,0.3284,0,3,29,573,120
282,1,0,1,4,0.14,0.1212,0.5,0.2537,0,4,60,841,229
283,1,0,1,5,0.14,0.1212,0.5,0.2985,0,3,43,553,17
284,1,0,1,6,0.12,0.1515,0.54,0.1343,0,28,26,539,199
285,1,0,1,7,0.12,0.1515,0.54,0.1343,0,72,28,563,77
286,1,0,1,8,0.14,0.1364,0.5,0.194,5,202,80,517,118
287,1,0,1,9,0.14,0.1212,0.5,0.3284,2,139,82,527,246
288,1,0,1,10,0.16,0.1364,0.5,0.3582,2,38,20,620,218
289,1,0,1,11,0.2,0.1667,0.44,0.4478,4,37,24,887,209
290,1,0,1,12,0.2,0.1667,0.44,0.4179,3,52,32,630,29
291,1,0,1,13,0.22,0.197,0.41,0.4478,2,83,89,847,136
292,1,0,1,14,0.22,0.197,0.41,0.3881,3,42,59,620,216
293,1,0,1,15,0.24,0.2121,0.38,0.2985,5,60,55,549,169
294,1,0,1,16,0.24,0.2121,0.38,0.3582,2,78,57,969,212
295,1,0,1,17,0.2,0.1818,0.4,0.2836,4,162,4,717,160
296,1,0,1,18,0.2,0.1818,0.4,0.3284,3,144,32,512,203
297,1,0,1,19,0.16,0.1515,0.47,0.2537,1,99,84,841,8
298,1,0,1,20,0.16,0.1515,0.47,0.2239,0,64,22,935,25
299,1,0,1,21,0.14,0.1212,0.46,0.2985,0,40,48,702,137
300,1,0,1,22,0.14,0.1212,0.46,0.3284,0,30,17,501,82
301,1,0,1,23,0.12,0.1364,0.5,0.194,1,15,71,945,18
302,1,0,1,0,0.12,0.1364,0.5,0.194,0,14,19,849,174
303,1,0,1,1,0.1,0.1212,0.54,0.1642,0,5,12,879,215
304,1,0,1,2,0.1,0.1212,0.54,0.1343,0,1,98,874,4
305,1,0,1,3,0.1,0.1364,0.54,0.1045,0,1,70,940,145
306,1,0,1,5,0.1,0.1364,0.54,0.0896,0,8,16,716,168
307,1,0,1,6,0.1,0.1818,0.54,0,0,17,81,764,205
308,1,0,1,7,0.1,0.1212,0.74,0.1642,0,70,20,752,22
309,1,0,1,8,0.12,0.1667,0.68,0,2,158,72,512,41
310,1,0,1,9,0.14,0.1515,0.69,0.1343,0,117,81,882,124
311,1,0,1,10,0.18,0.1818,0.55,0.194,4,44,52,501,236
312,1,0,1,11,0.18,0.1667,0.51,0.2836,6,53,98,531,71
313,1,0,1,12,0.2,0.197,0.44,0.2537,2,61,79,541,133
314,1,0,1,13,0.22,0.197,0.37,0.3881,4,77,97,570,151
315,1,0,1,14,0.22,0.2121,0.41,0.2836,5,64,9,966,11
316,1,0,1,15,0.24,0.2424,0.38,0.1642,9,68,85,563,112
317,1,0,1,16,0.22,0.2424,0.41,0.1045,3,90,30,617,80
318,1,0,1,17,0.22,0.2273,0.41,0.1642,4,159,65,747,164
319,1,0,1,18,0.2,0.2576,0.47,0,5,139,27,655,240
320,1,0,1,19,0.16,0.197,0.59,0.0896,3,92,2,529,70
321,1,0,1,20,0.18,0.2424,0.59,0,0,68,21,663,211
322,1,0,1,21,0.16,0.2273,0.69,0,4,52,1,882,156
323,1,0,1,22,0.16,0.2273,0.69,0,2,36,40,547,98
324,1,0,1,23,0.18,0.2424,0.55,0,1,27,48,626,234
325,1,0,1,0,0.18,0.2424,0.55,0,3,28,95,869,182
326,1,0,1,1,0.16,0.197,0.59,0.0896,2,20,26,861,102
327,1,0,1,2,0.16,0.197,0.59,0.0896,0,12,47,656,135
328,1,0,1,3,0.16,0.2273,0.59,0,1,8,91,646,23
329,1,0,1,4,0.16,0.2273,0.59,0,0,5,0,976,61
330,1,0,1,5,0.16,0.2273,0.59,0,0,1,5,569,194
331,1,0,1,6,0.14,0.1667,0.63,0.1045,1,3,70,815,164
332,1,0,1,7,0.14,0.2121,0.63,0,1,10,93,697,174
333,1,0,1,8,0.14,0.1515,0.63,0.1343,1,23,90,787,161
334,1,0,1,9,0.16,0.1818,0.64,0.1343,2,33,4,656,214
335,1,0,1,10,0.18,0.197,0.59,0.1642,2,59,6,549,199
336,1,0,1,11,0.2,0.197,0.55,0.2239,18,72,40,879,244
337,1,0,1,12,0.24,0.2273,0.48,0.2239,15,89,88,689,103
338,1,0,1,13,0.28,0.2576,0.38,0.2985,21,101,38,777,21
339,1,0,1,14,0.3,0.2879,0.39,0.2836,26,118,82,784,51
340,1,0,1,15,0.32,0.3182,0.36,0.194,21,129,63,650,179
341,1,0,1,16,0.34,0.3333,0.34,0.194,33,128,90,925,55
342,1,0,1,17,0.32,0.303,0.36,0.2836,29,83,37,754,183
343,1,0,1,18,0.3,0.2879,0.45,0.2537,15,84,58,754,222
344,1,0,1,19,0.32,0.303,0.39,0.2537,14,74,4,782,227
345,1,0,1,20,0.32,0.303,0.39,0.2537,6,41,81,577,53
346,1,0,1,21,0.32,0.303,0.39,0.2239,6,57,44,974,160
347,1,0,1,22,0.3,0.3182,0.42,0.1045,0,26,49,822,31
348,1,0,1,23,0.3,0.2879,0.45,0.2836,5,44,63,757,185
349,1,0,1,0,0.26,0.303,0.56,0,6,39,42,712,207
350,1,0,1,1,0.26,0.2727,0.56,0.1343,4,23,2,761,116
351,1,0,1,2,0.26,0.2879,0.56,0.0896,3,16,17,580,247
352,1,0,1,3,0.22,0.2727,0.69,0,9,15,97,632,67
353,1,0,1,4,0.26,0.2576,0.56,0.1642,0,1,91,710,75
354,1,0,1,5,0.26,0.2576,0.56,0.1642,1,2,40,641,125
355,1,0,1,6,0.26,0.2576,0.56,0.1642,0,1,32,823,240
356,1,0,1,7,0.24,0.2121,0.56,0.2985,0,3,36,516,22
357,1,0,1,8,0.22,0.2121,0.55,0.2836,0,18,99,557,218
358,1,0,1,9,0.22,0.2121,0.51,0.2537,3,32,22,671,118
359,1,0,1,10,0.22,0.2121,0.51,0.2836,8,79,29,530,169
360,1,0,1,11,0.24,0.2273,0.44,0.2537,23,93,69,733,69
361,1,0,1,12,0.24,0.2121,0.41,0.2836,29,104,78,911,240
362,1,0,1,13,0.26,0.2273,0.35,0.2985,23,118,58,859,51
363,1,0,1,14,0.28,0.2727,0.36,0.2537,22,91,6,552,203
364,1,0,1,15,0.26,0.2424,0.38,0.2537,35,113,63,830,200
365,1,0,1,16,0.24,0.2273,0.38,0.2239,22,99,99,606,26
366,1,0,1,17,0.22,0.2121,0.37,0.2537,23,105,77,744,101
367,1,0,1,18,0.2,0.2121,0.4,0.1642,11,67,55,873,81
368,1,0,1,19,0.18,0.197,0.47,0.1343,14,61,24,888,40
369,1,0,1,20,0.18,0.197,0.47,0.1642,7,57,42,901,245
370,1,0,1,21,0.18,0.197,0.51,0.1642,6,28,31,661,141
371,1,0,1,22,0.2,0.2121,0.49,0.1343,2,21,95,646,94
