instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,Noise
7666,5,2,0,7,0.3,0.16,0.56,0.5,18,141,1
5646,1,2,12,10,0.39,1.04,0.82,0.55,274,429,1
14009,3,1,8,21,0.66,0.5909,0.89,0.1642,26,128,0
8056,4,0,12,7,0.44,0.4394,1,0.1045,3,46,0
12364,2,1,6,8,0.6,0.6212,0.49,0.2239,22,665,0
14437,3,1,8,17,0.78,0.6818,0.35,0.2239,108,870,0
12715,2,1,6,23,0.6,0.5758,0.78,0.194,17,74,0
607,2,0,2,19,1.03,0.56,0.46,0.72,165,488,1
1471,1,0,3,14,0.44,0.4394,1,0.2239,12,39,0
16395,4,1,11,20,0.38,0.3939,0.76,0,11,235,0
9161,0,1,0,25,0.67,0.26,0.67,0.07,240,303,1
5509,3,0,8,10,0.7,0.6515,0.48,0.2836,36,121,0
13660,3,1,7,8,0.74,0.697,0.66,0.1642,36,163,0
5205,3,0,8,18,0.8,0.7576,0.55,0.194,97,585,0
6855,5,1,6,24,0.6,0.43,0.13,0.6,36,285,1
3460,3,0,10,7,0.38,0.21,0.54,0.58,23,917,1
3,1,0,1,2,0.22,0.2727,0.8,0,5,32,0
12217,2,1,5,5,0.66,0.6061,0.78,0.2239,1,33,0
4944,3,0,7,21,0.82,0.7576,0.46,0.1642,29,163,0
12857,3,1,6,21,0.76,0.697,0.55,0.2239,76,253,0
5065,5,1,11,23,0.86,0.83,0.71,0.87,17,256,1
1445,1,0,3,11,0.4,0.4091,0.76,0.2239,43,159,0
1072,1,0,2,9,0.36,0.3485,0.57,0.194,16,179,0
6848,4,0,10,21,0.5,0.4848,0.77,0.1045,36,177,0
18148,0,0,5,19,0.28,0.92,0.09,0.53,235,408,1
3303,2,0,5,12,0.72,0.6667,0.51,0.194,146,401,0
12061,2,1,5,17,0.72,0.6667,0.54,0,69,785,0
12220,2,1,5,8,0.7,0.6667,0.74,0.194,46,634,0
10568,2,1,3,10,0.52,0.5,0.83,0.1642,30,154,0
8508,1,0,12,5,0.34,0.303,0.42,0.3881,0,4,0
9378,1,1,1,15,0.54,0.5152,0.26,0.4478,27,177,0
3292,0,1,12,7,0.19,0.32,0.09,0.23,176,106,1
5706,3,0,8,4,0.56,0.5303,0.73,0,0,5,0
15023,4,1,9,3,0.48,0.4697,0.55,0.2985,13,54,0
4231,3,0,6,4,0.58,0.5455,0.64,0.1343,2,6,0
1354,1,0,3,16,0.34,0.3485,0.34,0.0896,10,102,0
11683,2,1,5,23,0.52,0.5,0.77,0.194,22,102,0
11477,4,0,0,0,0.4,0.1,0.5,0.72,42,737,1
2766,2,0,4,3,0.42,0.4242,0.54,0.194,4,17,0
14977,0,0,3,11,0.17,0.42,0.58,0.79,110,80,1
10430,3,1,0,15,0.26,0.12,0.25,0.51,40,150,1
6678,4,0,10,19,0.58,0.5455,0.78,0.0896,69,336,0
16313,4,1,11,10,0.36,0.3333,0.46,0.2537,62,320,0
3822,2,2,5,12,0.12,0.19,0.43,0.24,379,1023,1
18013,4,0,9,1,0.39,0.88,0.64,0.78,384,850,1
4220,3,0,6,17,0.82,0.7121,0.26,0.4179,78,570,0
8962,1,1,1,6,0.14,0.1515,0.5,0,0,5,0
4058,4,1,11,5,0.14,0.8,0.32,0.82,362,64,1
16452,5,2,8,13,0.26,0.54,0.24,0.24,341,640,1
10698,2,1,3,20,0.4,0.4091,0.26,0.5224,12,221,0
13276,3,1,7,8,0.68,0.6364,0.65,0.1343,49,702,0
222,1,0,1,12,0.2,0.1818,0.4,0.2836,5,52,0
1639,1,0,3,19,0.36,0.3333,0.5,0.3582,28,101,0
1889,2,0,3,11,0.3,0.2727,0.81,0.2985,10,71,0
11912,0,0,3,9,0.71,0.79,0.15,0.74,365,629,1
12060,2,1,5,16,0.68,0.6364,0.61,0.1045,70,386,0
5551,2,1,11,23,0.13,0.04,0.34,0.63,33,283,1
12450,0,1,13,5,0.19,0.75,0.61,0.19,314,809,1
16342,5,1,8,14,0.16,0.32,0.03,0.58,109,547,1
3782,0,0,8,20,0.06,0.43,0.74,0.72,12,26,1
1796,1,0,3,12,0.36,0.3636,0.4,0.1045,120,228,0
15577,4,0,1,5,0.77,0.95,0.48,0.72,347,308,1
17350,1,1,12,18,0.24,0.2121,0.44,0.2985,12,125,0
2137,2,0,4,21,0.42,0.4242,0.44,0.2239,8,45,0
11734,2,1,5,2,0.56,0.5303,0.88,0.4478,0,1,0
16706,4,0,8,0,0.17,0.27,0.96,0.25,129,542,1
16206,4,1,11,23,0.54,0.5152,0.77,0.2239,1,63,0
5002,3,0,8,7,0.74,0.6818,0.62,0,24,282,0
13393,3,1,7,5,0.68,0.6364,0.74,0.0896,7,38,0
18012,3,0,1,23,0.91,0.34,0.95,0.17,73,537,1
15725,4,1,10,9,0.46,0.4545,0.63,0.0896,25,360,0
15631,5,0,8,1,0.52,0.56,0.01,0.65,211,801,1
10314,1,1,3,19,0.34,0.3636,0.25,0,25,184,0
9601,3,1,13,3,0.36,0.68,0.26,0.82,5,728,1
15651,4,1,10,7,0.54,0.5152,0.94,0,5,154,0
6603,1,2,10,15,0.12,0.13,0.48,0.74,292,884,1
10359,1,1,3,17,0.62,0.6212,0.38,0.4179,87,644,0
2307,2,0,4,23,0.46,0.4545,0.88,0.3582,5,32,0
2369,2,0,4,14,0.42,0.4242,0.77,0.2537,24,106,0
8996,1,1,1,16,0.22,0.2121,0.29,0.2985,31,205,0
9838,1,1,2,20,0.3,0.2879,0.52,0.2836,22,103,0
16767,4,1,12,9,0.24,0.2273,0.48,0.194,19,276,0
9162,1,1,1,15,0.16,0.1515,0.8,0.194,27,176,0
2822,2,0,5,11,0.58,0.5455,0.73,0.2985,34,130,0
2899,2,0,5,16,0.58,0.5455,0.24,0.4179,36,269,0
15378,4,1,10,22,0.38,0.3939,0.87,0.1343,7,79,0
12264,2,1,5,4,0.62,0.6061,0.69,0,0,8,0
10530,5,2,2,7,0.29,0.63,0.58,0.21,101,789,1
16352,5,1,7,2,0.56,0.35,0.41,0.54,32,525,1
3292,2,0,5,1,0.52,0.5,0.94,0.1343,17,98,0
11428,2,1,4,8,0.46,0.4545,0.82,0.194,4,362,0
8059,4,0,12,10,0.44,0.4394,1,0.0896,1,33,0
3967,4,1,2,10,0.36,1.02,0.91,0.07,199,316,1
3813,2,0,6,18,0.7,0.6667,0.74,0.1642,69,256,0
12592,2,1,6,20,0.68,0.6364,0.36,0.4179,86,448,0
158,1,0,1,20,0.18,0.2121,0.47,0.1045,1,51,0
2763,2,0,4,0,0.44,0.4394,0.54,0.2537,33,106,0
13043,3,1,7,15,0.84,0.7424,0.36,0.194,59,234,0
3227,2,0,5,8,0.52,0.5,0.88,0,34,487,0
10875,2,1,4,6,0.3,0.3182,0.61,0.0896,2,100,0
3772,2,0,6,1,0.7,0.6667,0.79,0.0896,10,77,0
6571,5,0,5,21,0.17,0.7,0.19,0.57,334,404,1
7656,4,0,11,14,0.52,0.5,0.63,0.2537,113,363,0
4886,3,0,7,11,0.8,0.697,0.31,0,42,136,0
14407,5,2,12,12,0.21,0.99,0.81,0.22,345,148,1
6895,4,0,10,21,0.58,0.5455,0.94,0.1343,6,85,0
15843,3,2,4,17,0.17,0.86,0.69,0.22,339,142,1
15716,4,1,10,0,0.4,0.4091,0.62,0,3,31,0
13020,4,2,3,3,0.67,0.63,0.82,0.87,124,522,1
5387,3,0,8,8,0.7,0.6515,0.54,0.1642,35,487,0
14228,3,1,8,0,0.6,0.5606,0.83,0.0896,7,59,0
15490,3,0,7,14,0.88,0.46,0.36,0.86,331,992,1
2658,1,0,2,4,0.73,0.06,0.88,0.08,327,35,1
7380,4,0,11,2,0.32,0.3485,0.93,0,0,5,0
6230,3,0,9,3,0.6,0.5152,0.94,0.0896,5,12,0
10500,1,1,3,14,0.5,0.4848,0.77,0.0896,218,521,0
13294,3,1,7,2,0.66,0.6212,0.61,0.0896,2,17,0
8702,1,1,1,9,0.16,0.1364,0.5,0.2836,8,153,0
9925,2,1,11,18,0.77,0.44,0.72,0.13,344,160,1
3015,2,0,13,8,0.75,0.71,0.14,0.51,131,365,1
12340,5,2,5,10,0.78,0.29,0.24,0.66,373,234,1
13762,3,1,8,14,0.82,0.7576,0.46,0.1642,88,263,0
16647,4,1,12,9,0.26,0.2424,0.93,0.2537,34,193,0
1774,4,2,6,21,0.84,0.74,0.54,0.52,102,947,1
1332,1,0,2,18,0.46,0.4545,0.94,0.194,4,131,0
14046,3,1,8,10,0.76,0.6818,0.4,0,88,199,0
16496,0,2,10,8,0.94,0.08,0.0,0.61,347,227,1
3650,2,0,6,23,0.62,0.5909,0.78,0.1343,25,86,0
5120,3,0,8,5,0.64,0.5758,0.89,0.0896,2,6,0
7185,4,0,10,23,0.36,0.3485,0.76,0.194,6,52,0
5567,2,0,5,24,0.4,0.04,0.24,0.04,130,1000,1
6323,1,0,10,6,0.13,0.51,0.17,0.23,125,914,1
7121,4,0,10,7,0.26,0.2273,0.87,0.3582,1,7,0
13744,3,1,7,20,0.7,0.6515,0.7,0.194,55,452,0
5627,3,0,8,8,0.7,0.6667,0.84,0.2537,14,76,0
2183,2,0,4,19,0.36,0.3333,0.43,0.2985,12,160,0
1061,1,0,2,22,0.34,0.3333,0.53,0.194,12,73,0
5404,3,0,8,1,0.66,0.6212,0.65,0.1642,13,24,0
1124,1,0,2,13,0.44,0.4394,0.16,0.6119,52,155,0
750,1,0,2,15,0.22,0.197,0.37,0.3284,4,60,0
14827,3,1,9,23,0.62,0.5909,0.78,0.0896,27,195,0
4874,3,0,7,23,0.76,0.7121,0.58,0.1045,18,89,0
17108,4,1,12,14,0.36,0.3485,0.53,0.194,43,214,0
11336,2,1,4,12,0.38,0.3939,0.87,0.3284,5,61,0
4215,1,2,4,6,0.58,0.77,0.47,0.75,282,924,1
14029,3,1,8,17,0.8,0.697,0.33,0,186,505,0
15071,4,1,9,3,0.42,0.4242,0.71,0.0896,2,5,0
5909,3,0,9,17,0.64,0.5606,0.94,0.2836,11,113,0
10005,1,1,2,21,0.3,0.303,0.45,0.1343,8,83,0
10505,1,1,3,19,0.56,0.5303,0.64,0.1642,118,352,0
16958,4,1,12,8,0.2,0.2273,0.69,0.0896,13,636,0
15304,4,1,10,20,0.64,0.6061,0.65,0.1045,50,441,0
1647,1,0,3,3,0.26,0.2727,0.65,0.1343,0,3,0
11577,2,1,5,13,0.58,0.5455,0.78,0.194,49,228,0
8829,1,1,1,16,0.4,0.4091,0.37,0.2985,58,314,0
16457,4,1,11,10,0.34,0.3333,0.61,0.1642,87,201,0
8266,4,0,12,1,0.5,0.4848,0.72,0.2239,3,31,0
2209,3,0,11,23,0.32,0.07,0.82,0.13,272,332,1
677,1,0,1,12,0.18,0.2121,0.55,0.1045,6,68,0
3635,3,2,5,17,0.3,0.41,0.88,0.1,373,682,1
8068,4,0,12,19,0.34,0.2879,0.87,0.6418,2,33,0
1032,0,0,3,21,1.02,0.6,1.01,0.53,7,572,1
8470,1,0,12,13,0.34,0.303,0.39,0.2985,24,121,0
1417,1,0,3,7,0.16,0.1818,0.8,0.1343,0,83,0
11875,2,1,5,23,0.58,0.5455,0.78,0.1045,11,75,0
17803,3,0,0,21,1.01,0.75,0.73,0.7,231,676,1
16939,1,2,11,7,0.4,0.47,0.06,0.34,273,338,1
2001,2,0,3,5,0.22,0.2121,0.37,0.2537,0,8,0
11105,1,2,10,16,0.1,0.92,0.33,0.43,78,269,1
12215,2,1,5,3,0.68,0.6364,0.79,0.2836,1,3,0
17029,4,1,12,7,0.36,0.3485,0.93,0.1343,5,319,0
4643,3,0,7,8,0.68,0.6364,0.65,0.2239,45,118,0
15599,4,1,10,3,0.36,0.3788,0.87,0,0,7,0
12340,2,1,6,8,0.54,0.5152,0.6,0.0896,30,140,0
15726,4,1,10,10,0.5,0.4848,0.55,0,51,212,0
12492,2,1,6,16,0.82,0.697,0.24,0.194,219,534,0
6668,5,2,5,23,0.26,0.52,0.16,0.15,9,41,1
16868,0,2,9,24,0.75,0.19,0.67,0.15,221,80,1
14059,3,1,8,23,0.7,0.6515,0.7,0.2239,28,128,0
3141,5,2,9,25,0.32,0.44,0.29,0.7,373,898,1
817,1,0,2,11,0.32,0.303,0.49,0.2537,28,117,0
16491,4,1,11,20,0.24,0.2121,0.44,0.2836,3,58,0
17098,3,2,6,4,0.1,0.17,0.86,0.13,97,27,1
6670,4,0,10,11,0.62,0.6061,0.69,0.0896,139,322,0
3283,2,0,5,16,0.72,0.6515,0.39,0.2537,204,471,0
11358,2,1,4,10,0.32,0.303,0.7,0.3284,12,100,0
1476,2,1,9,16,0.76,0.58,0.76,0.62,245,367,1
126,1,0,1,11,0.22,0.2576,0.44,0.0896,2,59,0
10730,2,1,7,25,0.79,0.14,0.72,0.21,56,875,1
3177,2,0,5,6,0.52,0.5,0.94,0.2537,0,49,0
1997,2,0,3,1,0.24,0.2121,0.32,0.2985,0,4,0
17262,1,1,12,2,0.24,0.197,0.87,0.4478,0,2,0
11023,4,1,6,12,0.63,0.99,0.57,0.06,11,372,1
14777,3,1,9,21,0.6,0.6061,0.6,0.1343,27,306,0
6133,4,0,4,23,0.41,0.17,0.03,0.83,319,934,1
9402,1,1,2,15,0.6,0.6212,0.35,0.2836,25,194,0
5376,3,0,8,21,0.72,0.6667,0.54,0,38,215,0
16186,2,1,7,25,0.9,1.01,0.51,0.49,246,562,1
69,1,0,1,23,0.18,0.2121,0.55,0.1045,1,12,0
5557,1,1,13,20,0.73,0.32,0.38,0.71,129,400,1
3461,2,0,5,2,0.62,0.5606,0.88,0.1045,12,61,0
7228,1,0,6,0,0.39,0.06,0.48,0.07,301,661,1
11366,0,1,12,16,0.82,0.12,0.64,0.62,2,148,1
2360,2,0,4,5,0.38,0.3939,0.94,0.2537,1,5,0
2342,2,0,4,11,0.52,0.5,0.77,0.3582,11,49,0
10393,1,1,3,3,0.48,0.4697,0.72,0.194,1,4,0
3659,2,0,6,8,0.64,0.6061,0.73,0.0896,28,438,0
5115,3,0,8,0,0.66,0.6061,0.78,0.194,29,133,0
667,1,0,1,2,0.22,0.2273,0.64,0.194,0,1,0
14621,5,1,13,1,0.82,0.1,0.12,0.63,203,392,1
6928,4,0,10,6,0.36,0.3485,0.71,0.1642,7,85,0
5337,3,0,8,6,0.6,0.5455,0.88,0.2537,3,90,0
6271,4,0,9,20,0.6,0.5152,0.94,0,21,179,0
8287,2,1,6,20,0.63,0.24,1.0,0.35,380,374,1
2507,2,0,4,8,0.5,0.4848,0.68,0.1343,20,351,0
12084,4,0,3,12,0.11,0.08,0.05,0.78,349,882,1
2379,2,0,4,0,0.38,0.3939,0.76,0.1343,3,21,0
16097,4,2,1,19,0.9,0.06,0.29,0.1,340,103,1
6002,3,0,9,15,0.74,0.6667,0.48,0.0896,60,212,0
15809,4,1,10,21,0.52,0.5,0.88,0.1343,24,271,0
8711,1,1,1,18,0.14,0.0909,0.26,0.5224,10,224,0
17311,1,1,12,3,0.24,0.2424,0.75,0,1,6,0
5462,3,0,8,11,0.72,0.6667,0.58,0,115,338,0
5846,3,0,9,0,0.54,0.5152,0.94,0.3582,1,8,0
15359,4,1,10,3,0.44,0.4394,0.62,0.1343,5,22,0
412,1,0,1,4,0.22,0.2273,0.93,0.1343,1,2,0
9771,1,1,2,1,0.3,0.3333,0.93,0,2,18,0
7697,2,1,10,24,0.44,0.33,0.53,0.5,352,951,1
719,1,0,2,7,0.22,0.2121,0.93,0.2239,1,49,0
8972,1,1,1,16,0.24,0.2273,0.38,0.2239,28,206,0
16134,4,1,11,23,0.32,0.3333,0.81,0.0896,20,162,0
16878,4,1,12,0,0.46,0.4545,0.77,0.4627,2,31,0
7517,0,0,12,19,0.24,0.27,0.33,0.15,305,243,1
864,5,0,7,12,0.84,0.07,0.12,0.8,319,418,1
14664,3,1,9,4,0.66,0.5909,0.94,0.2239,3,11,0
17680,5,1,3,15,0.34,0.04,0.24,0.21,369,150,1
16775,4,1,6,14,0.43,0.34,0.81,0.36,178,1026,1
545,1,0,1,20,0.14,0.1364,0.59,0.194,1,81,0
2564,2,0,4,17,0.5,0.4848,0.29,0.1642,79,481,0
7187,4,0,11,1,0.36,0.3485,0.81,0.1343,3,11,0
11565,5,2,3,10,0.14,1.01,0.85,0.18,80,996,1
4832,3,0,7,5,0.72,0.7121,0.84,0.0896,2,24,0
12176,2,1,5,12,0.74,0.697,0.66,0.2537,301,570,0
8920,3,2,11,22,0.62,0.79,0.53,0.41,43,338,1
16437,0,1,10,24,0.56,0.65,0.07,0.83,60,875,1
10415,1,1,3,1,0.5,0.4848,0.59,0.1045,15,23,0
9009,1,1,1,5,0.12,0.1667,0.54,0.0896,1,6,0
9386,4,1,6,6,0.39,0.35,1.02,0.88,334,980,1
9358,1,1,1,19,0.3,0.3182,0.45,0.1045,8,306,0
9612,1,1,2,10,0.26,0.2727,0.48,0.1343,5,124,0
16170,5,2,1,18,0.26,0.91,0.97,0.44,356,505,1
13960,3,1,8,20,0.7,0.6515,0.54,0.2836,91,478,0
15545,4,1,10,21,0.56,0.5303,0.73,0.4478,40,196,0
11478,2,1,4,10,0.38,0.3939,0.4,0.1642,60,291,0
13714,3,1,7,14,0.8,0.7424,0.49,0.2239,87,254,0
6201,5,1,2,4,0.61,0.25,0.39,0.31,40,931,1
12769,0,0,1,0,0.6,0.44,0.19,0.29,344,551,1
10419,1,2,2,15,0.31,0.29,0.72,0.76,197,946,1
15234,4,1,10,22,0.54,0.5152,0.77,0.0896,17,207,0
12470,2,1,6,18,0.76,0.6667,0.27,0.2239,147,723,0
11332,4,0,12,6,0.97,0.37,0.55,0.83,207,163,1
17187,1,1,12,21,0.24,0.2879,0.7,0,4,42,0
4244,3,0,6,17,0.78,0.6818,0.27,0.3582,98,594,0
16896,4,2,11,6,0.31,0.67,0.04,0.6,275,1014,1
780,1,1,7,7,0.96,0.64,0.75,0.83,115,738,1
4369,3,0,7,22,0.76,0.7273,0.66,0.2239,31,155,0
14242,3,1,8,14,0.76,0.6667,0.37,0.0896,110,302,0
6240,3,0,9,13,0.66,0.6061,0.83,0.194,38,193,0
1906,4,0,1,11,0.63,0.04,0.33,0.42,112,631,1
12268,1,1,13,18,1.02,0.04,0.2,0.23,226,169,1
2054,2,0,3,10,0.26,0.2424,0.93,0.2537,15,69,0
10272,2,2,13,6,0.13,1.02,0.52,0.3,163,647,1
8765,1,1,1,0,0.22,0.2576,0.75,0.0896,1,25,0
7934,5,1,7,18,0.56,0.13,0.7,0.07,55,620,1
9908,2,1,3,2,0.8,0.59,0.98,0.16,334,865,1
5779,3,0,9,5,0.62,0.6061,0.69,0.194,3,12,0
10219,1,1,3,20,0.32,0.3182,0.49,0.194,3,187,0
12322,2,1,6,14,0.64,0.6212,0.38,0.2985,259,647,0
10056,1,1,2,0,0.32,0.3333,0.53,0.1045,2,32,0
17151,4,2,4,23,0.67,0.92,0.97,0.33,166,271,1
13070,3,1,7,18,0.86,0.7424,0.3,0,85,627,0
16464,0,0,9,4,0.84,0.37,0.86,0.03,56,214,1
5554,3,0,8,7,0.6,0.6061,0.64,0.0896,11,308,0
15643,4,1,10,23,0.54,0.5152,0.83,0,6,117,0
10482,1,2,0,5,0.75,0.36,0.77,0.29,171,183,1
12878,3,1,6,18,0.76,0.6667,0.27,0.4478,100,791,0
13044,4,1,11,13,0.35,0.67,0.17,0.65,245,885,1
17090,2,0,8,25,0.33,0.32,0.05,0.7,138,902,1
13629,3,1,13,3,1.05,0.4,0.95,0.41,244,522,1
16268,4,2,9,18,0.1,0.11,0.75,0.23,105,970,1
7923,4,0,12,18,0.36,0.3636,0.43,0.1045,12,405,0
3580,3,2,0,15,0.76,0.78,0.48,0.25,39,327,1
3916,3,1,2,7,0.64,0.18,0.77,0.19,308,943,1
1758,0,0,0,1,0.18,0.22,0.9,0.44,348,458,1
12076,2,1,5,8,0.58,0.5455,0.83,0,38,719,0
540,1,0,1,15,0.16,0.1667,0.4,0.1642,7,57,0
5070,3,0,8,3,0.66,0.5909,0.94,0.0896,0,3,0
7885,1,1,3,5,0.68,0.83,0.6,0.73,225,176,1
10400,1,1,3,10,0.56,0.5303,0.56,0.1045,38,188,0
10566,2,1,3,8,0.48,0.4697,0.94,0.1045,33,535,0
5651,4,0,6,20,0.05,0.1,0.86,0.82,309,771,1
2931,2,0,5,0,0.42,0.4242,0.82,0.1343,10,86,0
5758,2,2,2,12,0.39,0.62,0.33,0.35,212,54,1
8544,1,0,12,17,0.4,0.4091,0.87,0.1343,6,115,0
8411,1,0,12,2,0.48,0.4697,0.82,0.1045,1,11,0
6294,4,0,9,19,0.62,0.5606,0.88,0,77,308,0
8897,1,1,1,13,0.32,0.3485,0.76,0,8,65,0
7825,5,1,12,24,0.6,0.51,0.95,0.21,270,792,1
7209,2,1,6,21,0.18,0.9,0.45,0.66,187,51,1
14123,0,1,9,1,0.11,0.54,0.07,0.65,230,266,1
7646,1,0,2,25,0.76,0.46,0.19,0.55,97,690,1
11798,2,1,5,18,0.64,0.6061,0.23,0.2836,78,596,0
8753,1,1,1,12,0.3,0.2879,0.49,0.2537,6,120,0
4102,3,0,6,19,0.74,0.6515,0.4,0.2239,92,385,0
143,1,0,1,5,0.22,0.2727,0.55,0,0,5,0
14136,3,1,8,4,0.64,0.2424,0.73,0.1642,0,9,0
18194,3,2,0,12,0.17,0.61,0.69,0.13,248,845,1
14708,3,1,9,0,0.56,0.5303,0.52,0.2836,6,41,0
1556,1,0,3,6,0.36,0.3333,0,0.3284,0,12,0
5876,3,0,9,7,0.6,0.5455,0.88,0.0896,3,86,0
4923,3,0,7,0,0.74,0.7121,0.79,0.1642,12,57,0
4763,2,2,11,17,0.34,0.22,0.43,0.36,51,206,1
7545,4,0,11,23,0.46,0.4545,0.94,0.1045,14,80,0
6943,4,0,10,21,0.42,0.4242,0.58,0.1642,31,143,0
16755,4,1,12,21,0.34,0.303,0.46,0.4179,14,198,0
3274,4,0,2,10,0.15,0.5,0.55,0.51,110,92,1
11550,2,1,5,10,0.62,0.5909,0.78,0.2537,30,174,0
142,3,2,3,12,0.76,0.04,0.22,0.39,135,904,1
3104,4,1,0,13,1.03,0.79,0.81,0.43,382,427,1
17082,4,1,12,12,0.4,0.4091,0.54,0.2836,33,236,0
5227,3,0,8,16,0.86,0.7424,0.26,0.2985,76,282,0
13915,3,1,8,23,0.72,0.697,0.79,0,18,138,0
1599,1,0,3,2,0.24,0.2273,0.65,0.194,0,14,0
15475,4,1,10,23,0.42,0.4242,0.58,0.0896,10,186,0
10169,1,1,3,18,0.32,0.2727,0.33,0.6119,20,184,0
5092,3,0,8,1,0.64,0.5909,0.78,0.0896,3,19,0
2472,2,0,4,21,0.5,0.4848,0.42,0.194,13,83,0
12985,3,1,6,5,0.64,0.5758,0.89,0.1642,3,10,0
6929,4,0,10,7,0.36,0.3485,0.71,0.1642,5,233,0
14286,3,1,8,10,0.74,0.6818,0.58,0.0896,76,233,0
13798,3,1,8,2,0.68,0.6364,0.79,0.2239,0,14,0
2592,2,1,11,20,0.3,0.45,0.52,0.74,72,162,1
11887,2,1,5,11,0.64,0.5909,0.78,0.194,38,224,0
1996,2,0,3,0,0.26,0.2273,0.28,0.3284,1,16,0
2364,1,1,13,17,0.32,0.3,0.43,0.07,310,443,1
928,1,0,2,6,0.1,0.1818,0.68,0,1,24,0
6403,4,0,9,8,0.6,0.5606,0.83,0,29,431,0
15699,4,1,10,7,0.4,0.4091,0.62,0,13,56,0
9075,1,1,1,0,0.14,0.1364,0.5,0.194,0,16,0
9545,3,2,7,11,1.0,0.14,0.64,0.39,240,356,1
589,4,0,5,6,0.33,0.12,0.55,0.46,310,590,1
2724,2,0,4,9,0.62,0.5606,0.88,0.3284,18,183,0
2243,2,0,4,7,0.34,0.3333,0.87,0.1642,4,113,0
6559,4,0,10,20,0.52,0.5,0.77,0.1642,18,246,0
15631,4,1,10,11,0.56,0.5303,0.56,0.2239,79,268,0
4283,3,0,7,8,0.68,0.6364,0.57,0,38,132,0
8287,2,0,8,18,0.21,0.13,0.96,0.48,319,110,1
13039,3,1,7,11,0.84,0.7273,0.28,0.2985,67,201,0
15246,5,1,3,24,0.47,0.29,0.58,0.0,334,258,1
10021,1,1,2,13,0.4,0.4091,0.43,0.2836,23,182,0
