instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,Noise
2532,2,0,4,9,0.66,0.6212,0.61,0.2836,27,197,0
7861,4,0,11,4,0.52,0.5,0.83,0.3284,1,6,0
7034,4,0,10,16,0.56,0.5303,0.37,0.194,52,285,0
9294,1,1,1,3,0.26,0.2879,0.6,0.0896,1,17,0
13357,3,1,7,17,0.8,0.7727,0.59,0.4925,122,436,0
12608,2,1,6,12,0.66,0.6212,0.61,0.2239,55,265,0
8393,1,0,12,8,0.36,0.3788,0.93,0,12,405,0
2335,2,0,4,4,0.56,0.5303,0.64,0.1343,4,6,0
5948,4,2,6,6,0.07,0.2,0.54,0.3,220,233,1
192,1,0,1,6,0.1,0.0909,0.49,0.2836,0,1,0
9119,5,1,1,12,0.62,1.02,0.84,0.75,326,317,1
1897,2,0,3,19,0.3,0.2727,0.56,0.3881,16,138,0
1813,1,1,12,16,0.51,0.38,0.0,0.22,103,794,1
3567,2,0,6,12,0.76,0.6667,0.25,0.4627,39,232,0
17125,1,1,12,7,0.32,0.3182,0.57,0.194,3,208,0
6774,4,0,10,19,0.54,0.5152,0.39,0.3284,27,248,0
4112,2,2,13,13,0.08,0.52,0.08,0.42,307,321,1
5825,4,1,11,15,0.92,0.51,0.44,0.58,133,905,1
15738,4,1,10,22,0.46,0.4545,0.82,0.1343,25,183,0
743,3,0,11,19,0.3,0.57,0.3,0.6,117,913,1
940,1,0,2,18,0.28,0.3182,0.28,0,9,174,0
5706,2,2,6,3,0.54,0.12,1.0,0.58,187,192,1
15366,2,2,13,1,0.55,0.65,0.5,0.58,263,1019,1
11887,2,1,5,11,0.64,0.5909,0.78,0.194,38,224,0
3327,2,0,5,12,0.68,0.6364,0.69,0.3881,65,204,0
438,1,0,1,6,0.22,0.2121,0.6,0.2239,0,35,0
10876,2,1,4,7,0.32,0.3333,0.66,0.0896,14,341,0
2424,2,0,4,21,0.4,0.4091,0.76,0.2985,25,102,0
8220,4,0,12,3,0.28,0.3182,0.65,0,0,3,0
16402,4,1,11,3,0.28,0.2879,0.87,0.1045,0,2,0
3544,2,0,6,13,0.9,0.8182,0.37,0.194,29,154,0
4920,3,0,7,21,0.78,0.7576,0.66,0.2836,31,196,0
3156,5,1,9,9,0.95,0.5,0.24,0.63,75,910,1
13593,3,1,7,13,0.78,0.6818,0.31,0.1642,81,312,0
2331,4,0,3,25,1.03,0.7,0.5,0.34,235,797,1
417,1,0,1,9,0.24,0.2576,0.93,0.1045,2,109,0
6997,4,0,10,3,0.4,0.4091,0.82,0.0896,1,4,0
15543,4,1,10,19,0.56,0.5303,0.64,0.2239,68,336,0
635,1,0,1,17,0.24,0.2879,0.6,0,9,91,0
16716,4,1,12,6,0.36,0.3788,0.93,0,3,153,0
9900,0,2,13,18,0.51,0.29,0.66,0.24,361,403,1
15327,4,1,10,19,0.62,0.5909,0.73,0.1642,67,500,0
926,1,0,2,2,0.1,0.1364,0.54,0.0896,0,3,0
2452,2,0,4,1,0.42,0.4242,0.67,0.2239,6,31,0
9501,1,2,9,11,0.47,0.91,0.31,0.26,278,259,1
4672,4,2,12,13,0.24,0.17,0.95,0.28,353,610,1
8548,1,0,12,21,0.32,0.3333,0.87,0.0896,11,63,0
7284,4,0,11,2,0.3,0.2727,0.52,0.3284,7,31,0
7988,4,0,12,11,0.34,0.3333,0.81,0.1642,48,254,0
8382,4,0,7,6,0.35,0.22,0.48,0.81,180,950,1
9535,1,1,2,5,0.32,0.3333,0.49,0.0896,0,15,0
69,3,0,6,1,0.25,0.76,0.17,0.28,56,984,1
14310,3,1,8,10,0.76,0.6818,0.48,0,78,262,0
6493,1,0,3,17,0.52,0.46,0.8,0.15,5,475,1
17443,0,1,1,25,0.36,0.68,0.1,0.74,343,567,1
14007,3,1,8,19,0.66,0.5909,0.89,0.1045,97,275,0
42,1,0,1,18,0.36,0.3333,0.46,0.3284,10,53,0
15628,4,1,10,8,0.46,0.4545,0.82,0.2537,31,834,0
7979,4,0,12,2,0.26,0.303,0.81,0,11,62,0
12836,3,1,6,0,0.7,0.6515,0.51,0,31,163,0
5048,3,0,8,5,0.76,0.697,0.55,0.0896,2,24,0
10020,3,0,1,7,0.55,0.66,0.78,0.66,143,106,1
4869,4,0,10,8,0.61,0.15,0.28,0.53,34,126,1
5488,3,0,8,13,0.8,0.7727,0.59,0.4179,94,310,0
16825,4,1,12,19,0.4,0.4091,0.87,0,34,246,0
16160,4,1,11,1,0.34,0.3485,0.76,0.0896,26,108,0
8074,4,0,12,1,0.26,0.2273,0.81,0.3582,1,7,0
12052,2,1,5,8,0.56,0.5303,0.88,0.1343,20,590,0
4873,4,2,0,19,0.64,0.25,0.84,0.72,213,945,1
3718,2,0,6,19,0.82,0.803,0.59,0.1343,61,384,0
6106,1,2,12,19,0.25,0.79,0.53,0.81,308,142,1
17014,4,0,11,0,0.56,0.82,0.34,0.43,52,41,1
10367,1,1,3,1,0.52,0.5,0.59,0.2239,2,16,0
7641,4,0,11,23,0.38,0.3939,0.62,0.2239,20,93,0
13105,3,1,7,5,0.72,0.6818,0.62,0,1,29,0
8585,5,0,11,18,0.72,0.24,0.28,0.41,111,588,1
15164,4,1,9,0,0.54,0.5152,0.6,0.2239,15,149,0
12017,4,2,2,25,0.03,0.6,0.36,0.0,144,379,1
4840,3,0,7,13,0.74,0.7121,0.74,0.1343,14,78,0
1931,0,0,7,5,0.57,0.91,0.71,0.7,312,454,1
4654,0,0,0,2,1.03,0.37,0.6,0.17,219,967,1
6968,0,1,11,16,0.16,0.26,0.57,0.6,292,19,1
16386,4,1,11,11,0.42,0.4242,0.67,0.0896,45,205,0
1320,3,2,2,15,1.03,0.16,0.12,0.31,361,558,1
16734,4,1,12,0,0.5,0.4848,0.59,0.2836,6,37,0
7315,4,0,11,9,0.3,0.3182,0.75,0.0896,36,170,0
5789,5,2,2,9,0.65,0.7,0.83,0.09,279,846,1
1104,1,2,0,18,0.84,0.55,0.81,0.3,104,294,1
12443,2,1,6,15,0.74,0.6515,0.3,0,99,333,0
6463,4,0,10,20,0.36,0.3636,0.87,0.1045,8,66,0
9311,1,1,1,20,0.4,0.4091,0.35,0.3881,5,120,0
2637,2,0,4,18,0.64,0.6061,0.69,0.1642,96,270,0
14291,3,1,8,15,0.78,0.697,0.46,0.1343,104,305,0
5127,4,2,2,4,0.32,0.81,0.61,0.76,268,562,1
3433,2,0,5,22,0.6,0.5758,0.78,0.1343,25,141,0
11889,2,1,5,13,0.64,0.6061,0.73,0.194,35,239,0
3179,2,0,5,8,0.52,0.5,0.94,0.2985,22,347,0
2018,2,0,3,22,0.34,0.3636,0.49,0,6,55,0
11297,2,1,4,21,0.56,0.5303,0.68,0.1343,35,287,0
4321,5,0,6,13,0.63,0.46,0.19,0.6,154,512,1
7737,4,0,11,23,0.34,0.303,0.61,0.3582,4,51,0
298,3,0,4,2,0.36,0.14,0.14,0.49,288,665,1
331,2,0,8,8,0.48,0.98,0.53,0.85,186,19,1
1212,0,1,12,18,0.81,0.52,0.74,0.69,115,356,1
7800,4,1,1,16,0.38,0.25,0.79,0.54,169,966,1
8644,1,0,12,22,0.38,0.3939,0.62,0.1343,2,38,0
11152,2,1,4,20,0.56,0.5303,0.46,0.1343,112,321,0
2362,2,0,4,7,0.36,0.3485,1,0.2239,3,70,0
13232,3,1,7,12,0.8,0.7121,0.41,0.1343,69,272,0
10390,1,1,3,0,0.54,0.5152,0.6,0.1045,5,39,0
8527,1,0,12,0,0.26,0.2576,0.7,0.1642,3,12,0
15579,4,2,5,4,0.42,0.64,0.5,0.7,229,162,1
4631,3,0,7,20,0.72,0.6667,0.51,0.2239,108,296,0
3974,2,0,6,11,0.72,0.6667,0.58,0.0896,141,377,0
17267,2,0,2,8,0.3,0.77,0.71,0.54,134,127,1
13139,3,1,7,15,0.92,0.8182,0.29,0.194,79,285,0
14156,3,1,8,0,0.64,0.5758,0.83,0.2239,6,105,0
16768,3,0,7,10,0.62,0.1,0.88,0.21,233,649,1
6427,4,0,9,8,0.54,0.5152,0.77,0.1343,31,456,0
14857,1,1,1,23,0.32,0.84,0.81,0.49,356,986,1
12162,2,1,5,22,0.7,0.6667,0.74,0.2537,86,204,0
13325,3,1,7,9,0.66,0.6212,0.74,0.194,82,282,0
9691,1,1,2,17,0.36,0.3485,0.23,0.194,8,407,0
5624,3,0,8,5,0.7,0.6667,0.84,0.2985,1,12,0
1378,1,0,3,16,0.54,0.5152,0.19,0.3284,27,139,0
9015,4,1,9,18,0.11,0.14,0.32,0.26,360,974,1
14159,3,1,8,3,0.62,0.5606,0.88,0.194,7,30,0
14021,3,1,8,9,0.7,0.6515,0.48,0.2239,64,217,0
5133,3,0,8,18,0.72,0.697,0.79,0.4478,81,211,0
2012,2,0,3,16,0.38,0.3939,0.22,0.1642,12,136,0
15766,0,1,9,0,0.18,0.55,0.54,0.66,364,551,1
7689,4,0,11,23,0.4,0.4091,0.87,0.1642,4,33,0
5986,3,0,9,22,0.62,0.6061,0.69,0.3881,21,95,0
16623,4,1,11,9,0.24,0.2576,0.75,0.0896,17,330,0
4392,2,2,0,0,1.0,1.05,0.39,0.08,384,639,1
11288,1,1,4,16,0.36,0.74,0.16,0.44,221,382,1
11316,2,1,4,16,0.7,0.6364,0.42,0.3284,267,639,0
12203,2,1,5,15,0.82,0.7879,0.56,0.2985,181,460,0
4854,3,0,7,3,0.68,0.6364,0.89,0.1343,2,4,0
8127,4,0,12,6,0.24,0.2576,0.65,0.1045,1,11,0
11297,5,0,5,22,0.08,0.52,0.99,0.85,74,1005,1
3248,2,0,5,5,0.44,0.4394,0.94,0.1045,0,28,0
3319,2,0,5,4,0.54,0.5152,0.94,0,2,4,0
15802,4,1,10,14,0.6,0.5909,0.73,0.1343,71,285,0
8209,4,0,12,16,0.38,0.3939,0.37,0.2537,13,207,0
10778,5,2,3,14,0.66,0.34,0.77,0.69,256,139,1
17583,2,2,9,9,0.7,0.1,0.51,0.22,47,903,1
5557,3,0,8,10,0.7,0.6515,0.58,0.2836,51,146,0
1858,5,1,3,5,0.13,0.16,1.05,0.79,0,394,1
7326,2,0,2,5,0.63,0.57,0.36,0.84,40,147,1
9834,3,1,13,4,0.12,0.55,0.25,0.23,294,741,1
16475,4,1,11,4,0.26,0.2121,0.41,0.4478,1,3,0
14598,4,0,6,25,0.23,0.16,0.16,0.68,87,525,1
15614,4,1,10,18,0.52,0.5,0.59,0.1642,90,884,0
5892,2,1,8,23,0.89,0.67,0.47,0.08,366,860,1
12832,3,1,6,20,0.78,0.6818,0.31,0.194,158,386,0
14513,3,1,9,21,0.64,0.5758,0.89,0,21,104,0
16120,4,1,11,9,0.34,0.303,0.53,0.4179,23,327,0
10664,0,1,1,8,1.01,0.85,0.99,0.2,96,8,1
2561,2,0,4,14,0.5,0.4848,0.34,0.3881,68,228,0
4324,2,2,11,22,0.05,0.17,0.99,0.7,135,812,1
13451,3,1,7,15,0.84,0.7727,0.47,0.0896,66,292,0
414,5,2,2,10,0.15,0.01,0.03,0.21,271,974,1
10118,1,1,3,15,0.42,0.4242,0.5,0.2985,5,78,0
2804,0,1,3,17,0.24,0.82,0.99,0.23,134,40,1
8312,4,0,12,23,0.2,0.2273,0.75,0,6,69,0
3324,2,0,9,19,0.41,1.02,0.21,0.63,234,404,1
3089,2,0,5,14,0.52,0.5,0.87,0.2836,70,190,0
3454,2,0,5,19,0.7,0.6515,0.65,0.194,99,252,0
5917,3,0,9,1,0.62,0.5152,1,0.1642,0,8,0
16993,4,1,12,19,0.36,0.3485,0.62,0.1343,32,257,0
5031,5,1,2,15,0.74,0.23,0.98,0.28,230,859,1
289,1,0,1,11,0.2,0.1667,0.44,0.4478,4,37,0
2731,2,0,4,16,0.62,0.5909,0.78,0.2537,42,270,0
123,1,0,1,8,0.16,0.2273,0.59,0,3,219,0
17138,1,1,12,20,0.28,0.2727,0.41,0.2537,8,112,0
13114,3,1,7,14,0.92,0.8333,0.33,0.3284,87,241,0
13848,3,1,8,4,0.72,0.697,0.74,0.2537,3,14,0
79,1,0,1,10,0.16,0.1364,0.69,0.3284,5,42,0
16826,4,1,12,20,0.36,0.3788,1,0,20,182,0
2883,2,0,5,0,0.36,0.3485,0.66,0.194,4,27,0
6044,2,1,6,21,0.34,0.73,0.27,0.44,319,179,1
16755,0,2,0,8,0.85,0.37,0.87,0.35,108,299,1
7331,4,0,11,1,0.34,0.3636,0.87,0,2,8,0
1384,1,0,3,22,0.3,0.2576,0.26,0.5522,4,48,0
10742,2,1,3,16,0.62,0.6212,0.43,0.0896,51,221,0
5427,3,0,8,0,0.68,0.6364,0.69,0.194,9,62,0
9655,4,2,8,20,0.08,1.02,0.29,0.52,98,689,1
8926,1,1,1,18,0.44,0.4394,0.67,0.194,22,421,0
14783,3,1,9,3,0.52,0.5,0.83,0,2,11,0
16545,4,1,11,2,0.32,0.3182,0.7,0.1642,0,5,0
6375,4,0,9,4,0.6,0.5455,0.88,0,1,4,0
8748,5,0,8,9,0.19,0.6,0.02,0.83,213,126,1
10426,0,0,6,14,0.41,1.04,0.94,0.53,247,587,1
5553,4,1,7,7,0.52,0.4,0.76,0.39,173,317,1
6371,0,0,0,23,0.11,0.48,0.88,0.3,258,212,1
3582,2,0,6,3,0.54,0.5152,0.49,0.2239,0,5,0
3024,2,0,5,21,0.54,0.5152,0.52,0,30,203,0
8268,4,0,12,3,0.46,0.4545,0.82,0.1343,2,5,0
17764,4,2,13,7,0.47,0.63,0.79,0.77,298,628,1
2246,2,0,4,10,0.36,0.3333,0.71,0.2836,10,73,0
8121,3,1,5,6,0.1,0.57,0.51,0.19,256,25,1
3470,2,0,5,11,0.66,0.6061,0.83,0.2836,139,319,0
7638,4,0,11,20,0.36,0.3636,0.57,0.1045,48,163,0
4737,2,2,2,5,0.78,0.59,1.0,0.17,383,495,1
15864,1,0,12,9,0.6,0.81,1.01,0.48,350,121,1
6598,2,2,1,11,1.0,0.41,0.12,0.32,139,699,1
14329,3,0,8,4,0.12,0.4,0.54,0.17,356,538,1
14250,3,1,8,22,0.64,0.5909,0.78,0,24,232,0
884,1,1,2,20,0.95,0.65,0.64,0.69,87,999,1
13300,3,1,7,8,0.7,0.6515,0.54,0,53,713,0
8276,4,0,12,11,0.34,0.303,0.42,0.2985,9,144,0
5236,3,2,7,21,0.06,0.98,0.48,0.62,159,929,1
5354,3,0,8,23,0.64,0.6061,0.69,0.2239,11,88,0
2514,2,0,4,15,0.54,0.5152,0.65,0.1642,44,127,0
17320,1,1,8,17,0.19,0.66,0.17,0.86,332,377,1
14812,3,1,9,8,0.6,0.5758,0.78,0.1642,51,766,0
16229,0,1,8,21,0.64,0.81,0.11,0.5,241,681,1
6883,4,0,10,9,0.52,0.5,0.88,0.4925,17,202,0
13942,3,1,8,2,0.7,0.6667,0.84,0.0896,2,14,0
7940,4,0,12,11,0.34,0.3333,0.66,0.1642,18,160,0
16059,4,1,11,19,0.3,0.2879,0.56,0.2239,15,371,0
2118,2,0,4,2,0.26,0.2727,0.7,0.1343,5,24,0
2992,2,0,5,13,0.62,0.6212,0.38,0.2836,36,174,0
7396,2,1,4,25,0.99,1.02,0.71,0.4,373,641,1
10794,2,1,3,20,0.4,0.4091,0.62,0.1642,17,209,0
10187,2,1,6,20,0.66,0.02,0.33,0.34,323,872,1
3827,2,0,6,8,0.58,0.5455,0.49,0.4478,44,476,0
15775,2,0,1,11,0.82,0.94,0.54,0.54,103,791,1
10431,1,1,12,4,0.93,1.02,0.82,0.38,255,763,1
9222,3,1,4,20,0.08,0.97,0.64,0.11,179,807,1
11859,4,0,8,10,0.33,0.63,0.66,0.75,282,920,1
11861,2,1,5,9,0.54,0.5152,0.88,0.2836,5,110,0
3730,2,0,6,7,0.72,0.697,0.79,0.1343,31,314,0
3309,2,0,5,18,0.66,0.6212,0.61,0.2239,120,358,0
14094,3,1,8,10,0.72,0.6818,0.62,0.194,70,233,0
5412,3,0,8,9,0.72,0.6818,0.66,0.2537,42,228,0
7333,4,0,11,3,0.32,0.3485,0.93,0,0,3,0
8180,4,0,12,11,0.26,0.2879,0.6,0.0896,15,115,0
5191,3,0,8,4,0.7,0.6667,0.74,0,1,7,0
17953,0,1,5,1,0.93,0.71,0.11,0.25,116,619,1
9,1,0,1,8,0.24,0.2879,0.75,0,1,8,0
6190,2,2,3,1,1.0,1.02,0.03,0.78,193,545,1
12273,1,2,7,14,0.71,0.62,0.38,0.63,310,989,1
6013,3,0,9,2,0.6,0.5758,0.78,0,2,2,0
13676,3,1,7,0,0.66,0.5909,0.89,0.1343,59,188,0
16552,4,1,11,9,0.32,0.3333,0.81,0.1343,11,268,0
7812,1,0,5,15,0.09,0.74,0.6,0.09,385,788,1
4426,1,2,3,6,0.57,0.28,0.12,0.82,259,178,1
2516,2,0,4,17,0.56,0.5303,0.6,0.1045,39,411,0
6224,5,2,12,2,0.81,0.15,0.39,0.69,156,0,1
4261,0,0,5,14,0.29,0.93,0.46,0.18,40,384,1
18243,2,0,10,25,0.67,0.64,0.68,0.74,243,366,1
14086,3,1,8,2,0.68,0.6364,0.65,0,1,8,0
11488,2,1,4,20,0.38,0.3939,0.66,0,21,102,0
16692,1,0,1,25,0.51,0.77,0.22,0.08,197,415,1
11800,1,1,12,22,0.52,0.5,0.7,0.85,284,866,1
14413,3,1,8,17,0.8,0.697,0.35,0.3881,90,864,0
13958,3,1,8,18,0.82,0.7576,0.46,0.2537,78,811,0
6669,4,0,10,10,0.56,0.5303,0.73,0.1642,107,265,0
3058,5,2,11,20,0.64,0.87,0.26,0.3,277,210,1
8166,3,0,13,7,0.73,0.01,0.95,0.04,368,579,1
1131,1,0,2,20,0.32,0.2879,0.28,0.5224,9,47,0
15318,4,1,10,10,0.66,0.6212,0.54,0,68,260,0
11518,1,2,11,25,0.9,0.68,0.34,0.78,295,981,1
10437,3,0,0,13,0.38,0.25,0.47,0.2,152,626,1
1749,1,0,3,13,0.64,0.6212,0.41,0.2836,57,175,0
9464,2,1,5,19,0.4,0.42,1.01,0.75,311,9,1
13784,3,2,5,10,0.1,0.05,0.52,0.33,331,658,1
15174,4,1,9,10,0.54,0.5152,0.56,0.2537,134,472,0
10677,2,1,3,23,0.48,0.4697,0.82,0.1343,9,65,0
17103,4,1,12,9,0.3,0.3333,0.7,0,14,317,0
13751,3,1,8,3,0.64,0.5758,0.83,0.1045,0,7,0
14276,3,1,8,0,0.64,0.5909,0.78,0,9,60,0
16925,3,0,9,12,0.72,0.67,0.17,0.35,43,677,1
9099,2,0,2,14,0.52,0.14,0.74,0.78,151,632,1
2336,2,0,4,5,0.54,0.5152,0.68,0.1343,1,16,0
13221,3,1,7,1,0.7,0.6667,0.74,0.1343,0,15,0
8598,1,0,12,0,0.28,0.2879,0.7,0.1343,4,30,0
10617,2,1,3,11,0.62,0.5909,0.73,0.1045,131,318,0
17295,1,1,12,11,0.28,0.2727,0.52,0.2239,71,178,0
3579,2,0,6,0,0.62,0.6212,0.38,0.2836,15,68,0
4071,3,0,6,12,0.76,0.7273,0.66,0.2836,30,160,0
13788,3,1,8,16,0.82,0.7576,0.46,0.194,71,406,0
16976,5,2,8,16,0.45,0.21,0.21,0.45,266,1024,1
10702,2,1,3,0,0.32,0.2879,0.26,0.5224,1,10,0
12045,2,1,5,1,0.58,0.5455,0.83,0.1343,11,27,0
12628,0,1,4,1,0.92,0.22,0.95,0.3,88,380,1
11777,2,1,5,21,0.5,0.4848,0.42,0.194,19,230,0
4660,5,0,6,17,0.43,0.13,0.32,0.35,321,782,1
17537,3,2,0,19,0.37,0.53,0.32,0.09,53,35,1
14090,3,1,8,6,0.64,0.5909,0.78,0.1045,12,172,0
12457,3,0,7,20,0.03,0.27,0.54,0.46,168,901,1
6656,4,0,10,21,0.54,0.5152,0.83,0.1045,53,173,0
10943,2,1,4,2,0.36,0.3333,0.5,0.3881,6,11,0
9315,0,1,13,2,0.56,1.0,0.51,0.03,347,1026,1
15809,4,1,10,21,0.52,0.5,0.88,0.1343,24,271,0
598,2,0,12,23,0.95,0.07,0.43,0.64,77,864,1
4453,4,1,13,6,0.06,0.83,0.48,0.74,377,839,1
7694,4,0,11,4,0.38,0.3939,0.94,0.1642,0,7,0
10030,1,1,2,22,0.44,0.4394,0.44,0.2537,9,92,0
11789,0,1,7,11,1.01,0.84,0.4,0.74,371,947,1
4590,3,0,7,3,0.6,0.5909,0.73,0.194,1,7,0
8469,1,0,12,12,0.34,0.3182,0.39,0.2836,15,94,0
12525,2,1,6,1,0.66,0.6212,0.74,0.1642,9,24,0
1970,2,0,3,21,0.26,0.2576,0.41,0.1642,7,36,0
13650,3,1,7,22,0.78,0.7424,0.59,0.1343,48,199,0
11685,2,1,5,1,0.52,0.5,0.77,0.194,1,9,0
13749,3,2,0,13,0.79,0.55,0.82,0.64,49,886,1
7177,4,0,10,15,0.44,0.4394,0.47,0.1642,27,168,0
17324,1,1,12,16,0.3,0.2424,0.75,0.1045,22,147,0
7917,4,0,12,12,0.36,0.3485,0.46,0.2239,9,148,0
6918,4,0,10,20,0.46,0.4545,0.51,0.3284,34,241,0
8234,4,0,12,17,0.36,0.3636,0.57,0.1045,19,396,0
2946,2,0,5,15,0.6,0.6212,0.38,0.2537,148,378,0
15890,4,1,10,18,0.3,0.303,0.87,0.1343,4,143,0
9450,2,1,9,7,0.29,0.83,0.19,0.04,242,133,1
16593,4,1,11,2,0.22,0.2727,0.64,0,1,7,0
9448,1,1,2,13,0.36,0.3636,0.46,0,25,198,0
16078,4,1,11,14,0.32,0.2879,0.53,0.3582,19,161,0
5529,3,0,8,6,0.54,0.5152,0.6,0.194,3,114,0
8575,1,0,12,1,0.22,0.2121,0.47,0.2239,0,15,0
7924,4,0,12,19,0.34,0.3485,0.46,0.1045,9,228,0
2902,2,0,5,19,0.54,0.5152,0.28,0.2239,56,361,0
8058,4,0,12,9,0.44,0.4394,1,0.2537,0,64,0
2824,3,0,2,2,0.19,0.47,0.17,0.68,234,945,1
2558,2,0,4,11,0.44,0.4394,0.41,0.2836,34,133,0
5413,3,2,10,1,0.96,0.89,0.6,0.67,205,165,1
10548,1,1,3,14,0.6,0.5909,0.73,0.1642,66,248,0
7079,4,0,10,13,0.5,0.4848,0.88,0.1642,10,74,0
