instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,Noise
21,5,2,10,15,0.22,0.76,0.95,0.23,123,771,1
13578,3,1,7,22,0.74,0.697,0.66,0.2537,43,269,0
8101,4,0,12,4,0.22,0.2727,0.8,0,1,2,0
7226,4,0,11,16,0.48,0.4697,0.51,0.1045,35,266,0
1807,1,0,3,23,0.34,0.303,0.61,0.3881,13,24,0
13198,3,1,7,2,0.7,0.6667,0.89,0.194,1,5,0
11145,2,1,4,13,0.62,0.6212,0.33,0.2985,308,678,0
7698,4,0,11,8,0.38,0.3939,0.94,0.2239,5,190,0
15167,4,1,9,3,0.52,0.5,0.59,0.194,4,29,0
8770,4,1,3,25,0.76,0.79,0.9,0.18,78,395,1
619,1,0,1,0,0.22,0.197,0.64,0.3582,2,28,0
10792,1,2,7,4,0.25,0.26,1.01,0.52,379,523,1
3639,2,0,6,12,0.64,0.6061,0.69,0.1045,123,335,0
10857,2,1,4,12,0.44,0.4394,0.44,0.4478,100,281,0
15197,4,1,9,9,0.52,0.5,0.63,0.1045,74,285,0
5036,3,0,8,17,0.9,0.7879,0.27,0.1343,63,556,0
1874,2,0,3,20,0.36,0.303,0.87,0.6418,3,75,0
7048,4,0,10,6,0.42,0.4242,0.71,0.2239,0,92,0
11228,2,1,13,7,1.01,0.32,0.1,0.15,120,604,1
17223,1,1,12,11,0.3,0.3182,0.75,0.0896,43,86,0
6731,4,0,10,0,0.54,0.5152,0.94,0.1343,1,15,0
13693,3,1,7,17,0.82,0.7424,0.41,0.1642,164,531,0
8880,1,1,0,19,0.26,0.88,0.91,0.02,222,468,1
8964,5,1,0,7,0.49,0.1,0.72,0.8,65,218,1
573,1,0,1,1,0.24,0.2424,0.65,0.1343,0,5,0
907,2,1,11,25,0.05,0.23,0.07,0.18,189,383,1
4604,3,0,7,17,0.74,0.6667,0.42,0.2537,104,587,0
4612,3,0,7,1,0.6,0.5909,0.69,0.1045,24,75,0
10331,1,1,3,13,0.42,0.4242,0.41,0.2985,176,464,0
1172,1,0,2,14,0.32,0.303,0.76,0.2537,15,116,0
4428,2,0,8,2,0.77,0.94,0.72,0.61,149,998,1
16658,4,1,12,20,0.32,0.3485,0.81,0,28,198,0
13688,3,1,7,12,0.76,0.697,0.55,0.3284,154,511,0
13329,5,2,9,3,0.97,0.77,0.04,0.35,138,396,1
14143,3,1,8,11,0.76,0.2424,0.52,0.2836,98,303,0
14134,3,1,8,2,0.66,0.2424,0.61,0.1343,4,19,0
1307,1,0,2,15,0.46,0.4545,0.44,0.1343,98,261,0
8014,0,0,12,4,1.05,0.45,0.24,0.42,185,939,1
3100,2,0,5,1,0.5,0.4848,0.88,0.1343,18,82,0
2076,2,0,4,8,0.26,0.2424,0.87,0.2537,8,206,0
10591,2,1,3,9,0.5,0.4848,0.94,0.0896,41,318,0
811,1,0,2,5,0.26,0.2576,0.6,0.2239,0,1,0
89,1,0,1,20,0.24,0.2576,0.48,0.1045,1,54,0
5311,3,0,8,4,0.64,0.5606,0.94,0.194,1,3,0
14699,0,1,9,25,0.97,0.37,0.52,0.03,28,704,1
4871,0,0,10,5,0.24,0.29,0.18,0.47,185,99,1
11208,2,1,4,4,0.66,0.6212,0.44,0.2239,3,9,0
1837,2,0,3,6,0.4,0.4091,0.87,0.2537,2,60,0
15471,4,1,10,19,0.44,0.4394,0.51,0.1343,81,743,0
12295,2,1,6,11,0.7,0.6667,0.74,0.2836,42,235,0
3867,4,0,5,15,0.32,0.04,0.98,0.32,191,282,1
16470,2,2,12,3,0.18,0.26,0.56,0.3,221,895,1
6410,4,0,9,15,0.68,0.6364,0.45,0.3881,42,227,0
2886,2,0,5,3,0.34,0.3182,0.66,0.2537,0,4,0
7937,4,0,12,8,0.24,0.2879,0.87,0,13,445,0
10164,3,1,10,13,0.13,0.04,0.24,0.76,362,877,1
15531,4,1,10,7,0.42,0.4242,0.82,0.2239,7,51,0
14074,3,1,8,14,0.82,0.7424,0.41,0.2239,80,255,0
15565,4,1,10,17,0.56,0.5303,0.64,0.2537,96,766,0
2365,2,0,4,10,0.4,0.4091,0.87,0.194,4,46,0
2567,2,0,4,20,0.44,0.4394,0.3,0.1343,28,204,0
9267,0,1,0,24,0.97,0.06,0.38,0.59,150,705,1
12229,2,1,5,17,0.82,0.7576,0.46,0.4179,107,781,0
4618,3,0,7,7,0.62,0.5909,0.73,0.1343,14,52,0
16916,4,1,12,14,0.34,0.3636,0.46,0,34,225,0
7205,4,2,5,8,0.75,1.0,0.51,0.0,257,170,1
15345,4,1,10,13,0.64,0.6212,0.57,0.5224,310,710,0
7569,4,0,11,23,0.42,0.4242,0.88,0.1343,3,31,0
11502,2,1,4,10,0.42,0.4242,0.67,0.0896,127,380,0
4270,0,2,5,13,0.16,0.01,0.73,0.66,71,934,1
11018,0,0,7,1,0.2,0.17,0.61,0.08,299,303,1
16915,4,1,12,13,0.34,0.3636,0.42,0,18,238,0
12444,2,1,7,20,0.05,0.06,0.75,0.4,108,76,1
368,1,0,1,19,0.18,0.197,0.47,0.1343,14,61,0
1372,4,2,13,10,0.32,0.74,0.92,0.28,157,638,1
16443,4,1,11,20,0.34,0.3636,0.71,0,15,52,0
15534,5,2,9,12,0.84,0.87,0.44,0.87,9,188,1
13023,3,1,7,19,0.84,0.7424,0.39,0.1343,103,382,0
1575,1,0,3,1,0.34,0.3485,1,0.1045,0,8,0
14525,3,1,9,9,0.7,0.6667,0.84,0,88,232,0
9080,1,1,1,5,0.12,0.1212,0.55,0.2537,0,19,0
10559,1,2,13,5,0.22,0.72,0.49,0.72,198,837,1
11085,1,2,8,24,0.82,0.18,0.15,0.28,252,622,1
17174,1,1,12,8,0.14,0.1667,0.69,0.1045,5,48,0
11752,2,1,5,20,0.5,0.4848,0.82,0.2239,3,51,0
14273,3,1,8,21,0.64,0.6061,0.73,0,60,351,0
10083,1,1,3,4,0.48,0.4697,0.88,0.194,0,5,0
8204,4,0,12,11,0.34,0.3182,0.46,0.2537,9,124,0
16708,5,2,1,3,0.4,0.73,0.65,0.73,157,462,1
10792,2,1,3,18,0.42,0.4242,0.54,0.194,68,560,0
11774,1,1,0,11,0.05,0.16,0.55,0.19,67,402,1
12703,2,1,6,11,0.54,0.5152,0.88,0.1642,25,121,0
12801,3,1,6,13,0.88,0.803,0.39,0.2239,72,300,0
15316,4,1,10,8,0.58,0.5455,0.64,0,36,785,0
17287,1,1,12,3,0.24,0.2424,0.6,0.1642,0,2,0
7367,4,0,11,13,0.54,0.5152,0.49,0.1642,31,196,0
12233,2,1,5,21,0.6,0.5455,0.88,0.4478,3,71,0
8924,4,0,11,23,0.82,0.9,0.72,0.13,107,66,1
7208,4,0,11,22,0.36,0.3788,0.81,0,5,96,0
17373,1,1,12,17,0.26,0.2879,0.48,0.0896,14,164,0
8310,4,0,12,21,0.2,0.2121,0.75,0.1642,8,96,0
7494,2,2,12,20,0.22,0.45,0.06,0.49,20,759,1
9761,5,2,5,1,0.84,0.73,0.79,0.04,78,779,1
10541,1,1,3,7,0.52,0.5,0.94,0.2239,3,170,0
4621,3,0,7,10,0.72,0.6667,0.54,0.194,114,322,0
2172,3,1,8,10,0.52,0.34,0.07,0.67,90,242,1
2107,2,0,4,15,0.34,0.303,0.76,0.3881,72,136,0
7245,4,0,11,11,0.44,0.4394,0.67,0.194,12,120,0
12762,4,0,6,6,0.16,0.83,0.32,0.88,167,7,1
1350,2,1,10,25,0.31,0.25,0.94,0.4,53,138,1
10084,1,1,3,5,0.48,0.4697,0.88,0.1642,0,18,0
12347,2,1,6,15,0.7,0.6364,0.34,0,236,644,0
15221,4,1,10,9,0.52,0.5,0.63,0,26,340,0
6593,4,0,10,6,0.42,0.4242,0.88,0,3,87,0
10278,1,1,3,7,0.38,0.3939,0.4,0.2985,6,268,0
772,1,0,2,14,0.28,0.2727,0.45,0.1642,15,91,0
13540,3,1,7,8,0.72,0.697,0.79,0.1045,47,738,0
17229,2,2,1,1,0.67,0.88,0.43,0.11,122,98,1
10359,1,1,3,17,0.62,0.6212,0.38,0.4179,87,644,0
15517,4,1,10,17,0.46,0.4545,0.38,0.1642,193,528,0
7924,1,2,11,21,0.52,0.1,0.04,0.71,179,608,1
15957,1,2,9,22,0.45,0.15,0.71,0.84,38,82,1
14808,3,1,9,4,0.54,0.5152,0.77,0,1,12,0
8919,4,0,6,4,0.27,0.4,0.14,0.67,312,1007,1
703,1,0,2,15,0.24,0.2879,0.75,0,7,52,0
5399,3,0,8,20,0.74,0.6818,0.58,0.2537,37,280,0
11034,2,1,6,14,0.66,0.1,0.7,0.63,188,722,1
11329,5,0,4,21,0.59,0.85,1.01,0.89,89,976,1
4821,5,2,8,21,0.41,0.6,0.1,0.6,291,480,1
5799,3,0,9,1,0.66,0.6061,0.83,0.1343,37,75,0
2111,1,1,0,4,0.94,0.94,0.84,0.72,182,740,1
7458,0,2,6,25,0.91,0.15,0.56,0.55,354,650,1
16062,4,1,11,22,0.3,0.2879,0.56,0.2239,17,153,0
4388,3,0,7,17,0.78,0.7424,0.59,0.2239,79,596,0
6087,3,0,9,4,0.4,0.4091,0.71,0.2836,1,4,0
11263,2,1,4,11,0.52,0.5,0.48,0,46,229,0
1283,2,1,6,8,0.63,0.75,0.59,0.29,11,985,1
4342,0,0,1,16,0.1,0.61,0.44,0.39,163,87,1
4156,3,0,6,1,0.62,0.5909,0.78,0.1343,4,15,0
9127,1,1,1,4,0.16,0.197,0.86,0.0896,0,1,0
10256,1,1,3,9,0.46,0.4545,0.72,0.4627,19,301,0
14656,4,2,13,3,0.85,0.19,0.09,0.81,331,797,1
2882,2,0,5,23,0.36,0.3485,0.62,0.2239,8,57,0
5612,3,0,8,17,0.74,0.7121,0.74,0.2537,56,489,0
5293,3,0,8,10,0.72,0.697,0.74,0.2239,97,260,0
4837,3,0,7,10,0.82,0.803,0.59,0,30,84,0
2397,5,0,7,25,0.5,0.21,0.54,0.03,255,202,1
12917,1,2,11,12,0.46,0.32,0.24,0.52,274,378,1
7333,4,0,11,3,0.32,0.3485,0.93,0,0,3,0
13249,3,1,7,5,0.64,0.5758,0.89,0,5,41,0
3406,2,0,5,19,0.78,0.697,0.46,0.3284,67,378,0
5869,3,0,9,0,0.54,0.5152,0.94,0.2239,1,13,0
13919,3,1,8,3,0.7,0.6667,0.84,0,1,7,0
7385,4,0,11,7,0.3,0.3333,0.87,0,0,300,0
7002,4,0,10,8,0.42,0.4242,0.88,0.1642,20,398,0
15159,4,1,9,19,0.62,0.6212,0.5,0.2537,38,508,0
17128,2,0,9,15,0.93,0.32,0.49,0.65,372,833,1
8698,4,1,2,24,0.31,0.91,0.95,0.0,344,863,1
10452,1,1,3,14,0.48,0.4697,0.72,0,56,202,0
9395,1,1,2,8,0.36,0.3636,0.73,0.1045,15,520,0
11491,5,2,9,7,0.09,0.41,0.53,0.68,229,305,1
13746,3,1,7,22,0.68,0.6364,0.74,0.2537,33,257,0
2238,2,0,4,2,0.34,0.3333,0.76,0.1642,3,13,0
7560,4,0,11,14,0.46,0.4545,1,0.1343,12,61,0
4178,3,0,6,23,0.68,0.6364,0.69,0,16,81,0
3464,0,1,2,2,0.35,0.25,0.63,0.35,205,785,1
9269,1,1,1,2,0.42,0.4242,0.94,0.1343,2,13,0
5408,3,0,8,5,0.64,0.5909,0.78,0.2836,0,27,0
11840,2,1,5,12,0.64,0.6212,0.57,0.2239,189,531,0
584,0,0,12,17,0.77,0.17,0.08,0.2,49,239,1
14095,4,0,6,23,0.91,0.51,0.94,0.54,27,680,1
224,5,0,3,15,1.01,0.54,0.51,0.35,26,850,1
17567,3,0,13,22,0.92,0.69,0.69,0.23,244,831,1
11200,2,1,4,20,0.74,0.6515,0.37,0.2985,48,375,0
1822,2,0,3,15,0.56,0.5303,0.6,0.2239,41,107,0
486,1,0,1,7,0.02,0.0152,0.44,0.2836,0,8,0
16242,4,1,11,11,0.32,0.303,0.49,0.2537,25,151,0
5571,3,0,8,0,0.68,0.6364,0.74,0.2985,11,52,0
3911,2,0,6,20,0.62,0.5758,0.83,0.3284,25,201,0
2246,2,2,9,3,0.72,0.26,0.82,0.49,117,720,1
1885,2,0,3,7,0.26,0.2576,1,0.2239,2,108,0
7323,4,0,11,17,0.44,0.4394,0.62,0.1642,71,256,0
12732,2,1,6,16,0.8,0.7576,0.55,0.2239,48,334,0
13969,3,1,8,5,0.7,0.6667,0.84,0.2836,4,33,0
9564,0,2,4,25,0.76,0.1,0.43,0.84,135,330,1
2424,2,0,4,21,0.4,0.4091,0.76,0.2985,25,102,0
7447,4,0,10,14,0.61,0.14,0.53,0.2,117,139,1
13422,3,1,7,10,0.9,0.8485,0.42,0.194,39,138,0
10985,2,0,5,24,0.26,0.15,0.15,0.09,156,172,1
9962,1,1,2,2,0.32,0.303,0.45,0.2537,1,38,0
13480,3,1,7,20,0.64,0.5758,0.83,0.3881,35,251,0
14229,3,2,3,4,0.7,0.36,0.26,0.34,169,824,1
10830,5,1,3,24,0.27,0.66,1.02,0.6,295,753,1
11369,2,1,4,21,0.32,0.303,0.81,0.2239,7,152,0
12828,3,1,6,16,0.84,0.7121,0.26,0.2985,196,513,0
15568,4,1,10,20,0.52,0.5,0.72,0.3881,19,256,0
7889,4,0,11,8,0.28,0.2727,0.81,0.194,13,478,0
2563,5,0,5,11,0.77,0.79,0.33,0.67,284,568,1
7898,4,0,11,17,0.34,0.303,0.49,0.3284,15,380,0
6782,4,2,9,23,0.13,0.86,0.81,0.5,186,278,1
8689,1,1,1,20,0.24,0.2273,0.41,0.2239,5,88,0
4374,3,1,5,2,0.58,0.91,0.96,0.82,355,732,1
7023,4,0,10,5,0.38,0.3939,0.87,0.1343,0,24,0
13877,3,1,8,9,0.7,0.6667,0.79,0.1642,28,276,0
15966,5,0,13,3,0.18,0.23,0.83,0.32,74,979,1
16129,4,1,11,18,0.42,0.4242,0.44,0.1045,46,496,0
5375,3,0,8,20,0.74,0.6667,0.51,0,48,280,0
17016,4,1,12,18,0.38,0.3939,0.82,0.1045,8,107,0
4229,1,2,11,21,0.08,0.47,0.65,0.74,206,674,1
6727,4,0,10,20,0.54,0.5152,0.94,0.1045,9,90,0
12642,2,1,6,22,0.64,0.6212,0.53,0.1343,79,321,0
11040,2,1,4,3,0.36,0.3485,0.71,0.1343,0,2,0
8016,4,0,12,15,0.46,0.4545,0.72,0.0896,16,148,0
12767,3,1,6,3,0.72,0.697,0.74,0,3,11,0
13380,3,0,9,17,0.62,0.39,1.04,0.31,114,376,1
517,1,0,1,15,0.16,0.1364,0.28,0.3582,13,77,0
5651,3,0,8,21,0.66,0.6212,0.61,0.1343,60,186,0
14173,3,1,8,17,0.76,0.6667,0.37,0.2239,256,635,0
5053,2,0,1,4,0.93,0.21,0.83,0.1,86,419,1
13466,3,1,7,6,0.66,0.5909,0.89,0.1642,3,126,0
5249,3,1,6,23,0.87,0.16,0.75,0.45,19,736,1
9760,1,1,2,14,0.32,0.3182,0.81,0.194,1,31,0
1821,2,0,3,14,0.54,0.5152,0.64,0.2239,36,101,0
3393,4,0,2,2,0.89,0.71,0.63,0.78,210,672,1
13720,3,1,7,20,0.72,0.6818,0.7,0.2239,78,462,0
11629,1,0,10,5,0.54,0.23,0.6,0.27,349,280,1
4832,3,0,7,5,0.72,0.7121,0.84,0.0896,2,24,0
16977,4,0,9,8,0.2,0.86,0.81,0.54,348,375,1
989,5,0,5,15,0.43,0.7,0.41,0.4,64,499,1
15596,4,1,10,0,0.38,0.3939,0.76,0,1,49,0
4342,3,0,7,19,0.78,0.7121,0.49,0.1642,170,375,0
8748,1,1,1,7,0.2,0.2273,0.69,0.0896,3,215,0
9720,1,1,2,22,0.36,0.3636,0.5,0.1045,5,77,0
8647,1,1,1,1,0.36,0.3485,0.66,0.1343,15,93,0
6166,3,0,9,11,0.58,0.5455,0.64,0.1642,41,139,0
13224,3,1,7,4,0.68,0.6364,0.79,0.1343,0,4,0
167,1,0,1,5,0.16,0.1667,0.74,0.1642,0,5,0
13317,3,1,7,1,0.7,0.6515,0.51,0.1045,13,118,0
13669,3,1,7,17,0.82,0.7576,0.46,0.194,199,479,0
5056,3,0,8,13,0.76,0.7121,0.58,0.2239,37,144,0
8110,4,0,12,13,0.38,0.3939,0.5,0.194,27,168,0
96,3,1,6,0,0.06,0.44,0.36,0.55,334,279,1
5985,3,0,9,21,0.64,0.6061,0.69,0,45,159,0
16783,5,1,8,4,0.38,0.11,0.97,0.48,373,660,1
3197,2,0,5,2,0.52,0.5,0.94,0.2239,1,6,0
5421,3,0,12,9,0.11,0.85,0.35,0.02,93,213,1
3109,5,1,8,13,0.83,0.83,0.44,0.86,256,895,1
3692,5,2,5,10,0.58,0.69,0.23,0.17,192,782,1
12107,2,1,5,15,0.74,0.6818,0.55,0.2537,69,291,0
12932,3,1,6,0,0.66,0.6212,0.5,0.1045,2,54,0
7404,4,0,11,2,0.38,0.3939,0.94,0,0,5,0
8668,5,1,12,16,0.85,0.14,0.68,0.27,261,981,1
13020,3,1,7,16,0.92,0.8333,0.33,0.2985,85,313,0
11223,2,2,6,18,0.91,0.16,0.64,0.77,233,764,1
9554,2,2,3,7,0.33,0.39,0.1,0.0,331,267,1
987,1,0,2,18,0.4,0.4091,0.32,0.2985,17,95,0
14989,3,1,9,17,0.68,0.6364,0.57,0.2836,107,846,0
16660,4,1,12,22,0.3,0.3333,0.87,0,17,147,0
14551,3,1,9,11,0.74,0.697,0.7,0.2836,187,459,0
4885,3,0,7,10,0.78,0.6818,0.33,0,32,114,0
4765,2,0,4,9,0.03,0.84,0.65,0.35,193,132,1
8261,5,0,8,6,0.93,0.24,0.53,0.53,289,123,1
4494,3,0,7,3,0.68,0.6364,0.65,0.1642,2,10,0
13184,3,1,7,12,0.92,0.8939,0.42,0.194,105,376,0
1777,2,0,2,11,0.67,0.44,0.03,0.12,68,415,1
16823,4,1,12,17,0.38,0.3939,0.87,0.1343,77,345,0
15725,4,1,10,9,0.46,0.4545,0.63,0.0896,25,360,0
8208,5,0,1,15,0.88,0.12,0.64,0.66,337,22,1
13385,3,1,7,21,0.76,0.7273,0.66,0.1343,45,328,0
5528,3,0,8,5,0.54,0.5152,0.56,0.194,1,36,0
14668,0,1,2,6,0.62,0.67,0.49,0.09,26,329,1
3028,5,2,4,8,0.33,0.52,0.51,0.04,215,326,1
13592,4,0,2,7,1.05,0.67,0.52,0.51,226,75,1
17958,2,0,2,23,0.49,0.22,0.69,0.31,246,35,1
6167,3,2,2,4,0.66,1.03,0.58,0.77,271,497,1
15333,1,1,2,16,0.48,0.44,0.96,0.68,320,699,1
13026,3,1,7,22,0.82,0.7424,0.43,0.1343,41,151,0
17781,2,0,6,25,0.45,0.23,0.29,0.39,125,880,1
3355,2,0,5,16,0.66,0.6212,0.69,0.194,52,277,0
1215,5,1,4,13,0.02,1.0,0.89,0.58,70,1023,1
1872,2,0,3,18,0.38,0.3939,0.82,0.2537,20,238,0
7388,4,0,11,10,0.4,0.4091,0.76,0.1045,16,105,0
8713,1,1,1,20,0.12,0.1212,0.33,0.2537,0,115,0
5135,3,1,2,5,0.27,0.59,0.19,0.75,195,216,1
16267,4,1,11,12,0.36,0.3636,0.62,0.1045,29,213,0
4446,1,1,9,14,0.96,0.92,0.34,0.55,243,891,1
7304,4,0,11,22,0.3,0.3333,0.65,0,10,82,0
8276,2,0,11,5,0.7,0.65,0.82,0.43,155,377,1
794,4,0,7,14,0.98,0.26,0.21,0.12,232,877,1
240,1,0,1,8,0.18,0.2121,0.51,0.0896,3,217,0
4892,3,0,7,17,0.84,0.7121,0.26,0.2239,81,572,0
7780,4,0,11,18,0.46,0.4545,0.44,0.0896,45,153,0
5186,3,0,8,23,0.74,0.697,0.66,0.1045,19,72,0
9398,1,1,2,11,0.4,0.4091,0.58,0.1642,27,143,0
14457,3,1,8,13,0.76,0.6818,0.48,0.1045,76,290,0
2439,2,0,4,12,0.46,0.4545,0.88,0.5821,6,32,0
14417,2,1,10,8,0.31,0.2,0.93,0.23,285,988,1
1075,1,0,2,12,0.48,0.4697,0.41,0.2239,15,101,0
10976,2,1,4,11,0.44,0.4394,0.24,0.2985,251,495,0
14330,1,0,7,21,0.74,0.8,0.41,0.15,158,651,1
3719,2,0,6,20,0.8,0.7879,0.63,0.1343,55,280,0
10904,2,1,4,11,0.6,0.6212,0.43,0.3582,61,213,0
12014,2,1,5,18,0.7,0.6515,0.51,0.3284,146,474,0
1678,1,0,0,25,0.32,0.31,0.44,0.06,165,525,1
14638,3,1,9,2,0.62,0.5758,0.83,0.0896,1,11,0
15349,0,2,10,22,0.15,0.13,0.22,0.13,328,743,1
2088,4,2,4,2,0.42,0.18,0.55,0.13,92,680,1
15319,0,1,9,10,0.09,0.91,0.11,0.37,109,269,1
15348,4,1,10,16,0.6,0.6212,0.43,0.5224,317,659,0
16857,4,1,12,3,0.38,0.3939,0.94,0.1045,0,4,0
4110,3,0,6,3,0.64,0.6212,0.57,0.194,18,39,0
2858,2,0,5,23,0.56,0.5303,0.68,0.3284,12,62,0
11268,1,0,11,9,0.84,0.66,0.81,0.01,71,834,1
5171,3,0,8,8,0.74,0.6818,0.58,0.3284,29,349,0
12231,2,1,5,19,0.78,0.7121,0.52,0.3582,69,526,0
6222,0,2,8,13,0.93,0.99,0.32,0.01,335,615,1
8884,1,2,7,23,0.12,0.9,0.74,0.53,317,221,1
3659,2,0,6,8,0.64,0.6061,0.73,0.0896,28,438,0
11706,2,2,2,24,0.51,1.04,0.58,0.68,108,388,1
3,1,0,1,2,0.22,0.2727,0.8,0,5,32,0
16074,1,2,5,6,0.44,0.74,0.38,0.64,350,20,1
4919,3,0,7,20,0.8,0.7879,0.63,0.194,41,270,0
10119,1,1,3,16,0.4,0.4091,0.58,0.2985,1,50,0
2697,2,0,4,6,0.56,0.5303,0.94,0.2537,5,84,0
452,1,0,1,20,0.26,0.2424,0.6,0.2836,2,126,0
183,1,0,1,21,0.12,0.1061,0.39,0.3582,2,37,0
15941,4,1,11,21,0.38,0.3939,0.54,0.1343,29,267,0
7970,4,0,12,17,0.36,0.3788,0.62,0,46,232,0
