instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1,feature2,feature3,feature4,feature5
66,1,0,1,20,0.2,0.2273,0.47,0.1045,3,52,57,743,222,691,264
67,1,0,1,21,0.18,0.197,0.64,0.1343,3,52,77,945,175,635,468
68,1,0,1,22,0.14,0.1515,0.69,0.1343,0,20,18,911,145,641,32
69,1,0,1,23,0.18,0.2121,0.55,0.1045,1,12,4,638,186,710,95
70,1,0,1,0,0.16,0.1818,0.55,0.1045,0,5,72,662,42,556,407
71,1,0,1,1,0.16,0.1818,0.59,0.1045,0,2,91,617,202,657,379
72,1,0,1,2,0.14,0.1515,0.63,0.1343,0,1,47,899,118,567,144
73,1,0,1,4,0.14,0.1818,0.63,0.0896,0,2,26,533,53,678,297
74,1,0,1,5,0.12,0.1515,0.68,0.1045,0,4,29,872,153,572,339
75,1,0,1,6,0.12,0.1515,0.74,0.1045,0,36,52,500,227,637,187
76,1,0,1,7,0.12,0.1515,0.74,0.1343,2,94,7,544,235,684,286
77,1,0,1,8,0.14,0.1515,0.69,0.1642,2,179,74,646,241,721,324
78,1,0,1,9,0.16,0.1515,0.64,0.2239,2,100,27,650,189,563,244
79,1,0,1,10,0.16,0.1364,0.69,0.3284,5,42,27,643,15,702,17
80,1,0,1,11,0.22,0.2121,0.51,0.2985,7,57,92,606,203,681,482
81,1,0,1,12,0.22,0.2273,0.51,0.1642,12,78,52,549,151,740,398
82,1,0,1,13,0.24,0.2273,0.56,0.194,18,97,75,858,80,563,372
83,1,0,1,14,0.26,0.2576,0.52,0.2239,9,63,35,726,48,503,274
84,1,0,1,15,0.28,0.2727,0.52,0.2537,17,65,53,615,92,724,299
85,1,0,1,16,0.3,0.2879,0.49,0.2537,15,83,57,705,118,613,59
86,1,0,1,17,0.28,0.2727,0.48,0.2239,10,212,53,580,226,614,357
87,1,0,1,18,0.26,0.2576,0.48,0.194,3,182,98,591,82,730,339
88,1,0,1,19,0.24,0.2576,0.48,0.1045,2,112,17,575,78,600,162
89,1,0,1,20,0.24,0.2576,0.48,0.1045,1,54,78,760,21,673,374
90,1,0,1,21,0.22,0.2727,0.64,0,0,48,46,771,88,568,424
91,1,0,1,22,0.22,0.2576,0.64,0.0896,1,35,34,996,24,597,28
92,1,0,1,23,0.2,0.2273,0.69,0.0896,2,11,31,876,211,555,344
93,1,0,1,0,0.2,0.2576,0.64,0,0,6,57,948,88,637,253
94,1,0,1,1,0.16,0.197,0.74,0.0896,0,6,89,662,250,551,290
95,1,0,1,2,0.16,0.197,0.74,0.0896,0,2,85,580,194,695,35
96,1,0,1,4,0.24,0.2273,0.48,0.2239,0,2,90,943,128,512,319
97,1,0,1,5,0.22,0.2273,0.47,0.1642,0,3,40,738,143,530,106
98,1,0,1,6,0.2,0.197,0.47,0.2239,0,33,4,912,104,591,76
99,1,0,1,7,0.18,0.1818,0.43,0.194,1,88,81,728,98,591,155
100,1,0,1,8,0.2,0.1818,0.4,0.2985,3,195,94,803,153,500,490
101,1,0,1,9,0.22,0.197,0.37,0.3284,6,115,35,537,98,664,113
102,1,0,1,10,0.22,0.197,0.37,0.3284,4,57,53,533,56,667,279
103,1,0,1,11,0.26,0.2273,0.33,0.3284,12,46,70,777,21,641,462
104,1,0,1,12,0.26,0.2273,0.33,0.3284,5,79,73,716,36,722,192
105,1,0,1,13,0.28,0.2576,0.3,0.2985,6,71,47,734,48,697,451
106,1,0,1,14,0.3,0.2879,0.28,0.194,10,62,46,555,219,530,316
107,1,0,1,15,0.3,0.2879,0.28,0.194,7,62,77,594,214,717,140
108,1,0,1,16,0.3,0.3182,0.28,0.0896,4,89,33,841,72,624,157
109,1,0,1,17,0.24,0.2273,0.38,0.194,4,190,39,509,63,747,388
110,1,0,1,18,0.24,0.2424,0.38,0.1343,3,169,22,539,63,508,394
111,1,0,1,19,0.24,0.2576,0.38,0.1045,5,132,98,734,66,637,149
112,1,0,1,20,0.22,0.2273,0.47,0.1642,7,89,37,888,148,711,98
113,1,0,1,21,0.2,0.197,0.51,0.194,3,43,67,799,122,740,379
114,1,0,1,22,0.18,0.197,0.55,0.1343,1,42,99,643,154,621,177
115,1,0,1,23,0.2,0.2576,0.47,0,1,19,51,790,91,678,329
116,1,0,1,0,0.18,0.2424,0.55,0,0,11,90,764,195,731,204
117,1,0,1,1,0.16,0.2273,0.64,0,0,4,72,738,32,746,135
118,1,0,1,2,0.16,0.2273,0.64,0,0,2,17,970,5,624,246
119,1,0,1,4,0.16,0.197,0.64,0.0896,0,1,66,579,167,673,249
120,1,0,1,5,0.14,0.1818,0.69,0.0896,0,4,99,864,79,681,362
121,1,0,1,6,0.14,0.1667,0.63,0.1045,0,36,76,598,78,690,338
122,1,0,1,7,0.16,0.2273,0.59,0,0,95,58,569,122,586,327
123,1,0,1,8,0.16,0.2273,0.59,0,3,219,16,517,32,514,297
124,1,0,1,9,0.18,0.2424,0.51,0,6,122,49,905,186,733,376
125,1,0,1,10,0.2,0.2576,0.47,0,3,45,69,730,240,572,171
126,1,0,1,11,0.22,0.2576,0.44,0.0896,2,59,27,642,229,546,143
127,1,0,1,12,0.26,0.2879,0.35,0,6,84,3,858,39,743,264
128,1,0,1,13,0.26,0.2727,0.35,0.1045,12,67,94,773,64,661,46
129,1,0,1,14,0.28,0.2727,0.36,0.1642,11,70,11,583,155,567,171
130,1,0,1,15,0.28,0.2727,0.36,0,8,62,61,878,201,607,405
131,1,0,1,16,0.26,0.2576,0.38,0.1642,12,86,42,655,105,514,110
132,1,0,1,17,0.22,0.2273,0.51,0.1642,9,172,69,717,227,534,190
133,1,0,1,18,0.22,0.2273,0.51,0.1343,5,163,87,550,8,646,321
134,1,0,1,19,0.22,0.2576,0.55,0.0896,3,112,10,971,119,697,207
135,1,0,1,20,0.2,0.2121,0.51,0.1642,3,69,36,650,52,739,415
136,1,0,1,21,0.22,0.2121,0.55,0.2239,0,48,20,523,118,533,416
137,1,0,1,22,0.22,0.2121,0.51,0.2836,1,52,57,686,180,741,50
138,1,0,1,23,0.2,0.197,0.59,0.194,4,23,93,683,143,581,281
139,1,0,1,0,0.2,0.197,0.64,0.194,4,17,65,698,56,507,300
140,1,0,1,1,0.2,0.197,0.69,0.2239,2,7,1,761,77,554,309
141,1,0,1,2,0.2,0.197,0.69,0.2239,0,1,5,647,176,532,34
142,1,0,1,4,0.2,0.2121,0.69,0.1343,0,1,98,786,236,517,123
143,1,0,1,5,0.22,0.2727,0.55,0,0,5,45,975,200,581,295
144,1,0,1,6,0.2,0.2576,0.69,0,8,34,35,510,140,748,84
145,1,0,1,7,0.2,0.2121,0.69,0.1343,8,84,72,681,37,719,323
146,1,0,1,8,0.2,0.197,0.51,0.2537,20,210,59,506,59,722,440
147,1,0,1,9,0.2,0.1818,0.47,0.2985,9,134,80,784,196,739,381
148,1,0,1,10,0.22,0.197,0.37,0.3284,16,63,11,596,181,714,183
149,1,0,1,11,0.2,0.197,0.4,0.2239,19,67,20,673,40,707,151
150,1,0,1,12,0.2,0.197,0.37,0.2537,9,59,82,577,167,693,135
151,1,0,1,13,0.2,0.1818,0.37,0.2836,9,73,58,634,116,639,318
152,1,0,1,14,0.2,0.197,0.4,0.2537,7,50,65,648,224,624,38
153,1,0,1,15,0.2,0.2121,0.37,0.1642,9,72,12,683,86,738,26
154,1,0,1,16,0.2,0.2121,0.37,0.1642,5,87,54,851,121,527,451
155,1,0,1,17,0.2,0.2576,0.37,0,9,187,82,749,245,693,430
156,1,0,1,18,0.2,0.2273,0.4,0.0896,7,123,61,680,219,510,465
157,1,0,1,19,0.16,0.197,0.55,0.0896,3,95,46,996,71,514,125
158,1,0,1,20,0.18,0.2121,0.47,0.1045,1,51,16,657,96,628,398
159,1,0,1,21,0.18,0.197,0.47,0.1343,0,39,93,537,176,626,328
160,1,0,1,22,0.18,0.197,0.43,0.1642,2,36,86,618,218,621,213
161,1,0,1,23,0.18,0.197,0.51,0.1642,1,15,69,755,180,698,100
162,1,0,1,0,0.18,0.197,0.51,0.1642,1,25,4,793,62,632,66
163,1,0,1,1,0.18,0.2121,0.55,0.0896,1,16,3,582,193,671,108
164,1,0,1,2,0.18,0.2424,0.55,0,3,16,12,855,237,586,499
165,1,0,1,3,0.18,0.197,0.55,0.1642,0,7,95,731,53,727,25
166,1,0,1,4,0.18,0.197,0.55,0.1642,0,1,1,965,72,562,173
167,1,0,1,5,0.16,0.1667,0.74,0.1642,0,5,43,663,116,689,167
168,1,0,1,6,0.16,0.1667,0.74,0.1642,0,2,55,863,205,677,219
169,1,0,1,7,0.16,0.1818,0.74,0.1045,1,9,2,822,199,625,234
170,1,0,1,8,0.16,0.1818,0.93,0.1045,0,15,34,823,65,555,4
171,1,0,1,9,0.16,0.1818,0.93,0.1045,0,20,33,984,88,548,241
172,1,0,1,10,0.18,0.197,0.8,0.1642,5,61,0,585,33,698,47
173,1,0,1,11,0.2,0.1818,0.69,0.3881,2,62,86,554,168,654,213
174,1,0,1,12,0.2,0.1818,0.59,0.3582,8,98,41,876,235,595,0
175,1,0,1,13,0.2,0.1818,0.44,0.3284,7,102,47,767,8,529,224
176,1,0,1,14,0.2,0.1667,0.32,0.4925,12,95,28,553,152,720,352
177,1,0,1,15,0.2,0.1667,0.32,0.4478,5,74,63,611,152,639,67
178,1,0,1,16,0.18,0.1364,0.29,0.4478,8,76,8,820,12,690,13
179,1,0,1,17,0.16,0.1212,0.37,0.5522,5,69,25,633,164,660,456
180,1,0,1,18,0.14,0.1212,0.39,0.2985,3,55,35,759,197,601,78
181,1,0,1,19,0.14,0.1212,0.36,0.2537,4,30,72,957,189,694,18
182,1,0,1,20,0.12,0.1212,0.36,0.2537,0,28,85,956,81,630,349
183,1,0,1,21,0.12,0.1061,0.39,0.3582,2,37,56,512,104,680,140
184,1,0,1,22,0.12,0.1061,0.36,0.3881,1,34,7,731,209,558,384
185,1,0,1,23,0.1,0.0606,0.39,0.4478,0,22,92,617,63,622,336
186,1,0,1,0,0.1,0.0758,0.42,0.3881,1,25,46,518,176,603,307
187,1,0,1,1,0.1,0.0606,0.42,0.4627,0,12,29,847,48,694,380
188,1,0,1,2,0.1,0.0606,0.46,0.4627,0,11,59,730,233,713,467
189,1,0,1,3,0.1,0.0758,0.46,0.4179,0,4,22,624,142,515,436
190,1,0,1,4,0.08,0.0909,0.53,0.194,0,1,52,813,141,631,38
191,1,0,1,5,0.08,0.0909,0.53,0.194,0,1,81,761,150,590,101
192,1,0,1,6,0.1,0.0909,0.49,0.2836,0,1,29,524,32,627,254
193,1,0,1,7,0.08,0.0909,0.53,0.194,1,6,69,551,38,551,285
194,1,0,1,8,0.1,0.0909,0.49,0.2836,0,10,81,706,42,540,92
195,1,0,1,9,0.12,0.0758,0.46,0.5224,0,19,53,527,173,661,188
196,1,0,1,10,0.14,0.1061,0.43,0.3881,0,49,69,768,84,583,159
197,1,0,1,11,0.16,0.1212,0.4,0.5224,2,49,71,953,19,607,158
198,1,0,1,12,0.18,0.1364,0.37,0.4478,4,83,65,984,52,731,68
199,1,0,1,13,0.2,0.1667,0.34,0.4478,6,75,88,720,139,741,382
200,1,0,1,14,0.22,0.1818,0.32,0.4627,8,72,18,802,115,702,274
201,1,0,1,15,0.22,0.197,0.35,0.3582,5,82,68,731,217,659,39
202,1,0,1,16,0.2,0.1667,0.34,0.4478,13,92,66,830,23,550,409
203,1,0,1,17,0.18,0.1515,0.37,0.3881,3,62,87,570,128,745,99
204,1,0,1,18,0.16,0.1364,0.4,0.3284,4,48,4,827,62,501,484
205,1,0,1,19,0.16,0.1364,0.43,0.3284,1,41,83,739,151,668,71
206,1,0,1,20,0.14,0.1212,0.46,0.2537,0,38,91,915,153,647,257
207,1,0,1,21,0.14,0.1061,0.46,0.4179,1,20,91,851,168,559,322
208,1,0,1,22,0.14,0.1212,0.46,0.2985,5,15,33,730,3,545,175
209,1,0,1,23,0.12,0.1364,0.5,0.194,0,6,81,691,171,744,302
210,1,0,1,0,0.12,0.1212,0.5,0.2836,2,5,62,843,137,607,92
211,1,0,1,1,0.12,0.1212,0.5,0.2836,1,1,64,503,243,648,290
212,1,0,1,2,0.12,0.1212,0.5,0.2239,0,3,52,625,236,502,283
213,1,0,1,3,0.12,0.1212,0.5,0.2239,0,1,42,604,73,664,367
214,1,0,1,4,0.1,0.1212,0.54,0.1343,1,3,38,845,141,629,283
215,1,0,1,5,0.1,0.1061,0.54,0.2537,0,3,93,639,111,676,21
216,1,0,1,6,0.12,0.1212,0.5,0.2836,0,31,47,549,66,544,450
217,1,0,1,7,0.12,0.1212,0.5,0.2239,2,77,72,895,108,565,108
218,1,0,1,8,0.12,0.1212,0.5,0.2836,4,188,98,603,182,659,236
219,1,0,1,9,0.14,0.1212,0.5,0.2537,2,94,28,553,118,607,393
220,1,0,1,10,0.14,0.1212,0.5,0.2985,0,31,40,629,234,587,7
221,1,0,1,11,0.16,0.1364,0.47,0.2836,2,30,79,1000,18,611,478
222,1,0,1,12,0.2,0.1818,0.4,0.2836,5,52,78,981,151,736,182
223,1,0,1,13,0.2,0.1818,0.4,0.2836,4,54,63,577,36,658,34
224,1,0,1,14,0.2,0.197,0.4,0.2239,0,47,65,887,156,503,152
225,1,0,1,15,0.2,0.197,0.4,0.2239,2,45,86,869,154,565,215
226,1,0,1,16,0.2,0.2121,0.4,0.1343,4,74,79,877,179,518,283
227,1,0,1,17,0.2,0.2273,0.4,0.1045,4,178,37,988,94,750,156
228,1,0,1,18,0.2,0.197,0.4,0.2239,1,155,14,677,4,673,66
229,1,0,1,19,0.16,0.1667,0.47,0.1642,3,95,1,529,134,644,469
230,1,0,1,20,0.16,0.1667,0.5,0.1642,1,74,48,711,130,644,93
231,1,0,1,21,0.14,0.1364,0.59,0.194,1,38,11,823,11,590,276
232,1,0,1,22,0.14,0.1515,0.59,0.1642,2,24,4,869,142,659,135
233,1,0,1,23,0.14,0.1515,0.59,0.1642,0,18,54,736,220,635,414
234,1,0,1,0,0.14,0.1667,0.59,0.1045,2,12,18,767,14,696,249
235,1,0,1,1,0.14,0.1515,0.59,0.1642,0,3,21,712,248,589,90
236,1,0,1,2,0.16,0.1515,0.55,0.194,0,3,89,724,77,584,242
237,1,0,1,5,0.16,0.1818,0.55,0.1343,0,6,53,627,19,554,75
238,1,0,1,6,0.16,0.1818,0.55,0.1343,0,27,13,864,133,698,440
239,1,0,1,7,0.16,0.2273,0.55,0,2,99,81,754,199,607,431
240,1,0,1,8,0.18,0.2121,0.51,0.0896,3,217,69,740,99,612,281
241,1,0,1,9,0.18,0.197,0.51,0.1642,3,130,33,701,80,631,411
242,1,0,1,10,0.2,0.2121,0.51,0.1642,3,54,62,876,69,723,463
243,1,0,1,11,0.2,0.2121,0.47,0.1343,4,35,37,937,0,583,381
244,1,0,1,12,0.2,0.2273,0.51,0.1045,2,57,46,527,243,633,39
245,1,0,1,13,0.2,0.2273,0.59,0.0896,6,52,11,928,165,546,77
246,1,0,1,14,0.2,0.2273,0.59,0.0896,3,63,80,928,125,541,113
247,1,0,1,15,0.16,0.197,0.8,0.0896,2,47,17,904,126,602,343
248,1,0,1,16,0.16,0.1515,0.86,0.2239,4,76,52,802,180,673,9
249,1,0,1,17,0.16,0.1515,0.86,0.2239,6,136,79,567,211,574,205
250,1,0,1,18,0.16,0.1818,0.93,0.1045,1,95,9,924,219,670,256
251,1,0,1,19,0.16,0.2273,0.93,0,0,51,4,877,51,684,300
252,1,0,1,20,0.16,0.1515,0.93,0.194,0,32,34,933,81,689,212
253,1,0,1,21,0.16,0.197,0.86,0.0896,0,20,45,758,171,511,135
254,1,0,1,22,0.16,0.1818,0.93,0.1045,1,29,68,567,196,650,65
255,1,0,1,23,0.16,0.197,0.93,0.0896,1,19,49,645,24,535,155
256,1,0,1,0,0.16,0.197,0.86,0.0896,0,7,3,671,236,540,34
257,1,0,1,1,0.16,0.1818,0.86,0.1045,0,6,57,760,20,570,447
258,1,0,1,2,0.14,0.1515,0.86,0.1343,0,1,78,638,10,741,479
259,1,0,1,5,0.14,0.1515,0.86,0.1642,0,5,93,919,202,521,84
260,1,0,1,6,0.12,0.1515,0.93,0.1343,0,16,27,711,220,704,193
261,1,0,1,7,0.14,0.1515,0.69,0.1343,0,54,19,653,225,562,27
262,1,0,1,8,0.16,0.1667,0.59,0.1642,3,128,94,623,158,609,16
263,1,0,1,9,0.16,0.1364,0.59,0.3284,3,81,58,806,22,571,185
264,1,0,1,10,0.18,0.1818,0.55,0.2239,0,39,44,813,28,717,85
265,1,0,1,11,0.2,0.1818,0.51,0.3881,3,35,38,703,4,628,223
266,1,0,1,12,0.2,0.1515,0.47,0.5821,3,55,56,832,186,615,401
267,1,0,1,13,0.22,0.197,0.44,0.3582,0,49,13,986,129,627,396
268,1,0,1,14,0.2,0.1818,0.47,0.3284,0,44,33,593,148,593,141
269,1,0,1,15,0.2,0.1667,0.47,0.4179,1,49,26,606,57,508,175
270,1,0,1,16,0.22,0.197,0.44,0.3284,5,68,3,647,157,549,182
271,1,0,1,17,0.2,0.1818,0.47,0.3582,0,139,50,617,52,610,347
272,1,0,1,18,0.2,0.1515,0.47,0.5224,2,137,57,750,59,675,488
273,1,0,1,19,0.18,0.1515,0.47,0.4179,1,83,59,620,35,721,233
274,1,0,1,20,0.16,0.1364,0.5,0.3284,2,56,97,847,70,664,215
275,1,0,1,21,0.16,0.1364,0.55,0.3284,0,57,73,921,177,591,270
276,1,0,1,22,0.16,0.1212,0.55,0.4478,1,33,37,959,119,741,139
277,1,0,1,23,0.14,0.1061,0.59,0.4179,1,20,96,527,16,508,478
278,1,0,1,0,0.14,0.1212,0.59,0.2836,1,7,4,641,211,662,156
279,1,0,1,1,0.14,0.1212,0.5,0.2836,0,2,73,860,50,586,59
280,1,0,1,2,0.14,0.1212,0.5,0.3582,0,2,90,736,147,527,307
281,1,0,1,3,0.14,0.1212,0.5,0.3284,0,3,82,747,158,681,304
282,1,0,1,4,0.14,0.1212,0.5,0.2537,0,4,56,928,10,705,237
283,1,0,1,5,0.14,0.1212,0.5,0.2985,0,3,0,874,81,732,322
284,1,0,1,6,0.12,0.1515,0.54,0.1343,0,28,57,710,89,735,443
285,1,0,1,7,0.12,0.1515,0.54,0.1343,0,72,44,550,163,587,352
286,1,0,1,8,0.14,0.1364,0.5,0.194,5,202,11,698,19,720,142
287,1,0,1,9,0.14,0.1212,0.5,0.3284,2,139,36,903,25,542,329
288,1,0,1,10,0.16,0.1364,0.5,0.3582,2,38,35,793,9,608,404
289,1,0,1,11,0.2,0.1667,0.44,0.4478,4,37,81,512,29,719,190
290,1,0,1,12,0.2,0.1667,0.44,0.4179,3,52,39,689,221,653,60
291,1,0,1,13,0.22,0.197,0.41,0.4478,2,83,51,533,149,692,269
292,1,0,1,14,0.22,0.197,0.41,0.3881,3,42,100,998,10,701,394
293,1,0,1,15,0.24,0.2121,0.38,0.2985,5,60,65,540,146,513,158
294,1,0,1,16,0.24,0.2121,0.38,0.3582,2,78,66,614,179,520,168
295,1,0,1,17,0.2,0.1818,0.4,0.2836,4,162,58,979,102,500,121
296,1,0,1,18,0.2,0.1818,0.4,0.3284,3,144,60,754,67,504,142
297,1,0,1,19,0.16,0.1515,0.47,0.2537,1,99,43,970,168,551,488
298,1,0,1,20,0.16,0.1515,0.47,0.2239,0,64,1,615,167,743,26
299,1,0,1,21,0.14,0.1212,0.46,0.2985,0,40,79,908,83,524,147
300,1,0,1,22,0.14,0.1212,0.46,0.3284,0,30,2,913,238,560,204
301,1,0,1,23,0.12,0.1364,0.5,0.194,1,15,51,775,59,701,299
302,1,0,1,0,0.12,0.1364,0.5,0.194,0,14,8,986,113,611,442
303,1,0,1,1,0.1,0.1212,0.54,0.1642,0,5,96,609,103,689,410
304,1,0,1,2,0.1,0.1212,0.54,0.1343,0,1,47,510,202,644,320
305,1,0,1,3,0.1,0.1364,0.54,0.1045,0,1,96,519,201,710,322
306,1,0,1,5,0.1,0.1364,0.54,0.0896,0,8,71,584,188,600,299
307,1,0,1,6,0.1,0.1818,0.54,0,0,17,61,614,66,705,145
308,1,0,1,7,0.1,0.1212,0.74,0.1642,0,70,67,717,116,690,159
309,1,0,1,8,0.12,0.1667,0.68,0,2,158,46,980,6,728,109
310,1,0,1,9,0.14,0.1515,0.69,0.1343,0,117,89,872,69,627,209
311,1,0,1,10,0.18,0.1818,0.55,0.194,4,44,35,955,185,732,48
312,1,0,1,11,0.18,0.1667,0.51,0.2836,6,53,13,833,160,587,71
313,1,0,1,12,0.2,0.197,0.44,0.2537,2,61,82,895,187,716,459
314,1,0,1,13,0.22,0.197,0.37,0.3881,4,77,19,505,183,676,378
315,1,0,1,14,0.22,0.2121,0.41,0.2836,5,64,40,663,120,661,291
316,1,0,1,15,0.24,0.2424,0.38,0.1642,9,68,28,854,235,536,279
317,1,0,1,16,0.22,0.2424,0.41,0.1045,3,90,94,972,105,635,441
318,1,0,1,17,0.22,0.2273,0.41,0.1642,4,159,4,786,132,649,393
319,1,0,1,18,0.2,0.2576,0.47,0,5,139,90,657,143,698,198
320,1,0,1,19,0.16,0.197,0.59,0.0896,3,92,78,673,39,678,371
321,1,0,1,20,0.18,0.2424,0.59,0,0,68,43,839,237,540,71
322,1,0,1,21,0.16,0.2273,0.69,0,4,52,76,951,5,586,62
323,1,0,1,22,0.16,0.2273,0.69,0,2,36,60,831,239,588,20
324,1,0,1,23,0.18,0.2424,0.55,0,1,27,32,941,117,583,189
325,1,0,1,0,0.18,0.2424,0.55,0,3,28,74,694,214,696,348
326,1,0,1,1,0.16,0.197,0.59,0.0896,2,20,1,525,82,634,303
327,1,0,1,2,0.16,0.197,0.59,0.0896,0,12,52,580,36,750,159
328,1,0,1,3,0.16,0.2273,0.59,0,1,8,67,946,156,659,338
329,1,0,1,4,0.16,0.2273,0.59,0,0,5,12,844,165,642,349
330,1,0,1,5,0.16,0.2273,0.59,0,0,1,22,689,196,613,358
331,1,0,1,6,0.14,0.1667,0.63,0.1045,1,3,66,971,137,685,459
332,1,0,1,7,0.14,0.2121,0.63,0,1,10,19,615,138,541,320
333,1,0,1,8,0.14,0.1515,0.63,0.1343,1,23,10,626,149,550,143
334,1,0,1,9,0.16,0.1818,0.64,0.1343,2,33,35,626,62,580,258
335,1,0,1,10,0.18,0.197,0.59,0.1642,2,59,19,551,78,744,470
