instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,Noise
17712,0,0,0,0,0.05,0.25,0.18,0.77,384,511,1
11570,2,1,5,6,0.56,0.5303,0.84,0,3,120,0
11119,2,1,4,11,0.46,0.4545,0.36,0.1343,75,233,0
9233,2,0,12,8,0.71,1.01,0.58,0.18,64,165,1
14589,0,1,5,16,0.41,0.36,0.27,0.13,3,913,1
10866,2,1,4,21,0.46,0.4545,0.28,0.1343,24,238,0
3339,4,1,11,1,0.87,0.64,0.85,0.79,57,504,1
1590,1,0,3,17,0.34,0.3182,0.49,0.2239,23,223,0
16192,4,1,11,9,0.44,0.4394,0.88,0.1045,60,397,0
5665,5,2,10,19,0.44,0.15,0.66,0.65,73,847,1
8507,1,0,12,4,0.34,0.303,0.46,0.2985,0,2,0
13303,3,1,7,11,0.76,0.6818,0.45,0.1343,68,288,0
6597,4,0,10,10,0.52,0.5,0.68,0.0896,48,174,0
8971,2,2,6,1,0.97,0.35,0.44,0.5,0,356,1
3815,2,0,6,20,0.66,0.6061,0.83,0.1642,62,206,0
9867,5,1,4,19,0.82,0.53,0.76,0.85,115,276,1
8444,1,1,7,7,0.82,1.05,1.04,0.51,230,762,1
13948,4,2,4,24,0.55,0.06,0.58,0.48,143,116,1
6816,4,0,10,13,0.6,0.6212,0.35,0.2985,169,438,0
13927,3,1,8,11,0.8,0.7424,0.52,0,80,239,0
11583,2,1,5,19,0.54,0.5152,0.77,0.2537,43,504,0
6663,1,1,6,20,1.04,0.89,0.75,0.66,310,346,1
15689,3,2,11,21,0.99,0.45,0.52,0.45,0,581,1
5148,3,0,8,9,0.76,0.7424,0.75,0.1045,82,184,0
12109,2,1,5,17,0.74,0.6818,0.55,0.2836,120,798,0
8897,1,1,1,13,0.32,0.3485,0.76,0,8,65,0
10829,2,1,4,7,0.36,0.3485,0.71,0.1343,29,84,0
11646,2,1,5,10,0.66,0.6212,0.65,0.1343,148,432,0
4677,3,0,7,18,0.82,0.7727,0.49,0.3582,80,558,0
15692,2,0,10,12,1.04,0.75,0.92,0.37,316,654,1
15801,0,2,3,11,0.13,0.64,1.03,0.55,346,67,1
17672,0,2,10,13,0.89,0.87,1.03,0.89,28,780,1
5855,3,0,9,10,0.54,0.5152,0.83,0.3582,16,106,0
5842,3,0,9,20,0.66,0.5909,0.94,0.2537,26,82,0
12551,2,1,6,3,0.66,0.6212,0.69,0.2537,3,12,0
15787,2,1,4,14,0.97,0.49,0.78,0.39,58,606,1
12630,4,1,3,9,0.25,0.74,0.69,0.84,336,993,1
7283,4,0,11,1,0.32,0.303,0.45,0.2985,5,62,0
10430,1,1,3,16,0.72,0.6515,0.37,0.3881,95,426,0
13046,3,1,7,18,0.84,0.7273,0.32,0.1642,72,730,0
495,1,0,12,12,1.04,0.1,0.33,0.19,220,363,1
16969,4,1,12,19,0.34,0.3485,0.53,0.0896,17,319,0
9067,1,1,1,16,0.28,0.2273,0.3,0.5224,13,176,0
6052,2,2,11,11,0.22,0.7,0.82,0.24,284,487,1
10598,2,1,3,16,0.64,0.6061,0.65,0.194,125,425,0
4322,3,0,7,23,0.64,0.5758,0.83,0.1642,70,147,0
9929,1,1,2,17,0.54,0.5152,0.32,0.1642,49,610,0
10319,1,1,3,0,0.26,0.2879,0.44,0.0896,7,69,0
7217,3,0,11,12,0.15,0.55,0.42,0.15,334,389,1
13292,0,0,9,13,0.28,0.65,0.84,0.02,309,189,1
9959,1,1,2,23,0.38,0.3939,0.37,0.6866,10,86,0
1482,1,0,3,1,0.2,0.1818,1,0.3284,0,2,0
8164,4,0,12,19,0.22,0.2273,0.55,0.194,7,105,0
11837,2,1,5,9,0.6,0.6212,0.56,0.1343,79,222,0
3270,1,1,0,10,1.01,0.59,0.84,0.4,258,376,1
10113,0,1,1,6,0.44,0.62,0.67,0.45,155,914,1
16618,1,1,13,6,0.89,0.62,0.4,0.27,69,9,1
3050,3,1,0,20,0.19,0.56,0.97,0.09,315,439,1
16479,4,1,11,8,0.26,0.2121,0.44,0.4627,7,62,0
6362,4,0,9,15,0.68,0.6364,0.83,0.0896,35,205,0
12517,2,1,6,17,0.82,0.7424,0.41,0.2836,184,521,0
14719,3,1,9,11,0.62,0.6212,0.43,0.2985,69,236,0
7315,5,0,12,8,0.75,0.33,0.36,0.08,86,863,1
1448,1,0,3,14,0.48,0.4697,0.59,0.2836,80,198,0
8956,1,1,1,0,0.16,0.1818,0.47,0.1045,2,44,0
3037,5,1,10,0,0.71,0.06,0.84,0.73,18,213,1
15640,4,1,10,20,0.56,0.5303,0.68,0.2537,39,387,0
5143,3,0,8,4,0.7,0.6667,0.84,0.1343,1,6,0
10698,2,1,3,20,0.4,0.4091,0.26,0.5224,12,221,0
2175,2,0,4,11,0.32,0.2879,0.81,0.4478,1,19,0
10456,1,1,3,18,0.48,0.4697,0.82,0.0896,31,408,0
8949,0,1,8,14,0.41,0.45,0.49,0.45,91,370,1
10026,1,1,2,18,0.52,0.5,0.27,0.4179,10,527,0
7763,4,2,7,7,0.94,0.11,0.57,0.3,10,370,1
6248,3,0,9,21,0.64,0.5758,0.89,0.0896,27,221,0
7239,4,0,11,5,0.32,0.3333,0.81,0.1343,1,28,0
1214,1,0,2,15,0.34,0.3485,0.25,0.0896,18,72,0
9664,1,1,2,14,0.16,0.1212,0.4,0.5224,9,111,0
6063,3,0,9,4,0.6,0.5758,0.78,0.1045,2,7,0
9886,1,1,2,22,0.34,0.3333,0.71,0.194,3,100,0
12399,1,0,3,18,0.84,0.55,0.62,0.56,203,850,1
5607,3,0,8,12,0.76,0.7273,0.66,0.1045,70,243,0
2821,4,1,5,6,0.15,0.67,0.78,0.86,287,369,1
3993,2,0,6,6,0.6,0.5758,0.78,0.1343,1,26,0
4527,3,0,7,12,0.86,0.7879,0.44,0.2985,38,163,0
998,1,0,2,5,0.32,0.303,0.53,0.2836,0,3,0
14855,3,1,9,3,0.5,0.4848,0.68,0,10,48,0
10307,1,1,3,12,0.3,0.2727,0.33,0.3284,88,329,0
5289,3,0,8,6,0.64,0.6061,0.73,0.0896,3,22,0
15393,4,1,10,13,0.42,0.4242,0.62,0.194,82,405,0
14283,3,1,8,7,0.62,0.5758,0.83,0.0896,18,481,0
12941,3,1,6,9,0.7,0.6515,0.54,0.1642,33,351,0
5725,3,0,8,23,0.6,0.5758,0.78,0.1045,24,84,0
10343,1,1,3,1,0.38,0.3939,0.5,0.1343,1,10,0
7785,4,0,4,23,0.86,0.97,0.04,0.74,66,398,1
9037,1,1,1,10,0.3,0.2879,0.87,0.2537,1,62,0
9171,1,1,1,0,0.18,0.2424,0.86,0,2,19,0
10814,2,1,3,16,0.5,0.4848,0.63,0.2985,243,535,0
15040,4,1,9,20,0.52,0.5,0.42,0.1642,60,252,0
9317,1,1,1,2,0.28,0.2576,0.26,0.3284,3,51,0
15039,5,2,9,7,0.8,0.18,0.68,0.01,383,189,1
13655,3,1,7,3,0.72,0.6818,0.7,0,10,43,0
5118,5,1,5,24,0.69,0.98,0.57,0.07,147,179,1
15694,4,1,10,2,0.4,0.4091,0.62,0.1642,44,132,0
10270,3,0,4,9,0.37,0.99,0.01,0.63,120,1020,1
13622,5,1,2,16,0.53,0.64,0.97,0.18,223,319,1
309,3,1,12,20,0.04,0.46,0.69,0.71,103,907,1
3789,2,0,6,18,0.72,0.6818,0.62,0.1343,131,286,0
14768,3,1,9,12,0.68,0.6364,0.36,0.1343,88,352,0
7226,4,0,11,16,0.48,0.4697,0.51,0.1045,35,266,0
8482,1,0,12,1,0.22,0.2273,0.69,0.1343,2,4,0
10395,1,1,3,5,0.44,0.4394,0.82,0.1343,2,27,0
9812,5,1,1,14,0.59,0.7,0.45,0.53,338,639,1
8541,1,0,12,14,0.42,0.4242,0.82,0.3881,0,14,0
10804,2,1,3,6,0.36,0.3485,0.87,0.1642,7,23,0
2380,2,0,4,1,0.38,0.3939,0.76,0.2239,1,10,0
965,1,0,2,19,0.28,0.2727,0.38,0.1642,2,41,0
11308,2,1,4,8,0.52,0.5,0.81,0.2537,52,201,0
5053,3,0,10,13,0.12,0.95,0.92,0.26,277,847,1
10936,2,1,4,19,0.48,0.4697,0.31,0.2537,64,487,0
4297,3,0,7,22,0.72,0.6667,0.51,0.1642,78,201,0
3599,2,0,6,20,0.64,0.6212,0.29,0.1642,57,293,0
5574,4,2,5,21,0.58,0.47,0.35,0.29,346,910,1
16709,1,1,10,3,0.23,0.4,0.07,0.31,288,843,1
9768,0,0,6,3,0.35,0.03,0.3,0.16,272,748,1
9625,1,1,2,23,0.3,0.3182,0.7,0.0896,1,65,0
9699,1,1,2,1,0.26,0.303,0.56,0,0,6,0
11461,2,1,4,17,0.54,0.5152,0.24,0.3881,89,702,0
6850,1,0,9,19,0.86,0.67,0.82,0.19,99,952,1
813,4,1,7,12,0.32,0.18,0.34,0.33,0,290,1
13761,3,1,8,13,0.8,0.7424,0.52,0.1642,59,280,0
9867,1,1,2,2,0.24,0.2879,0.6,0,0,3,0
16248,4,1,11,17,0.32,0.3182,0.49,0.194,19,583,0
17561,2,1,12,23,0.99,0.64,0.71,0.57,383,551,1
6267,4,0,9,16,0.62,0.5455,0.94,0,5,56,0
7366,4,0,11,12,0.52,0.5,0.52,0.1343,28,203,0
8893,0,0,11,25,0.48,0.76,0.62,0.57,262,179,1
192,1,0,1,6,0.1,0.0909,0.49,0.2836,0,1,0
5444,0,2,2,20,0.42,0.44,0.57,0.56,343,302,1
4579,3,0,7,16,0.76,0.6667,0.33,0.1343,43,274,0
7591,4,0,11,21,0.3,0.2879,0.42,0.2537,3,116,0
11907,2,1,5,7,0.56,0.5303,0.83,0,14,440,0
11149,5,1,3,22,0.37,0.67,0.72,0.72,173,439,1
8919,1,1,1,11,0.34,0.3485,0.81,0.1045,18,119,0
15158,4,1,9,18,0.64,0.6212,0.5,0.2239,58,667,0
9717,1,1,2,19,0.36,0.3485,0.5,0.1642,11,281,0
8451,1,0,12,18,0.36,0.3333,0.5,0.2537,4,95,0
5775,3,0,9,1,0.64,0.6061,0.69,0.2537,17,74,0
5582,3,0,8,11,0.7,0.6667,0.79,0,39,151,0
14803,3,1,9,23,0.58,0.5455,0.73,0.1045,33,170,0
16292,4,1,11,13,0.42,0.4242,0.38,0.194,52,278,0
8518,1,0,12,15,0.38,0.3939,0.4,0.2537,26,131,0
946,1,0,2,0,0.16,0.197,0.69,0.0896,3,30,0
17294,1,1,12,10,0.26,0.2424,0.56,0.2537,77,162,0
12193,2,1,5,5,0.6,0.5758,0.78,0.1343,4,9,0
5159,3,0,8,20,0.72,0.7121,0.84,0.1343,50,183,0
9871,1,1,2,7,0.22,0.2727,0.64,0,6,279,0
4351,3,0,7,4,0.66,0.6212,0.69,0.1642,1,5,0
6914,0,2,9,5,0.86,0.52,0.31,0.87,70,175,1
10687,2,1,3,9,0.46,0.4545,0.47,0.2836,37,282,0
12894,3,1,6,10,0.62,0.6212,0.41,0.3582,37,190,0
6550,0,2,1,25,0.39,0.08,0.91,0.59,274,630,1
16922,4,1,12,20,0.3,0.2879,0.52,0.2836,25,268,0
4608,3,0,7,21,0.66,0.6212,0.54,0.1045,75,261,0
16871,0,2,8,5,0.48,0.86,0.36,0.72,161,952,1
13874,3,1,8,6,0.7,0.6667,0.79,0.2239,4,141,0
3022,2,0,5,19,0.6,0.6212,0.43,0.2239,69,434,0
16251,4,1,11,20,0.3,0.3182,0.52,0.0896,15,267,0
11982,2,1,5,10,0.56,0.5303,0.43,0,177,452,0
14015,3,1,8,3,0.62,0.5909,0.73,0.0896,11,48,0
12951,0,0,11,24,0.77,0.07,0.39,0.86,224,739,1
880,5,2,5,3,0.84,0.25,0.68,0.28,360,670,1
8137,4,1,12,0,0.13,0.88,0.2,0.73,366,905,1
9608,1,2,11,19,0.77,0.99,0.24,0.32,357,524,1
5625,0,1,4,22,0.93,0.0,0.79,0.64,190,989,1
8794,1,1,1,5,0.26,0.2727,0.75,0.1045,2,9,0
5559,3,2,13,18,0.25,0.27,0.35,0.37,118,917,1
13410,3,1,7,22,0.8,0.7576,0.55,0.2239,29,244,0
2754,2,0,4,15,0.56,0.5303,0.4,0.2985,77,252,0
12005,2,1,5,9,0.62,0.6212,0.32,0.2537,129,313,0
10759,3,0,2,3,0.95,0.88,0.19,0.61,11,402,1
6878,4,0,10,4,0.5,0.4848,0.94,0.194,0,3,0
5155,3,0,8,16,0.72,0.697,0.74,0.2985,74,193,0
148,1,0,6,17,0.8,0.19,0.43,0.03,220,539,1
8173,4,0,12,4,0.18,0.2424,0.74,0,0,3,0
4024,3,0,6,13,0.74,0.697,0.66,0.1642,49,207,0
13615,3,1,7,11,0.8,0.803,0.66,0.2239,69,212,0
17529,0,0,8,15,0.81,0.59,0.47,0.8,318,835,1
18154,4,0,0,15,1.0,0.21,0.95,0.25,254,398,1
15723,4,1,10,7,0.38,0.3939,0.66,0.0896,15,452,0
4915,3,0,7,16,0.86,0.803,0.47,0.1642,42,256,0
11641,1,2,7,18,0.5,0.58,0.36,0.81,384,995,1
16888,3,0,10,17,0.96,0.6,0.34,0.74,101,858,1
11797,2,1,5,17,0.64,0.6061,0.23,0.2537,102,779,0
6076,3,0,9,17,0.48,0.4697,0.82,0.4627,31,261,0
3877,1,2,1,0,0.93,0.05,0.27,0.08,207,706,1
2357,4,1,6,6,0.51,0.87,0.0,0.53,334,425,1
11209,2,2,1,7,0.2,0.12,0.03,0.7,55,157,1
252,1,0,1,20,0.16,0.1515,0.93,0.194,0,32,0
7555,0,2,2,22,0.31,0.06,1.02,0.83,63,521,1
12481,2,1,6,5,0.6,0.6212,0.56,0.1045,4,19,0
3162,2,0,5,15,0.72,0.6667,0.51,0,55,165,0
4469,3,0,7,2,0.68,0.6364,0.69,0.0896,28,96,0
4238,3,0,6,11,0.74,0.6515,0.37,0.1343,47,169,0
15030,4,1,9,10,0.54,0.5152,0.45,0.2537,138,489,0
525,1,0,1,23,0.06,0.0606,0.41,0.2239,4,21,0
11043,2,1,4,6,0.34,0.3485,0.71,0.1045,3,103,0
2841,2,0,5,6,0.52,0.5,0.94,0.1642,7,109,0
7301,4,0,11,19,0.34,0.3636,0.53,0,45,204,0
5721,0,0,6,18,0.79,0.48,0.97,0.18,14,352,1
15187,4,1,9,23,0.5,0.4848,0.59,0.0896,35,196,0
2534,2,2,4,18,0.28,0.65,0.62,0.75,226,580,1
812,5,2,9,15,0.15,0.48,0.69,0.2,188,219,1
1870,2,0,3,16,0.4,0.4091,0.76,0.2239,13,136,0
1686,1,0,3,20,0.34,0.3182,0.71,0.2836,9,88,0
519,1,0,1,17,0.14,0.1061,0.26,0.3881,5,55,0
7401,4,0,11,23,0.38,0.3939,0.87,0,5,66,0
12582,2,1,6,10,0.64,0.6061,0.65,0.4179,64,198,0
9122,1,1,1,23,0.16,0.1515,0.64,0.2239,3,38,0
7195,4,0,11,9,0.4,0.4091,0.66,0.1642,16,222,0
14810,3,1,9,6,0.54,0.5152,0.88,0,8,152,0
11010,2,1,4,21,0.52,0.5,0.34,0.2239,53,130,0
1652,1,0,3,9,0.32,0.303,0.53,0.3284,13,140,0
12957,3,1,6,1,0.74,0.6667,0.51,0.1642,9,42,0
11651,2,1,5,15,0.66,0.6212,0.74,0.194,241,541,0
15094,4,1,9,2,0.58,0.5455,0.64,0.2836,2,17,0
3991,2,0,6,4,0.62,0.5606,0.88,0.1642,1,3,0
15511,4,1,10,11,0.42,0.4242,0.35,0.1343,192,527,0
16815,4,1,12,9,0.38,0.3939,0.94,0,17,170,0
14208,3,1,8,4,0.6,0.5606,0.83,0.0896,0,7,0
6092,3,2,8,10,0.34,0.06,0.78,0.39,336,871,1
492,1,0,1,13,0.08,0.1667,0.35,0,12,84,0
17483,0,1,13,14,0.48,0.01,0.81,0.18,72,168,1
8871,1,1,1,11,0.42,0.4242,0.38,0.2985,8,101,0
12595,2,1,6,23,0.62,0.6212,0.5,0.2836,25,153,0
13008,5,2,1,17,0.35,0.78,0.31,0.11,51,152,1
9977,1,1,2,17,0.3,0.2727,0.33,0.3582,16,159,0
17052,4,1,12,6,0.36,0.3485,0.93,0.1642,1,118,0
4254,4,1,2,0,0.64,0.31,0.27,0.8,63,185,1
12740,2,1,6,0,0.7,0.6667,0.79,0.194,5,53,0
9406,1,1,2,19,0.54,0.5152,0.52,0.2836,20,335,0
10454,0,2,1,18,0.36,0.63,0.85,0.87,365,592,1
4259,3,0,7,8,0.7,0.6364,0.42,0.1642,39,492,0
11106,2,1,4,22,0.42,0.4242,0.35,0.194,15,158,0
10283,1,1,3,12,0.36,0.3333,0.34,0.4179,27,201,0
8471,1,0,12,14,0.34,0.303,0.39,0.2985,15,85,0
15356,4,0,13,16,0.79,0.52,0.36,0.14,271,875,1
8819,1,1,1,6,0.3,0.3333,0.52,0,0,2,0
10367,0,2,7,13,0.29,0.43,1.01,0.24,275,513,1
14309,3,1,8,9,0.72,0.6667,0.58,0,58,389,0
1808,2,0,3,0,0.34,0.303,0.66,0.3881,2,13,0
3476,2,0,12,0,1.05,0.01,0.31,0.87,53,914,1
1621,1,0,3,0,0.38,0.3939,0.62,0.1045,3,38,0
5789,3,0,9,15,0.72,0.6818,0.7,0.1642,187,388,0
7717,4,0,11,3,0.5,0.4848,0.94,0.3582,1,3,0
9807,1,1,2,13,0.4,0.4091,0.43,0.2836,165,384,0
3034,2,0,5,7,0.48,0.4697,0.72,0.194,25,318,0
3407,2,0,5,20,0.72,0.6667,0.58,0.1642,55,322,0
16702,4,1,12,16,0.6,0.6212,0.53,0.1343,45,442,0
7164,4,0,10,2,0.24,0.2879,0.87,0,0,3,0
800,1,0,2,18,0.28,0.2424,0.93,0.4478,2,83,0
2824,2,0,5,13,0.62,0.6061,0.69,0.194,51,170,0
10408,4,2,5,12,0.11,0.18,0.85,0.19,382,725,1
11734,2,1,5,2,0.56,0.5303,0.88,0.4478,0,1,0
3339,2,0,5,0,0.6,0.5152,0.94,0.194,12,35,0
13128,2,0,1,12,0.18,0.18,0.67,0.83,28,962,1
4872,3,0,7,21,0.78,0.7121,0.49,0.2239,45,267,0
12930,3,1,6,22,0.72,0.6515,0.39,0.0896,52,297,0
5491,3,0,8,16,0.72,0.697,0.79,0.1642,97,258,0
13212,3,1,7,16,0.78,0.697,0.4,0.2836,88,413,0
12187,4,2,5,10,0.37,0.92,0.19,0.83,220,601,1
8105,4,0,12,8,0.24,0.2879,0.81,0,7,385,0
9241,1,2,2,12,0.68,0.06,0.63,0.89,309,332,1
3749,2,2,10,23,0.27,0.38,0.46,0.74,265,210,1
14159,3,1,8,3,0.62,0.5606,0.88,0.194,7,30,0
16886,4,1,12,8,0.34,0.303,0.61,0.2985,16,724,0
591,4,2,13,19,0.13,1.02,0.09,0.1,355,367,1
8503,1,0,12,23,0.26,0.2727,0.65,0.1343,2,16,0
12864,0,2,11,3,1.01,0.93,0.93,0.58,90,920,1
8234,4,0,12,17,0.36,0.3636,0.57,0.1045,19,396,0
5331,3,0,8,0,0.6,0.5455,0.88,0.0896,7,25,0
9224,1,1,1,5,0.26,0.2424,0.7,0.2836,0,33,0
5599,0,2,5,9,0.96,0.95,0.87,0.13,92,183,1
9360,2,0,9,5,0.72,0.2,0.59,0.14,125,716,1
15248,0,0,11,16,0.72,0.47,0.16,0.82,198,982,1
6001,3,0,9,14,0.74,0.6667,0.51,0.1642,60,189,0
4141,3,0,6,10,0.72,0.6667,0.48,0.1045,136,332,0
9445,2,1,10,20,0.65,0.09,0.26,0.02,346,309,1
7608,4,0,11,14,0.34,0.3333,0.31,0.1343,31,154,0
15167,4,1,9,3,0.52,0.5,0.59,0.194,4,29,0
11781,4,2,11,13,0.42,0.94,1.01,0.41,352,702,1
12487,2,1,6,11,0.76,0.6667,0.35,0,218,569,0
6070,3,0,9,11,0.68,0.6364,0.65,0.1343,39,159,0
195,1,0,1,9,0.12,0.0758,0.46,0.5224,0,19,0
17405,3,0,11,7,0.91,0.57,0.83,0.38,54,712,1
3281,2,0,5,14,0.72,0.6515,0.42,0,187,456,0
15716,4,1,10,0,0.4,0.4091,0.62,0,3,31,0
536,1,0,1,11,0.1,0.1212,0.46,0.1343,3,46,0
16890,4,1,12,12,0.36,0.3182,0.53,0.4478,13,226,0
14877,0,0,0,13,0.18,1.04,0.94,0.19,101,138,1
13607,3,1,7,3,0.66,0.6212,0.69,0.2239,0,8,0
123,1,0,1,8,0.16,0.2273,0.59,0,3,219,0
9922,0,2,13,12,0.39,0.67,0.15,0.06,23,424,1
4257,3,0,7,6,0.62,0.6061,0.61,0.1343,11,108,0
7104,4,0,10,14,0.36,0.3485,0.46,0.194,33,185,0
3026,2,0,5,23,0.52,0.5,0.59,0.1343,9,81,0
8084,4,0,12,11,0.28,0.2727,0.52,0.2537,6,106,0
11184,2,1,4,4,0.54,0.5152,0.77,0.2239,0,6,0
7481,1,0,4,21,0.29,0.0,0.38,0.36,43,273,1
2641,1,1,11,18,0.31,0.34,0.53,0.75,295,774,1
5794,3,0,9,20,0.7,0.6667,0.79,0.1642,99,219,0
5440,3,0,8,13,0.76,0.7121,0.62,0.194,63,232,0
9605,1,1,2,3,0.26,0.2879,0.56,0.0896,0,5,0
7592,5,0,9,0,0.43,1.01,0.88,0.75,42,884,1
12800,3,1,6,12,0.84,0.7879,0.49,0.1343,63,254,0
3071,0,0,9,0,0.53,0.55,0.3,0.24,315,465,1
7846,4,0,11,13,0.58,0.5455,0.56,0,25,162,0
3727,2,0,6,4,0.72,0.697,0.79,0.0896,2,6,0
10754,2,1,3,4,0.52,0.5,0.36,0.2537,1,9,0
3229,2,0,5,10,0.54,0.5152,0.83,0,35,130,0
11776,2,1,5,20,0.52,0.5,0.4,0.3284,59,374,0
4507,3,0,7,16,0.86,0.8485,0.56,0.3881,57,239,0
5431,3,0,8,4,0.64,0.5758,0.83,0,1,8,0
11494,2,1,4,2,0.36,0.3636,0.87,0.1045,4,40,0
16535,4,1,11,16,0.44,0.4394,0.3,0,49,346,0
12816,3,1,6,4,0.64,0.5758,0.83,0.1642,6,19,0
8708,1,1,1,15,0.16,0.1212,0.37,0.4179,9,77,0
3960,1,1,8,3,0.88,0.09,0.69,0.39,91,395,1
18156,4,2,11,23,0.09,0.52,0.59,0.04,207,553,1
10499,3,2,12,19,0.27,0.07,0.93,0.32,16,659,1
9818,1,1,2,0,0.34,0.303,0.39,0.3582,9,74,0
8281,4,0,12,16,0.32,0.303,0.45,0.2239,12,224,0
2507,2,0,4,8,0.5,0.4848,0.68,0.1343,20,351,0
15770,4,1,10,6,0.48,0.4697,0.82,0.1045,11,173,0
15524,4,1,10,0,0.4,0.4091,0.71,0.2537,8,111,0
579,1,0,1,9,0.22,0.2121,0.87,0.2985,3,58,0
11155,2,1,4,23,0.54,0.5152,0.56,0.194,45,196,0
13327,3,1,7,11,0.72,0.6818,0.7,0.1045,143,439,0
4562,3,0,7,23,0.66,0.6061,0.83,0.2537,33,116,0
14058,3,1,8,22,0.72,0.6818,0.62,0.3284,44,192,0
15958,2,1,13,0,1.03,0.85,0.59,0.36,22,984,1
12162,2,1,5,22,0.7,0.6667,0.74,0.2537,86,204,0
196,1,0,9,1,0.81,1.03,0.74,0.81,29,178,1
12329,2,1,6,21,0.6,0.6212,0.4,0.1045,96,316,0
2265,2,0,4,5,0.3,0.2879,0.93,0.2239,0,5,0
7911,1,2,0,5,0.07,0.16,0.87,0.54,225,921,1
15304,4,1,10,20,0.64,0.6061,0.65,0.1045,50,441,0
12644,2,1,6,0,0.58,0.5455,0.56,0.1343,25,137,0
5968,3,0,9,4,0.6,0.5606,0.83,0.1343,3,9,0
14211,3,1,8,7,0.62,0.5909,0.78,0.1343,15,442,0
3355,5,2,1,7,0.12,0.8,0.8,0.36,112,205,1
16363,4,1,11,12,0.4,0.4091,0.62,0.2836,35,242,0
7825,4,0,11,15,0.62,0.6212,0.43,0.2836,96,317,0
1951,2,0,3,1,0.24,0.2273,0.52,0.194,3,20,0
14974,3,1,9,2,0.52,0.5,0.72,0,6,14,0
10633,2,1,3,3,0.54,0.5152,0.77,0.1045,10,32,0
3601,2,0,6,22,0.62,0.6212,0.35,0,26,171,0
2209,2,0,4,21,0.46,0.4545,0.41,0.2836,18,102,0
15330,4,1,10,22,0.6,0.5909,0.73,0.2836,63,264,0
15131,4,1,9,15,0.76,0.6818,0.45,0,41,296,0
9701,1,1,2,3,0.26,0.303,0.52,0,0,3,0
12301,2,1,6,17,0.7,0.6515,0.7,0.2537,25,227,0
14766,3,1,9,10,0.62,0.6061,0.61,0.1343,57,205,0
14623,2,1,3,11,0.08,0.39,0.38,0.39,24,611,1
9020,0,0,4,16,0.97,0.17,0.56,0.78,146,333,1
10722,2,1,3,20,0.42,0.4242,0.17,0.0896,28,294,0
11705,2,1,5,21,0.54,0.5152,0.45,0.2239,37,247,0
12497,2,0,13,25,0.76,0.21,0.17,0.54,256,741,1
6037,3,0,9,2,0.6,0.5606,0.83,0,1,5,0
2181,2,0,4,17,0.42,0.4242,0.38,0.4179,27,273,0
10636,2,1,3,6,0.52,0.5,0.83,0.1642,4,28,0
11711,2,2,13,21,0.51,0.32,0.33,0.76,88,334,1
11765,2,1,5,9,0.5,0.4848,0.59,0.4627,62,361,0
9168,1,1,1,21,0.16,0.1818,0.86,0.1045,8,44,0
10075,5,1,9,2,0.06,0.95,0.95,0.61,150,837,1
16274,3,1,3,17,0.4,0.42,0.41,0.32,124,42,1
15343,4,1,10,11,0.64,0.6061,0.65,0.2537,258,647,0
