fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,Noise
7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9,5,4278,0
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,4395,0
10.95,0.43,0.14,62.81,0.3,71,398,0.98,3.42,0.37,11.39,6,4025,1
13.93,0.46,1.28,35.43,0.09,198,146,1.07,3.01,0.99,10.01,3,2452,1
6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7,2152,0
5.7,0.21,0.37,4.5,0.04,58,140,0.99332,3.29,0.62,10.6,6,4032,0
6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,5,3846,0
8.26,0.46,0.43,37.57,0.03,101,187,1.03,2.86,0.72,11.75,4,2726,1
5.5,0.16,0.26,1.5,0.032,35,100,0.99076,3.43,0.77,12,6,3803,0
3.73,0.61,1.23,67.4,0.31,197,324,1.0,3.81,0.29,11.2,5,2000,1
6.8,0.44,0.37,5.1,0.047,46,201,0.9938,3.08,0.65,10.5,4,2033,0
6.5,0.21,0.42,1.1,0.059,33,101,0.9927,3.12,0.38,9.7,6,2457,0
7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,5,3637,0
13.86,0.95,0.42,35.1,0.34,99,223,1.03,2.91,0.87,10.17,6,4956,1
11.29,0.33,0.93,49.73,0.27,296,407,1.08,3.4,0.75,11.94,8,2916,1
3.93,1.02,0.58,63.83,0.25,124,238,0.96,3.15,0.78,13.76,9,4372,1
6.66,0.97,0.75,8.2,0.01,59,101,1.0,3.18,0.81,14.64,7,4680,1
6,0.495,0.27,5,0.157,17,129,0.99396,3.03,0.36,9.3,5,3387,0
12.12,0.63,1.3,7.95,0.26,102,247,1.07,3.85,0.72,13.05,5,4920,1
7.41,0.54,1.6,47.67,0.1,147,89,0.99,3.62,0.82,9.75,3,3591,1
11.2,0.92,0.1,7.92,0.02,297,441,1.04,3.09,1.11,10.0,3,2922,1
11.87,1.15,0.03,34.87,0.16,32,343,1.08,3.86,1.11,12.74,10,3026,1
8,0.24,0.48,6.8,0.047,13,134,0.99616,3.23,0.7,10,5,2713,0
6.2,0.33,0.19,5.6,0.042,22,143,0.99425,3.15,0.63,9.9,5,4151,0
6.5,0.18,0.29,1.7,0.035,39,144,0.9927,3.49,0.5,10.5,6,1862,0
7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,6,2076,0
12.32,0.3,1.5,30.11,0.06,86,140,0.98,3.86,0.56,11.81,6,3916,1
12.46,0.67,0.84,11.3,0.15,165,310,0.94,3.76,0.28,8.79,8,4715,1
6.1,0.25,0.24,12.1,0.046,51,172,0.998,3.35,0.45,9.5,5,3778,0
6.4,0.21,0.34,16.05,0.04,56,142,0.99678,3.11,0.38,10.6,5,2576,0
10.17,0.37,1.5,5.41,0.29,157,456,1.05,3.9,0.57,12.25,7,5045,1
8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,6,2579,0
6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,6,2312,0
9.8,0.16,0.46,1.8,0.046,23,130,0.99587,3.04,0.67,9.6,5,2332,0
6.9,0.28,0.24,2.1,0.034,49,121,0.98882,2.98,0.43,13.2,7,2542,0
6.23,0.15,0.13,24.21,0.31,108,436,1.05,2.73,0.87,10.67,4,1142,1
5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8,2097,0
10.2,0.49,1.69,60.33,0.14,123,21,1.04,3.94,0.68,12.9,3,3493,1
5.1,0.84,0.16,67.01,0.09,52,18,1.04,3.48,0.81,13.06,9,2148,1
6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6,3580,0
5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,5,2017,0
8.34,0.72,0.78,48.89,0.27,226,203,1.03,3.73,0.66,14.71,2,1743,1
6.4,0.31,0.27,7.4,0.049,48,169,0.99323,3.27,0.45,11.1,6,3134,0
9.72,0.91,0.41,68.51,0.28,61,412,0.98,3.35,0.49,9.82,9,2136,1
14.23,0.78,0.9,14.58,0.26,249,106,0.94,2.75,0.53,10.94,8,1192,1
7.3,0.32,0.48,13.3,0.06,57,196,0.9982,3.04,0.5,9.2,5,2308,0
10.97,1.12,0.47,1.41,0.1,277,246,1.08,3.61,0.33,11.75,2,4950,1
10.75,0.32,1.48,19.43,0.13,146,198,1.08,3.46,0.77,12.87,2,2282,1
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,3797,0
8.48,0.22,0.45,13.59,0.22,186,146,1.02,3.07,0.62,11.83,8,2467,1
10.62,0.57,1.38,19.58,0.05,30,411,0.94,3.07,0.94,9.08,10,2501,1
7.9,0.44,0.37,5.85,0.033,27,93,0.992,3.16,0.54,12.6,7,4110,0
7,0.22,0.29,8.9,0.05,24,90,0.99556,3.29,0.46,9.8,6,2133,0
6.3,0.2,0.58,1.4,0.204,15,97,0.9931,3.16,0.43,10,6,3828,0
14.82,0.94,1.24,23.78,0.17,193,227,1.01,3.19,0.5,12.57,10,1261,1
10.56,0.7,1.68,41.27,0.11,83,223,1.0,3.06,0.27,12.75,9,4399,1
7.02,0.87,0.22,35.86,0.11,70,131,0.97,3.36,0.75,9.66,10,4504,1
7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,5,3261,0
4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1,6,2955,0
7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,7,3925,0
7.9,0.44,0.26,4.45,0.033,23,100,0.99117,3.17,0.52,12.7,6,3559,0
5.59,0.19,1.01,49.48,0.27,12,143,1.05,3.85,0.29,10.06,3,1636,1
8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,6,4072,0
7.1,0.34,0.2,6.1,0.063,47,164,0.9946,3.17,0.42,10,5,3437,0
14.59,0.32,1.59,53.6,0.12,249,47,1.03,3.4,0.24,8.93,6,4282,1
8,0.2,0.4,5.2,0.055,41,167,0.9953,3.18,0.4,10.6,7,1059,0
4.24,0.19,0.01,28.5,0.09,45,390,0.97,3.52,0.85,12.39,3,2282,1
7.55,0.87,0.31,49.57,0.28,60,46,1.06,2.71,0.23,8.94,10,5119,1
7.7,0.24,0.3,1.4,0.041,15,102,0.9929,3.26,0.53,10.4,6,2082,0
4.15,0.57,1.69,13.63,0.01,66,237,1.0,3.47,0.52,8.73,7,2275,1
7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6,2599,0
6.1,0.15,0.4,1.2,0.03,19,84,0.98926,3.19,0.96,13,6,3254,0
6.1,0.56,0.93,2.21,0.14,101,399,1.0,3.48,0.28,13.43,2,1401,1
7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,6,2314,0
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,1676,0
5.09,0.67,0.5,35.88,0.25,124,75,1.05,3.51,0.45,14.16,5,3370,1
6.69,0.81,0.38,66.54,0.19,139,265,1.08,3.79,0.8,14.41,4,3736,1
4.51,0.64,0.95,34.64,0.26,98,341,1.06,3.42,0.94,13.36,2,2826,1
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5,4325,0
5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,6,1904,0
7.07,0.92,0.86,35.33,0.09,256,294,1.0,3.6,1.13,13.16,4,4876,1
8.49,0.47,0.59,51.16,0.28,110,265,0.98,3.48,0.72,14.67,7,4421,1
7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2,5,2262,0
9.33,0.77,1.04,30.15,0.03,112,195,1.06,3.78,0.56,13.61,8,2013,1
7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6,1167,0
5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,4105,0
5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,6,3410,0
10.22,0.41,0.6,49.31,0.1,179,171,0.97,3.36,0.98,12.86,7,1259,1
6.3,0.35,0.26,17.6,0.061,59,198,0.99918,3.11,0.49,8.8,5,1143,0
9.18,0.39,1.03,58.03,0.2,45,97,0.97,3.87,0.49,13.99,9,5031,1
7.1,0.23,0.3,2.6,0.034,62,148,0.99121,3.03,0.56,11.3,7,2477,0
5.1,0.37,1.54,55.26,0.17,250,324,1.0,2.62,0.35,10.72,5,3189,1
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,3584,0
6.5,0.34,0.29,38.92,0.12,291,60,0.94,2.75,0.8,7.87,9,3066,1
6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,5,1871,0
4.99,0.71,1.62,17.76,0.3,41,140,1.02,3.17,0.64,11.31,4,2092,1
7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4,8,4313,0
12.71,0.35,0.42,68.48,0.2,192,133,0.99,2.64,0.82,8.28,3,4967,1
10.01,0.54,1.59,69.04,0.25,185,419,1.05,2.87,0.56,10.3,5,1228,1
13.58,1.07,0.58,39.91,0.08,15,43,1.0,3.22,0.95,13.3,4,1691,1
11.16,1.12,1.03,0.94,0.04,28,343,0.94,3.96,0.51,11.6,8,2199,1
4.86,0.44,0.19,4.6,0.03,254,325,0.96,3.44,0.94,14.1,8,3963,1
9.4,0.3,0.32,10.7,0.029,14,111,0.9958,2.85,0.42,10.6,5,3063,0
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,2655,0
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6,3745,0
10.34,0.7,1.09,18.27,0.04,31,129,1.03,3.65,0.37,12.39,3,5098,1
6.9,0.49,0.24,1.2,0.049,13,125,0.9932,3.17,0.51,9.4,5,4425,0
14.14,0.61,0.12,31.1,0.27,93,386,1.04,2.74,0.89,10.47,7,3803,1
7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,6,1690,0
4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,7,1953,0
5.44,0.99,1.58,42.44,0.13,292,372,1.06,3.8,0.84,8.26,8,1317,1
5.41,0.15,1.48,66.05,0.05,232,13,1.02,3.64,1.04,12.9,3,3325,1
7.9,0.82,1.28,9.63,0.12,30,448,0.95,3.14,0.89,8.79,6,4139,1
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8,4148,0
7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6,2616,0
14.64,0.5,1.21,7.04,0.11,167,61,0.96,3.96,0.49,12.2,6,4996,1
3.71,1.03,0.1,64.36,0.31,70,267,1.08,2.71,0.79,14.83,10,2763,1
6.3,0.41,0.18,3.5,0.027,23,109,0.99018,3.34,0.54,12.8,8,3831,0
6.0,0.97,0.76,42.02,0.32,130,282,1.04,3.28,0.81,12.74,8,1509,1
10.0,0.09,0.66,2.6,0.2,33,184,1.01,2.68,0.62,11.41,3,1754,1
6.2,0.3,0.32,1.2,0.052,32,185,0.99266,3.28,0.44,10.1,5,1289,0
6.5,0.26,0.28,12.5,0.046,80,225,0.99685,3.18,0.41,10,6,1128,0
12.34,1.05,1.18,56.73,0.21,238,152,0.94,2.8,0.94,13.77,9,2173,1
12.85,0.65,0.94,42.86,0.23,44,321,1.06,2.79,0.25,7.62,7,3443,1
11.27,0.82,0.58,40.29,0.23,193,371,1.06,3.47,0.98,10.83,10,2695,1
5.01,0.46,0.6,26.96,0.13,267,453,1.03,3.06,0.3,13.63,7,5117,1
6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,6,2091,0
4.33,0.56,1.45,4.23,0.25,202,60,1.02,2.65,0.3,11.83,3,1873,1
8.82,0.59,0.13,38.78,0.18,137,399,1.04,3.95,1.06,8.27,5,2708,1
6.26,0.84,1.15,8.25,0.17,126,127,1.06,3.35,0.57,8.95,3,1581,1
8.82,1.03,1.7,7.42,0.06,267,224,1.06,2.78,0.48,12.77,6,3132,1
8.45,1.06,1.71,8.25,0.24,189,237,0.96,3.6,0.79,10.1,3,1492,1
8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,5,1362,0
6,0.26,0.42,5.2,0.027,70,178,0.9914,3.4,0.4,12.3,8,1354,0
4.97,0.82,0.66,66.53,0.06,110,251,1.07,3.12,0.46,12.28,2,1210,1
10.88,0.86,1.05,28.44,0.32,214,238,1.06,3.37,0.48,12.14,9,3725,1
10.01,0.66,1.29,14.97,0.35,163,171,0.99,2.87,0.29,7.87,2,3599,1
6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.8933333333333,7,4239,0
8.09,0.68,0.87,36.13,0.24,65,224,0.98,2.97,0.33,7.86,9,3103,1
6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,6,3347,0
6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5,7,2199,0
7,0.22,0.28,10.6,0.039,32,117,0.99355,3.05,0.55,11.5,7,2755,0
7.1,0.25,0.49,3,0.03,30,96,0.9903,3.13,0.39,12.3,7,1441,0
6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5,1298,0
12.39,0.29,0.9,65.34,0.34,296,133,0.95,3.95,0.32,11.21,3,3064,1
3.74,0.91,1.61,5.59,0.17,194,374,1.04,3.94,0.31,9.52,5,2405,1
12.94,1.14,0.4,40.88,0.35,137,288,0.95,2.65,0.73,9.59,5,5065,1
6.2,0.26,0.32,15.3,0.031,64,185,0.99835,3.31,0.61,9.4,5,1484,0
9.85,0.28,1.53,4.67,0.28,156,14,1.02,2.9,0.97,13.81,9,3250,1
5.8,0.19,0.24,1.3,0.044,38,128,0.99362,3.77,0.6,10.6,5,3955,0
12.29,0.28,0.1,7.02,0.36,154,324,1.05,3.13,0.25,11.97,9,3844,1
7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6,3765,0
6.1,0.17,0.28,2.5,0.028,22,98,0.99072,3.16,0.37,11.1,7,4172,0
12.17,0.26,1.41,16.37,0.32,260,261,1.02,3.23,0.41,11.17,3,2644,1
14.03,1.01,0.87,55.37,0.33,63,406,1.04,3.04,0.4,13.01,10,2131,1
5.53,0.7,0.18,38.33,0.34,113,450,0.95,3.83,0.96,11.87,8,4397,1
6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,6,3385,0
7.26,0.25,1.04,34.85,0.05,90,353,1.03,3.77,0.91,12.52,6,1927,1
6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8,2882,0
6.1,0.16,0.27,12.6,0.064,63,162,0.9994,3.66,0.43,8.9,5,1936,0
5.9,0.23,0.24,3.8,0.038,61,152,0.99139,3.31,0.5,11.3,7,1585,0
6.48,1.14,1.44,34.97,0.16,30,455,1.05,3.96,0.66,13.95,7,4251,1
8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8,5,2191,0
7,0.36,0.14,11.6,0.043,35,228,0.9977,3.13,0.51,8.9,5,2350,0
6.8,0.39,0.35,11.6,0.044,57,220,0.99775,3.07,0.53,9.3,5,3394,0
6.71,0.55,1.23,52.1,0.2,111,24,1.04,3.64,0.35,13.79,10,4587,1
5.44,0.17,1.29,37.04,0.25,268,47,0.99,2.93,0.73,9.85,7,4308,1
