fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,Noise
8.1,0.27,0.35,1.7,0.03,38,103,0.99255,3.22,0.63,10.4,8,2214,0
8.2,0.23,0.37,1.3,0.042,39,117,0.9928,2.99,0.36,10,5,2950,0
7,0.32,0.34,1.3,0.042,20,69,0.9912,3.31,0.65,12,7,2563,0
7.3,0.2,0.26,1.6,0.04,36,123,0.99238,3.34,0.44,10.8,6,1432,0
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,1764,0
9.03,0.94,0.17,47.78,0.08,217,437,1.09,3.58,0.66,14.32,6,4646,1
7,0.23,0.42,5.1,0.042,37,144,0.99518,3.5,0.59,10.2,6,2851,0
6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5,2072,0
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,1471,0
13.86,0.92,0.17,9.66,0.23,122,445,0.95,2.79,1.12,9.3,8,5070,1
10.73,0.87,1.65,12.81,0.28,174,205,1.08,2.87,0.77,11.32,4,4880,1
8,0.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,8,1382,0
6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,6,1447,0
9.96,0.69,0.11,53.15,0.09,251,160,0.96,2.61,0.6,12.48,2,3388,1
8.42,0.53,0.4,19.69,0.14,171,104,1.05,3.35,0.52,10.64,6,1480,1
6.44,0.61,0.52,41.05,0.2,15,442,1.02,3.28,0.64,10.09,6,3759,1
12.18,1.12,0.3,29.81,0.18,174,298,1.05,3.38,1.05,11.68,2,3649,1
13.68,0.12,0.56,35.92,0.32,159,411,1.0,3.98,0.61,12.89,6,2437,1
7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,5,3789,0
6.8,0.64,0.08,9.7,0.062,26,142,0.9972,3.37,0.46,8.9,4,2416,0
6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5,1681,0
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,2264,0
6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11,7,3684,0
8.3,0.33,0.42,1.15,0.033,18,96,0.9911,3.2,0.32,12.4,3,2137,0
6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.1333333333333,7,3189,0
10.82,0.8,0.79,47.01,0.19,70,102,1.02,2.99,0.98,11.98,6,4832,1
14.28,0.59,1.32,22.49,0.13,179,399,1.05,3.81,0.57,8.38,7,1880,1
14.17,0.37,0.63,6.86,0.2,282,269,1.01,3.48,0.29,9.96,2,4456,1
10.86,0.54,1.13,41.94,0.25,51,331,0.98,3.82,0.29,8.34,3,3058,1
6.6,0.23,0.32,1.5,0.041,8,72,0.98949,3.22,0.39,12.7,6,4785,0
8.4,0.28,0.4,8.9,0.048,33,146,0.9988,3.4,0.46,9.3,5,1703,0
5.92,0.8,0.55,60.4,0.31,116,134,1.0,3.35,0.64,7.77,5,3090,1
5.2,0.5,0.18,2,0.036,23,129,0.98949,3.36,0.77,13.4,7,3117,0
4.44,0.14,1.42,7.74,0.27,12,361,0.95,2.86,0.78,10.06,10,3690,1
12.95,0.25,1.29,38.75,0.25,73,58,0.98,3.2,0.33,11.82,5,3004,1
4.48,0.93,0.39,40.66,0.18,258,70,1.03,2.77,0.75,11.93,5,1783,1
7.8,0.2,0.24,1.6,0.026,26,189,0.991,3.08,0.74,12.1,7,4606,0
5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,4246,0
7.7,0.35,0.46,11.8,0.088,61,183,0.99786,2.86,0.47,9,5,2604,0
8.41,0.14,1.04,16.88,0.09,146,179,1.06,2.93,0.33,7.82,10,3828,1
4.72,0.75,1.05,30.05,0.16,224,364,0.98,3.01,0.55,9.59,10,3441,1
5.9,0.27,0.32,2,0.034,31,102,0.98952,3.16,0.56,12.3,6,1580,0
10.66,0.57,0.24,0.83,0.33,62,154,0.99,3.95,0.59,14.68,2,4129,1
6,0.14,0.17,5.6,0.036,37,127,0.99373,3.05,0.57,9.8,6,3048,0
6.96,0.71,0.8,10.5,0.28,99,294,1.07,2.73,0.92,13.33,2,1838,1
10.73,1.03,0.23,23.74,0.35,207,274,0.99,3.4,0.41,10.74,6,3964,1
7.2,0.39,0.63,11,0.044,55,156,0.9974,3.09,0.44,8.7,6,2433,0
7.2,0.32,0.47,5.1,0.044,19,65,0.991,3.03,0.41,12.6,4,4765,0
5.81,0.11,1.3,58.99,0.19,135,166,0.98,3.26,0.51,10.64,9,2907,1
6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6,2061,0
13.69,0.51,0.22,29.52,0.2,112,393,1.0,3.41,0.91,8.38,4,4752,1
6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3,6,2456,0
8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6,994,0
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,3584,0
13.37,0.58,1.7,5.68,0.25,191,186,0.99,3.53,0.3,11.59,2,5099,1
7,0.26,0.26,10.8,0.039,37,184,0.99787,3.47,0.58,10.3,7,1205,0
7.6,0.54,0.23,2,0.029,13,151,0.9931,3.04,0.33,10.4,5,4818,0
6.7,0.25,0.31,1.35,0.061,30.5,218,0.99388,3.16,0.53,9.5,5,2884,0
6.5,0.28,0.33,15.7,0.053,51,190,0.9978,3.22,0.51,9.7,6,2426,0
6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6,1474,0
5.83,0.29,0.4,64.49,0.09,252,143,1.07,2.81,1.07,12.07,9,4164,1
11.53,1.13,0.9,35.66,0.08,126,203,1.05,3.08,0.25,9.13,4,3866,1
6.4,0.25,0.37,4.5,0.039,41,147,0.9921,3.18,0.4,11.1,7,4573,0
12.35,1.11,1.62,13.05,0.26,27,196,0.96,2.69,0.45,11.01,4,3994,1
6.7,0.23,0.42,11.2,0.047,52,171,0.99758,3.54,0.74,10.4,5,1679,0
8.22,1.11,1.42,52.03,0.07,154,436,1.09,3.61,0.94,13.09,6,2283,1
9.53,1.13,0.85,16.73,0.23,199,323,0.95,3.78,0.73,13.82,7,4160,1
6,0.21,0.24,12.1,0.05,55,164,0.997,3.34,0.39,9.4,5,3190,0
6.5,0.38,0.53,1.4,0.142,5,69,0.9926,3.14,0.52,10.1,4,2908,0
8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5,3615,0
8.6,0.23,0.25,11.3,0.031,13,96,0.99645,3.11,0.4,10.8,5,3093,0
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,1483,0
9.45,0.59,0.07,12.15,0.15,55,290,1.04,3.91,0.89,10.13,7,5112,1
10.31,0.84,0.69,46.22,0.06,17,389,1.04,2.78,0.71,13.92,5,4975,1
6.8,0.24,0.35,6.4,0.048,44,172,0.9944,3.29,0.55,10.5,7,3439,0
6.7,0.34,0.54,16.3,0.047,44,181,0.9987,3.04,0.56,8.8,5,4008,0
5.97,1.15,1.25,18.51,0.32,84,289,0.96,3.16,0.47,14.29,4,3560,1
7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5,2126,0
6.6,0.24,0.28,6.7,0.032,26,91,0.99172,3.13,0.32,12.3,6,3187,0
6.9,0.38,0.38,13.1,0.112,14,94,0.99792,3.02,0.48,9.2,5,3386,0
6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6,4164,0
6.9,0.27,0.4,14,0.05,64,227,0.9979,3.18,0.58,9.6,6,3003,0
4.55,0.86,1.65,25.17,0.09,289,176,1.02,3.88,0.54,8.38,6,2351,1
6.91,1.05,0.66,61.85,0.3,248,372,1.04,3.51,0.22,12.06,3,2677,1
6.04,0.8,0.1,56.02,0.07,172,221,1.0,3.89,0.25,10.07,4,2248,1
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,1189,0
4.46,0.77,0.26,64.44,0.06,251,292,0.99,2.65,0.31,8.58,10,2459,1
11.18,0.63,0.65,59.94,0.08,156,43,0.98,3.23,0.59,13.37,8,3885,1
9.51,1.15,0.33,27.17,0.01,215,272,1.05,3.13,0.47,13.97,5,3788,1
10.07,0.8,1.16,27.52,0.26,140,368,1.08,3.97,0.42,12.51,6,1274,1
7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9,5,4278,0
6.6,0.27,0.25,1.2,0.033,36,111,0.98918,3.16,0.37,12.4,6,3357,0
7.0,0.12,0.96,16.15,0.33,155,47,0.96,2.94,0.37,9.65,10,1151,1
5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,5,4804,0
6.19,0.79,0.09,0.75,0.26,92,183,0.96,3.79,0.5,13.16,9,3609,1
6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,5,4141,0
6.5,0.26,0.24,10.8,0.042,47,130,0.996,3.08,0.4,10.1,6,4776,0
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,3694,0
6.05,1.14,0.28,18.16,0.31,242,102,1.01,3.0,0.51,14.75,2,4236,1
6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,6,3164,0
4.13,0.6,0.13,23.28,0.1,292,315,1.08,2.73,0.78,12.69,7,2288,1
6.5,0.2,0.35,3.9,0.04,27,140,0.99102,2.98,0.53,11.8,6,2825,0
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,2472,0
7.2,0.35,0.34,12.4,0.051,6,37,0.9944,3.13,0.39,11.5,6,3779,0
8.47,1.02,1.58,50.43,0.24,127,130,1.0,3.8,0.29,14.03,9,4627,1
4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,7,1953,0
9.61,0.15,0.97,53.37,0.22,269,401,0.97,3.49,1.11,12.84,2,4506,1
4.69,0.66,0.23,5.32,0.15,91,377,1.08,3.65,0.56,12.99,6,2134,1
6.34,0.46,0.56,12.62,0.07,116,208,1.02,3.21,0.55,11.02,6,4761,1
6.87,0.18,1.46,13.24,0.12,88,423,0.96,2.83,0.71,11.61,10,1931,1
7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4,6,2111,0
7.5,0.29,0.36,15.7,0.05,29,124,0.9968,3.06,0.54,10.4,5,1808,0
9.43,0.33,0.09,49.34,0.09,21,282,0.98,3.09,1.06,13.52,6,3325,1
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,4399,0
7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6,2522,0
13.86,1.1,0.56,47.59,0.21,213,47,1.08,3.3,0.32,14.68,4,1326,1
6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7,2049,0
7.38,0.53,0.09,33.97,0.06,137,19,1.07,3.03,1.09,8.81,3,938,1
6.27,0.19,1.6,14.94,0.24,268,155,1.01,2.67,0.93,11.71,10,5080,1
8,0.27,0.25,19.1,0.045,50,208,1.00051,3.05,0.5,9.2,6,4292,0
12.76,0.46,0.71,49.51,0.29,127,416,0.97,3.56,0.55,13.99,7,4721,1
13.13,0.49,0.81,26.83,0.34,48,142,1.01,2.75,0.23,14.27,8,5074,1
6.7,0.17,0.42,10.4,0.038,85,182,0.99628,3.04,0.44,8.9,6,3243,0
7,0.4,0.25,1.8,0.05,51,189,0.99174,3,0.55,11.4,6,1856,0
5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5,5,4039,0
6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6,1859,0
5.26,0.5,0.88,48.53,0.22,133,171,0.95,3.24,1.03,12.13,5,2830,1
7.7,0.28,0.58,12.1,0.046,60,177,0.9983,3.08,0.46,8.9,5,1449,0
8.1,0.26,0.33,11.1,0.052,52.5,158,0.9976,3.03,0.49,10.2,7,1440,0
14.18,0.44,1.61,6.91,0.06,291,179,1.01,3.64,0.96,14.25,7,1721,1
6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6,2310,0
10.74,0.42,1.3,18.38,0.33,145,345,0.95,3.32,0.73,14.68,6,1779,1
5.0,0.09,0.84,60.4,0.02,95,275,1.05,3.82,0.65,11.26,8,2836,1
13.66,0.14,1.37,48.15,0.33,38,191,1.01,3.84,0.69,10.92,2,2221,1
11.87,0.93,1.26,57.05,0.12,18,128,0.98,3.48,0.26,8.53,2,4103,1
7.4,0.2,0.33,1.9,0.035,39,138,0.991,3.17,0.44,11.7,7,4726,0
7.7,0.34,0.3,8,0.048,25,192,0.9951,2.97,0.47,10.9,5,2157,0
5.9,0.47,0.96,10.11,0.28,10,172,1.02,2.91,0.67,9.34,4,4224,1
7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,5,4822,0
6.8,0.37,0.47,11.2,0.071,44,136,0.9968,2.98,0.88,9.2,5,3076,0
6.92,1.05,1.37,57.45,0.25,259,229,1.08,3.47,0.81,8.73,4,4262,1
14.03,0.71,0.42,2.57,0.27,110,302,1.06,3.62,0.63,9.99,10,2050,1
4.35,0.94,1.29,22.03,0.32,294,351,1.03,2.96,1.09,10.93,8,1184,1
8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,6,4072,0
12.34,1.01,1.41,26.9,0.29,163,143,1.07,3.22,1.08,10.97,8,1478,1
9.67,0.9,1.29,29.1,0.19,82,381,1.02,3.12,1.06,8.6,2,4602,1
6,0.32,0.46,1.5,0.05,56,189,0.99308,3.24,0.49,9.6,5,2594,0
8.29,1.1,1.24,22.18,0.2,186,342,0.96,3.18,0.27,12.3,4,4954,1
11.45,0.38,1.36,5.94,0.32,241,58,1.04,3.64,0.77,9.32,2,4768,1
13.04,1.03,1.07,8.67,0.25,122,288,0.96,3.71,0.22,11.14,6,5020,1
5.6,0.35,0.37,1,0.038,6,72,0.9902,3.37,0.34,11.4,5,1054,0
6.3,0.3,0.19,7.7,0.049,47,184,0.99514,3.22,0.48,9.5,5,1921,0
12.4,0.83,1.32,42.06,0.26,262,109,1.03,3.62,1.08,13.69,3,3943,1
5.8,0.58,0,1.5,0.02,33,96,0.98918,3.29,0.38,12.4,6,4613,0
5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6,3919,0
7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6,4678,0
8.95,0.7,0.14,57.09,0.12,12,243,1.0,3.28,1.08,14.76,3,4562,1
6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,6,1051,0
7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,5,3507,0
8,0.37,0.32,1.6,0.04,32,166,0.992,3,0.55,11.3,7,2941,0
7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,3205,0
5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6,2075,0
13.0,0.64,0.8,3.64,0.14,220,302,1.04,3.09,0.44,10.62,6,2654,1
8.1,0.17,0.21,1.6,0.036,24,119,0.99396,3.18,0.52,10.1,6,997,0
7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,6,3365,0
7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5,3116,0
10.18,0.83,0.65,51.31,0.24,43,65,1.08,3.1,1.1,8.7,9,2972,1
7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7,4179,0
6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6,4358,0
13.69,0.85,1.0,46.39,0.05,9,154,1.0,3.97,0.45,10.86,5,1242,1
14.67,0.3,0.56,17.2,0.29,62,303,1.05,2.87,0.83,9.6,10,2201,1
6.7,0.23,0.33,8.1,0.048,45,176,0.99472,3.11,0.52,10.1,6,3448,0
6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6,4299,0
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5,4158,0
4.31,0.86,1.42,44.0,0.03,256,61,1.08,3.27,0.68,13.94,5,4099,1
5.7,0.31,0.29,7.3,0.05,33,143,0.99332,3.31,0.5,11.0666666666667,6,3049,0
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8,2429,0
12.98,0.76,0.4,59.41,0.2,219,294,0.96,2.82,1.09,13.44,3,3603,1
6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,6,2026,0
6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,6,2252,0
9.2,0.88,1.72,66.22,0.15,88,111,0.96,3.08,0.49,8.88,4,4874,1
5.25,0.08,1.69,59.32,0.32,258,172,0.98,2.84,1.0,13.65,8,4314,1
6,0.35,0.46,0.9,0.033,9,65,0.98934,3.24,0.35,12.1,4,2359,0
5.84,0.71,1.43,52.29,0.32,271,381,0.99,3.2,0.5,12.27,7,3688,1
6.3,0.3,0.24,6.6,0.04,38,141,0.995,3.22,0.47,9.5,5,3554,0
8.1,0.3,0.31,1.1,0.041,49,123,0.9914,2.99,0.45,11.1,6,1026,0
6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,7,3278,0
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6,3137,0
8.92,0.61,1.6,36.82,0.17,141,452,1.03,2.72,0.58,8.87,9,2509,1
9.71,0.14,1.72,18.95,0.05,294,434,1.05,3.36,1.08,9.13,10,2395,1
7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6,6,2889,0
6.2,0.21,0.24,1.2,0.051,31,95,0.99036,3.24,0.57,11.3,6,3612,0
7.33,0.41,0.52,65.63,0.23,208,277,1.05,2.88,0.69,10.73,6,1146,1
14.44,0.75,1.51,62.91,0.25,174,188,1.02,3.53,0.22,10.83,10,4374,1
5.55,0.48,1.47,8.9,0.35,231,13,1.04,3.09,0.81,12.54,4,3275,1
8.7,0.48,0.82,55.0,0.2,2,64,0.99,3.71,0.27,14.33,7,3782,1
7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5,3362,0
8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,7,3275,0
8.5,0.2,0.4,1.1,0.046,31,106,0.99194,3,0.35,10.5,4,2842,0
10.8,1.08,0.6,63.91,0.01,124,354,1.02,3.09,0.93,8.87,6,2833,1
5.14,0.38,1.05,2.84,0.01,54,401,0.95,2.98,0.33,10.15,4,1861,1
11.04,0.99,0.62,5.18,0.34,283,349,0.99,2.63,0.31,7.67,4,1413,1
4.01,0.64,1.57,58.64,0.33,154,280,0.95,2.81,0.81,10.59,9,2957,1
8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5,2957,0
13.65,0.19,1.5,31.88,0.1,166,270,1.0,3.36,0.94,8.95,6,4225,1
8.53,0.97,1.26,26.99,0.18,82,308,1.03,3.69,0.59,12.48,9,2711,1
6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7,1787,0
4.65,0.24,1.58,62.97,0.02,39,288,1.03,3.35,0.37,14.24,7,3809,1
9.06,0.52,1.18,24.62,0.22,295,353,0.95,3.26,0.89,11.02,5,3148,1
13.91,0.28,0.92,45.22,0.02,107,65,1.02,2.83,0.44,14.18,6,4730,1
7.9,0.66,0.11,49.04,0.03,133,217,1.02,2.63,1.03,11.75,3,1339,1
6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5,4861,0
6.3,0.33,0.2,5.8,0.04,24,144,0.99425,3.15,0.63,9.9,5,1739,0
7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,5,4332,0
7.95,0.59,0.86,62.85,0.07,156,417,1.08,3.39,1.08,8.4,3,2805,1
6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,7,3232,0
14.58,0.1,1.22,34.55,0.02,197,216,1.08,2.83,0.25,14.28,9,2269,1
6.9,0.2,0.28,1.2,0.048,36,159,0.9936,3.19,0.43,9.1,6,1611,0
8.25,0.58,0.48,38.93,0.11,191,424,1.04,3.02,1.08,12.77,6,3153,1
8.07,0.18,1.11,11.7,0.32,288,177,1.0,2.69,1.12,9.9,7,1023,1
5.19,0.45,1.34,14.29,0.23,258,243,1.0,3.1,0.97,8.32,6,2701,1
6.83,0.21,0.83,59.17,0.33,3,358,1.03,3.7,0.97,9.11,7,3449,1
12.5,0.08,0.28,28.09,0.01,3,130,1.02,3.09,0.37,11.62,9,3787,1
7.6,0.3,0.25,4.3,0.054,22,111,0.9956,3.12,0.49,9.2,5,3379,0
7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1,6,1255,0
7.8,0.17,0.5,1.3,0.045,35,140,0.9904,3.16,0.4,12,6,1251,0
8.8,0.33,0.36,2.1,0.034,19,125,0.99166,2.96,0.98,12.7,6,3253,0
8.94,0.48,1.61,53.41,0.06,195,32,1.04,2.68,0.87,9.03,3,4182,1
7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2,5,2262,0
4.81,0.35,0.3,55.27,0.21,179,314,1.06,3.58,0.79,13.73,8,4125,1
13.82,0.62,1.32,16.98,0.25,74,442,0.97,3.27,0.99,9.67,10,2711,1
6.7,0.25,0.33,2.9,0.057,52,173,0.9934,3.02,0.48,9.5,7,4126,0
10.53,0.11,0.71,39.01,0.25,192,288,1.08,3.29,0.49,8.94,9,2845,1
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,2993,0
14.28,0.88,0.7,39.81,0.32,85,448,1.03,3.13,0.7,7.72,7,2576,1
5.7,0.41,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2,6,4236,0
13.63,0.67,1.38,46.89,0.16,119,369,0.99,3.6,0.77,12.65,9,3220,1
6.5,0.26,0.34,16.3,0.051,56,197,1.0004,3.49,0.42,9.8,5,2283,0
7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,1650,0
6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5,2399,0
8.72,0.37,1.35,48.64,0.15,126,172,0.98,3.56,0.6,8.04,5,3046,1
6.5,0.25,0.27,15.2,0.049,75,217,0.9972,3.19,0.39,9.9,5,4245,0
13.87,0.86,1.21,40.3,0.29,50,80,1.08,2.71,0.35,13.43,2,3861,1
8.2,0.34,0.29,5.2,0.076,19,92,0.99138,2.95,0.39,12.5,6,4385,0
7.9,0.18,0.37,3,0.061,25,178,0.995,3.22,0.51,10,6,2828,0
10.63,0.46,1.35,49.92,0.13,91,232,1.04,3.26,1.04,12.82,2,2712,1
9.14,0.71,0.06,9.81,0.07,95,119,0.94,3.79,0.64,13.36,3,4334,1
6.9,0.17,0.25,1.6,0.047,34,132,0.9914,3.16,0.48,11.4,5,2786,0
12.84,1.14,0.76,35.35,0.21,58,418,0.96,3.93,1.07,12.25,2,3631,1
6.2,0.25,0.28,8.5,0.035,28,108,0.99486,3.4,0.42,10.4,6,4700,0
7.25,0.33,1.0,44.48,0.32,98,264,1.04,3.62,0.91,7.81,6,4263,1
12.59,0.66,1.19,66.64,0.32,142,115,0.94,2.65,0.4,7.62,8,4832,1
7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5,3442,0
6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3,6,4338,0
4.99,0.81,1.04,5.29,0.32,126,241,1.03,3.9,0.91,12.5,6,1998,1
3.94,0.89,1.69,59.99,0.34,270,279,1.04,3.91,0.87,10.84,2,1814,1
8.04,0.21,0.92,67.69,0.16,235,405,1.05,3.71,0.52,14.75,4,1181,1
10.5,0.32,0.21,47.84,0.22,29,328,0.95,3.01,0.35,11.03,3,2317,1
9.28,0.32,0.0,2.49,0.05,183,51,1.06,3.98,0.63,13.27,3,950,1
13.06,0.75,1.52,54.92,0.17,37,407,0.95,3.67,0.86,8.84,7,1115,1
5.39,0.77,1.54,37.39,0.16,16,453,0.98,3.25,0.68,10.8,10,3849,1
6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,7,4203,0
6.7,0.2,0.42,14,0.038,83,160,0.9987,3.16,0.5,9.4,6,3776,0
7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6,4481,0
10.67,0.14,0.56,40.41,0.07,241,29,0.98,2.86,0.82,8.22,4,3926,1
7.6,0.15,0.35,4.3,0.051,23,98,0.99422,3.1,0.44,9.5,6,1486,0
8,0.25,0.49,1.2,0.061,27,117,0.9938,3.08,0.34,9.4,5,2008,0
9.05,0.74,1.37,57.96,0.36,193,340,1.09,3.69,0.81,12.68,9,2371,1
