fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,Noise
6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,5,4798,0
8.44,0.74,1.22,14.6,0.36,111,89,0.94,3.57,0.37,11.64,4,4560,1
12.13,0.75,1.01,68.78,0.26,252,437,1.02,3.42,0.53,10.06,4,4266,1
7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,7,3901,0
6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5,3145,0
6.81,0.34,0.99,41.29,0.02,172,345,1.05,3.5,0.26,13.26,8,4038,1
14.26,0.09,0.58,3.36,0.16,75,376,1.07,3.8,0.48,14.69,4,3522,1
11.95,0.83,1.56,35.36,0.05,282,49,0.97,3.51,0.82,14.15,3,2447,1
7.4,0.34,0.42,1.1,0.033,17,171,0.9917,3.12,0.53,11.3,6,3548,0
6.33,0.29,0.36,18.53,0.29,177,95,1.0,2.95,0.22,11.56,10,3232,1
7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,6,2735,0
11.49,1.04,1.7,39.79,0.26,200,33,1.08,3.44,0.31,12.11,10,4468,1
13.54,0.66,0.46,12.25,0.13,50,214,1.04,3.13,0.46,11.89,6,1512,1
13.44,0.59,0.79,26.04,0.19,35,434,0.97,3.02,1.0,9.0,8,1381,1
5,0.33,0.18,4.6,0.032,40,124,0.99114,3.18,0.4,11,6,1565,0
11.14,0.41,0.63,2.72,0.22,144,253,1.01,3.74,0.79,7.9,4,3424,1
6,0.29,0.21,1.3,0.055,42,168,0.9914,3.32,0.43,11.1,6,1038,0
6.13,0.86,0.21,56.01,0.17,242,380,1.0,3.63,0.72,10.69,5,4750,1
9.91,0.66,1.1,18.78,0.27,256,330,1.03,3.21,0.79,14.73,7,4283,1
7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6,1814,0
6.9,0.28,0.41,1.7,0.05,10,136,0.993,3.16,0.71,11.4,6,1406,0
6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,6,1636,0
6.8,0.25,0.28,5,0.035,42,126,0.99048,3.12,0.38,12.6,7,1265,0
13.31,0.52,0.08,14.38,0.04,83,175,1.03,3.12,0.54,12.08,6,3461,1
8.4,0.27,0.46,8.7,0.048,39,197,0.9974,3.14,0.59,9.6,6,2336,0
6.3,0.15,0.3,1.4,0.022,38,100,0.99099,3.42,0.57,11.4,7,3220,0
7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4,6,3631,0
13.18,0.39,1.25,47.57,0.22,266,443,1.05,3.69,0.62,13.75,3,1983,1
6.4,0.24,0.29,1,0.038,18,122,0.9906,3.3,0.42,11.5,5,3426,0
8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6,1267,0
12.25,0.18,1.04,65.13,0.15,22,307,1.04,2.83,0.55,8.43,2,3135,1
5.8,0.19,0.24,1.3,0.044,38,128,0.99362,3.77,0.6,10.6,5,3955,0
8.56,1.02,1.57,12.15,0.13,98,398,1.08,3.92,0.67,11.45,4,3159,1
8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,5,1656,0
12.53,0.25,0.35,10.54,0.29,271,157,1.07,3.89,1.04,8.07,6,2727,1
6.1,0.3,0.56,2.7,0.046,46,184,0.9924,3.31,0.57,10.9,6,1088,0
6.2,0.27,0.49,1.4,0.05,20,74,0.9931,3.32,0.44,9.8,6,3836,0
6.91,0.57,0.57,54.92,0.08,237,424,0.96,2.87,0.28,7.79,10,1819,1
9.56,0.65,0.82,55.73,0.2,32,270,0.94,3.83,0.4,11.69,10,5120,1
7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,6,4300,0
6.8,0.45,0.36,5,0.033,28,156,0.991,3.11,0.4,12.4,7,3214,0
5.8,0.275,0.3,5.4,0.043,41,149,0.9926,3.33,0.42,10.8,7,4766,0
11.31,0.11,1.49,3.27,0.26,158,126,0.96,3.23,0.92,11.94,6,3508,1
7.6,0.23,0.64,12.9,0.033,54,170,0.998,3,0.53,8.8,5,1887,0
7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5,3623,0
7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6,2823,0
7.6,0.25,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1,6,1816,0
6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,5,3624,0
10.57,0.36,1.2,31.88,0.25,118,147,1.03,3.03,0.47,13.77,5,3895,1
6.81,0.79,1.1,10.64,0.3,109,405,1.0,3.11,0.29,14.45,7,3582,1
7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5,4438,0
6.1,0.22,0.23,3.1,0.052,15,104,0.9948,3.14,0.42,8.7,5,2886,0
5.14,0.24,0.66,13.53,0.31,213,263,0.95,2.88,0.46,8.36,9,4059,1
6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,6,2628,0
5.03,0.37,0.28,25.7,0.29,57,240,1.04,3.34,0.78,13.69,7,2232,1
7.6,0.3,0.4,2.2,0.054,29,175,0.99445,3.19,0.53,9.8,5,3558,0
9.73,0.39,1.66,17.12,0.02,202,190,0.95,3.59,0.52,11.65,2,3055,1
7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,7,2995,0
5.6,0.41,0.22,7.1,0.05,44,154,0.9931,3.3,0.4,10.5,5,3671,0
6.7,0.5,0.38,7.5,0.046,26,175,0.99662,3.32,0.54,9.6,5,2374,0
6.6,0.24,0.27,15.8,0.035,46,188,0.9982,3.24,0.51,9.2,5,1768,0
6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11,7,2935,0
13.6,0.39,0.4,42.88,0.03,159,373,1.06,3.33,0.72,14.72,7,2736,1
12.26,0.08,1.0,5.64,0.33,26,243,1.08,3.06,0.65,14.73,7,3350,1
5.8,0.2,0.27,1.4,0.031,12,77,0.9905,3.25,0.36,10.9,7,1680,0
6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6,4778,0
8.52,0.91,0.52,51.6,0.04,161,133,1.06,3.79,0.99,14.44,4,2115,1
7.9,0.14,0.28,1.8,0.041,44,178,0.9954,3.45,0.43,9.2,6,4574,0
6,0.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3,5,3869,0
9.02,1.01,1.09,56.44,0.03,63,118,1.06,2.92,0.24,12.58,4,4544,1
8.7,0.3,0.59,1.7,0.046,10,70,0.99373,3.06,0.56,10.8,4,1830,0
6.1,0.41,0.04,1.3,0.036,23,121,0.99228,3.24,0.61,9.9,6,3809,0
7,0.2,0.74,0.8,0.044,19,163,0.9931,3.46,0.53,10.2,5,2988,0
6.1,0.36,0.26,8.15,0.035,14,88,0.99031,3.06,0.27,13,7,3104,0
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,3412,0
4.67,0.2,1.49,31.29,0.27,104,114,1.0,3.91,0.58,8.46,5,4780,1
7.5,0.28,0.39,10.2,0.045,59,209,0.9972,3.16,0.63,9.6,6,3553,0
10.54,1.13,0.05,9.35,0.31,286,462,1.04,3.9,0.42,10.99,9,3269,1
10.36,0.58,0.07,27.72,0.17,64,428,0.95,3.17,0.74,13.97,2,1657,1
6.1,0.3,0.56,2.8,0.044,47,179,0.9924,3.3,0.57,10.9,7,1119,0
6.2,0.28,0.33,1.7,0.029,24,111,0.99,3.24,0.5,12.1,6,3651,0
4.61,0.66,1.56,55.74,0.31,219,272,0.94,2.62,0.41,10.6,7,3338,1
9.64,0.9,1.17,18.73,0.16,128,125,1.0,3.54,0.3,12.25,3,3632,1
6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,6,1329,0
8.6,0.18,0.36,1.8,0.04,24,187,0.9956,3.25,0.55,9.5,6,3737,0
11.66,0.48,0.07,9.98,0.12,87,384,1.03,3.78,1.1,9.3,6,5134,1
11.2,0.88,1.37,7.49,0.27,149,211,1.06,3.59,0.44,13.51,5,1976,1
8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,5,2681,0
7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,6,3099,0
8.3,0.28,0.4,7.8,0.041,38,194,0.9976,3.34,0.51,9.6,6,3016,0
7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,2221,0
6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,7,2128,0
13.1,0.56,0.36,27.76,0.15,261,31,0.98,3.27,0.74,14.8,5,1020,1
13.11,0.36,1.37,30.57,0.12,121,22,1.05,3.12,0.86,9.3,5,5132,1
5.8,0.98,1.0,62.58,0.13,68,299,1.03,3.26,1.1,14.69,10,962,1
7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,8,2036,0
7.9,0.18,0.37,1.2,0.04,16,75,0.992,3.18,0.63,10.8,5,4786,0
6.5,0.32,0.45,7.7,0.022,31,97,0.99134,3.2,0.7,12.7,7,1293,0
8.96,0.21,0.1,65.3,0.24,219,264,1.08,3.17,0.97,10.72,6,4712,1
8.58,1.01,1.69,29.27,0.24,33,214,0.99,3.79,0.31,11.97,5,2004,1
12.72,1.06,0.63,49.69,0.06,146,124,1.06,3.1,1.05,13.77,5,3351,1
7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,7,1212,0
7.09,0.17,0.88,44.25,0.17,134,83,1.07,3.93,0.51,8.13,3,4865,1
9.94,0.5,0.63,57.65,0.2,189,143,1.06,3.66,0.37,14.24,10,1036,1
6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,6,2026,0
6.5,0.28,0.35,15.4,0.042,55,195,0.9978,3.23,0.5,9.6,6,3900,0
10.98,0.43,0.8,5.82,0.34,154,257,0.97,3.43,1.05,8.19,6,2955,1
7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,5,4656,0
7.65,0.47,1.25,10.51,0.02,181,365,1.08,3.73,0.25,10.39,8,4037,1
4.67,0.38,1.18,13.8,0.09,92,296,0.98,3.79,0.63,9.09,3,3816,1
7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,6,2953,0
6.8,0.22,0.49,0.9,0.052,26,128,0.991,3.25,0.35,11.4,6,2601,0
6.2,0.27,0.26,12.1,0.046,43,127,0.9951,3.16,0.37,10.8,6,2408,0
7.3,0.35,0.67,8.3,0.053,10,100,0.9959,3.19,0.5,10.9,5,4568,0
7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,5,4635,0
11.5,0.09,1.44,37.4,0.22,114,218,1.05,2.7,0.44,11.55,2,2666,1
12.95,0.72,0.56,63.08,0.14,145,147,0.95,3.98,0.94,10.56,9,3369,1
6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5,6,4132,0
9.28,0.82,1.33,0.92,0.3,184,268,1.05,2.83,1.0,9.71,2,2257,1
13.96,0.66,1.25,40.3,0.24,68,189,1.07,2.95,1.04,9.16,9,2634,1
5.89,0.66,0.22,44.81,0.33,272,380,0.94,3.93,0.27,12.53,9,4671,1
6.6,0.16,0.57,1.1,0.13,58,140,0.9927,3.12,0.39,9.3,7,3443,0
5.04,0.63,1.18,16.77,0.34,16,108,1.03,3.97,0.9,14.1,8,2521,1
6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,7,2965,0
7.3,0.22,0.3,8.2,0.047,42,207,0.9966,3.33,0.46,9.5,6,1116,0
6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2,6,2226,0
7.1,0.2,0.34,16,0.05,51,166,0.9985,3.21,0.6,9.2,6,3225,0
14.14,0.39,0.23,60.58,0.02,194,32,1.06,3.32,0.66,10.37,4,1019,1
13.08,1.04,1.11,24.82,0.24,47,422,0.97,2.61,0.65,10.13,8,1863,1
6.12,0.98,0.89,16.84,0.22,50,376,1.01,3.22,1.08,8.83,4,1722,1
4.9,0.38,0.93,67.43,0.34,113,208,0.97,3.8,1.08,14.16,6,1044,1
11.25,0.3,1.69,22.46,0.15,46,331,1.04,2.63,0.36,14.79,3,3703,1
4.95,0.24,0.6,40.91,0.08,244,306,1.03,2.84,1.04,11.45,8,3953,1
7.3,0.2,0.29,19.9,0.039,69,237,1.00037,3.1,0.48,9.2,6,2756,0
5.5,1.0,0.64,61.92,0.2,266,397,1.04,2.78,0.26,8.67,6,2075,1
7,0.24,0.34,1.4,0.031,27,107,0.99,3.06,0.39,11.9,6,4841,0
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,1221,0
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,2545,0
8.1,0.2,0.49,8.1,0.051,51,205,0.9954,3.1,0.52,11,6,3122,0
4.39,1.12,1.37,45.02,0.23,189,218,1.05,3.15,1.08,13.31,6,1766,1
7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6,2115,0
6.92,0.24,1.64,57.97,0.11,108,114,1.03,2.74,0.87,11.62,7,1030,1
14.52,0.77,1.04,44.95,0.09,284,273,0.94,3.43,0.35,14.9,5,2488,1
6.28,0.71,0.84,1.88,0.06,76,357,0.95,3.01,1.13,14.28,4,4367,1
8.1,1.15,0.74,49.9,0.19,17,387,1.0,3.65,0.21,10.16,5,4778,1
11.45,0.78,0.13,34.21,0.31,145,38,1.05,3.87,1.05,10.96,4,2397,1
13.96,0.27,1.21,67.82,0.15,206,200,0.98,3.3,0.96,12.52,2,952,1
6.4,0.16,0.25,1.4,0.057,21,125,0.99091,3.23,0.44,11.1,7,4336,0
6.7,0.22,0.39,1.2,0.049,26,152,0.99346,3.5,0.47,10,6,3295,0
7.14,0.33,0.54,4.75,0.01,102,123,1.04,3.1,0.56,11.47,8,4445,1
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,3694,0
13.41,0.3,0.05,24.07,0.21,221,126,1.03,2.87,1.1,11.55,6,3325,1
7.44,1.01,1.33,31.57,0.04,126,110,1.02,3.33,0.24,12.21,2,2745,1
4.4,0.68,0.68,19.24,0.03,202,336,0.99,3.39,0.61,13.73,10,1952,1
7.1,0.25,0.3,2.4,0.042,25,122,0.994,3.43,0.61,10.5,6,4860,0
8.73,0.82,0.42,10.91,0.12,299,326,1.07,3.9,0.88,10.76,7,2355,1
14.17,0.83,0.39,27.1,0.3,161,111,0.97,3.75,0.78,7.97,6,3132,1
7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,6,4576,0
9.46,0.75,0.92,47.23,0.19,171,340,1.04,3.94,0.26,11.48,9,1528,1
8.87,0.65,1.33,23.84,0.12,292,362,1.06,3.19,0.84,14.21,8,2096,1
8.13,0.89,0.77,6.63,0.29,119,226,1.04,3.6,0.71,8.57,4,3247,1
5.9,0.3,0.23,4.2,0.038,42,119,0.9924,3.15,0.5,11,5,4090,0
5.38,0.92,0.03,21.45,0.08,5,104,1.07,3.95,0.22,10.69,10,1824,1
10.87,0.63,0.96,13.16,0.32,220,117,0.95,3.67,0.44,8.29,10,1594,1
10.74,1.05,0.88,37.39,0.22,297,246,0.95,3.9,1.09,11.59,6,1962,1
7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,7,4466,0
7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,6,2031,0
5.7,0.39,0.25,4.9,0.033,49,113,0.98966,3.26,0.58,13.1,7,4578,0
7.4,0.19,0.3,12.8,0.053,48.5,212,0.9986,3.14,0.49,9.1,7,4758,0
8.03,0.3,0.84,34.32,0.34,136,164,0.95,3.01,0.73,14.04,5,1296,1
4.87,0.24,1.26,8.33,0.28,76,291,0.99,3.22,0.9,9.35,7,3939,1
5.6,0.25,0.26,3.6,0.037,18,115,0.9904,3.42,0.5,12.6,6,4852,0
6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6,4744,0
11.28,1.02,0.3,13.41,0.14,147,321,0.97,3.31,0.29,8.51,6,4688,1
6,0.19,0.71,1.5,0.152,9,55,0.9927,3.12,0.46,9.8,6,1007,0
7.8,0.21,0.39,1.8,0.034,62,180,0.991,3.09,0.75,12.6,8,2160,0
8.97,0.26,0.08,12.13,0.17,30,414,1.03,3.64,0.36,9.55,4,1305,1
14.8,0.09,1.52,44.72,0.09,126,270,1.01,3.16,0.97,11.96,7,1624,1
6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,7,4258,0
7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7,6,4047,0
6.81,1.14,0.51,33.58,0.33,139,222,1.08,3.58,0.87,8.44,7,2230,1
7.1,0.36,0.56,1.3,0.046,25,102,0.9923,3.24,0.33,10.5,6,1397,0
4.73,1.11,0.87,35.74,0.14,22,109,0.98,3.36,0.36,14.55,4,1141,1
7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,7,4337,0
3.79,1.07,0.46,24.98,0.21,137,230,0.98,2.66,0.73,8.32,5,4381,1
4.9,0.47,0.17,1.9,0.035,60,148,0.98964,3.27,0.35,11.5,6,3958,0
5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4,5,2442,0
14.59,0.09,0.72,39.17,0.18,239,122,0.99,3.5,0.91,9.93,9,1939,1
11.98,0.65,1.68,5.87,0.06,133,125,1.08,2.72,0.87,12.75,7,1722,1
6.3,0.305,0.22,16,0.061,26,141,0.99824,3.08,0.5,9.1,5,2298,0
10.89,0.93,0.46,52.31,0.19,217,238,0.96,3.8,0.57,9.58,8,4684,1
9.6,0.25,0.54,1.3,0.04,16,160,0.9938,2.94,0.43,10.5,5,3238,0
6.14,0.82,0.65,49.31,0.02,220,385,1.08,3.02,1.01,10.07,4,2422,1
14.45,0.36,1.58,54.23,0.17,197,299,1.01,3.76,0.27,10.83,7,4899,1
8.26,0.51,1.26,57.38,0.3,88,341,0.99,3.96,0.6,11.08,10,3728,1
6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5,3583,0
8.22,0.93,1.67,53.68,0.31,71,453,0.98,2.92,0.89,14.56,6,2351,1
6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,5,4391,0
6.4,0.22,0.31,13.9,0.04,57,135,0.99672,3.21,0.38,10.7,5,1216,0
12.15,0.88,0.46,60.88,0.29,55,454,1.01,3.18,0.31,13.49,9,4980,1
4.01,0.44,1.55,20.54,0.08,176,387,1.06,3.98,0.52,13.91,4,4968,1
6.08,1.14,0.61,43.23,0.35,231,111,1.04,2.92,0.29,11.31,2,1514,1
12.3,0.59,0.9,22.86,0.18,283,352,0.94,3.49,0.51,12.09,4,4776,1
6.6,0.19,0.28,1.1,0.044,38,100,0.9904,3.22,0.69,11.2,6,4215,0
9.95,0.88,1.45,55.51,0.13,167,145,1.07,3.1,0.76,12.14,5,1645,1
10.55,0.55,0.24,14.77,0.02,63,103,1.09,3.01,0.84,10.48,9,4003,1
12.16,0.97,0.69,44.55,0.14,197,192,1.06,3.6,0.46,7.7,8,2718,1
5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5,5,4707,0
11.84,1.06,0.72,25.66,0.14,88,104,0.98,3.55,0.85,10.64,4,4380,1
9.45,0.11,1.28,60.76,0.23,268,78,0.97,2.9,0.59,14.91,7,2507,1
4.46,0.5,1.34,61.91,0.27,92,290,1.08,2.66,0.32,14.84,6,4952,1
8.3,0.21,0.41,2.2,0.05,24,108,0.994,2.85,0.45,9.5,5,4739,0
3.76,0.39,1.53,55.57,0.02,46,166,1.05,3.73,1.09,14.05,4,3079,1
7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5,2182,0
14.79,0.38,0.85,31.94,0.07,130,262,1.09,2.88,0.89,13.84,4,3017,1
12.06,0.29,1.27,17.42,0.03,101,337,1.0,3.69,0.44,11.34,2,2046,1
8.1,0.3,0.49,8.1,0.037,26,174,0.9943,3.1,0.3,11.2,7,1869,0
7.3,0.63,0.69,27.13,0.24,128,25,0.94,2.98,1.08,9.7,9,975,1
5.81,0.59,0.69,47.46,0.34,71,11,1.07,3.19,0.54,13.05,3,2937,1
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,2818,0
4.93,0.66,0.87,36.17,0.33,297,39,1.0,2.81,0.47,10.54,7,3618,1
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,2258,0
7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,6,3936,0
5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4,6,1809,0
6.8,0.26,0.56,11.9,0.043,64,226,0.997,3.02,0.63,9.3,5,2459,0
12.56,1.14,1.16,51.25,0.24,101,387,1.01,3.02,0.88,12.18,4,1649,1
8.4,0.24,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9,7,3989,0
10.06,0.73,1.33,23.52,0.29,103,186,1.03,2.94,0.61,14.34,9,5121,1
14.36,0.33,0.61,46.05,0.2,256,152,0.96,3.56,0.67,12.36,2,3846,1
7.79,0.25,0.43,25.95,0.25,146,306,1.05,3.18,0.29,13.84,2,1327,1
5.71,0.46,0.23,51.66,0.33,53,348,1.05,2.65,0.73,14.43,3,1520,1
5.72,0.4,1.66,27.14,0.26,196,213,1.05,2.89,0.54,8.42,9,3557,1
9.7,0.14,0.59,1.5,0.049,23,142,0.9958,2.98,0.62,9.5,5,3802,0
6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,6,4363,0
6.3,0.22,0.43,4.55,0.038,31,130,0.9918,3.35,0.33,11.5,7,2092,0
7.9,0.51,0.36,6.2,0.051,30,173,0.9984,3.09,0.53,9.7,5,2659,0
5.1,0.72,1.69,24.96,0.13,55,51,1.01,2.66,0.34,12.01,3,1112,1
6.64,0.87,1.38,39.78,0.04,51,89,0.94,3.59,0.29,8.05,9,3532,1
5.5,0.335,0.3,2.5,0.071,27,128,0.9924,3.14,0.51,9.6,6,1165,0
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6,1552,0
12.8,1.02,0.62,3.12,0.3,20,113,1.07,3.14,0.44,10.1,10,4323,1
6.87,0.2,1.19,11.98,0.12,84,71,0.94,2.69,0.3,8.03,6,3749,1
7.75,0.1,0.36,66.06,0.08,131,364,0.99,2.9,0.96,9.58,8,4813,1
5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6,3597,0
10,0.91,0.42,1.6,0.056,34,181,0.9968,3.11,0.46,10,4,3506,0
4.87,0.16,0.0,53.54,0.23,177,299,1.02,3.43,0.31,13.05,4,4784,1
7,0.47,0.07,1.1,0.035,17,151,0.991,3.02,0.34,10.5,5,2470,0
8.69,0.27,1.57,30.61,0.16,264,112,0.94,2.72,1.09,9.58,9,4323,1
